pdf_page,printed_page,block,label,row_kind,dwelling,famiglie,present_mf,present_f,absent_mf,is_consistent,locality_it,circoscrizione_it,shabiya_en,shabiya_pcode,label_printed
135,68,0,"TRIBÙ EL-MAGÀRBA el-Allll'ia, es-Samhudia Ulàd esc-Sciàmech Subh (d) . • • '. sn",locality,sn,207,670,307,72,1,es- Samhudìa,,,,"TRIBÙ EL-MAGÀRBA : el-Allll'ia, es-Samhudia Ulàd esc-Sciàmech: Subh (d) . • • '. sn."
135,68,0,Baghlia. Ulàd esc-Sciàmech NasI' (e) . . . . sn,locality,sn,113,372,160,33,1,,,,,Baghlia. Ulàd esc-Sciàmech : NasI' (e) . . . . sn.
135,68,0,"esc-Scellalàt, Sebica Ulàd esc-Sciàmech MansÙl' (1) . I sn",locality,sn,65,226,104,,1,,,,,"esc-Scellalàt, Sebica Ulàd esc-Sciàmech: MansÙl' (1) . I sn."
135,68,1,"- - - - - 1 - - - - -1 - - - - -2-----_s Z4 1-, -",locality,,,,,7,0,,,,,"- - - - - 1 - - - - -1 - - - - -2-----_s.... Z4 1-,;-:"
135,68,1,Segue AGEDÀBIA TRIBÙ EL-GIABÀRNA ez-Zòra . el-Arei bàt . sn,locality,sn,47,158,83,16,1,,,,,Segue: AGEDÀBIA TRIBÙ EL-GIABÀRNA : ez-Zòra . el-Arei bàt . sn.
135,68,1,Lamàresc. Giuàzi el-Ghisa. Sn,locality,sn,21,64,28,3,1,,,,,Lamàresc. Giuàzi: el-Ghisa. Sn.
135,68,1,"~-.- .~,~ ~"",.""'''' MARABTIN 25 Bu Sdèra Bu 1tFèttah el-Fuàcher Sn",locality,sn,247,677,297,100,1,Bu Sdèra,agedabia,Al Wahat,LY0105,"~-.- .~,~ .. ~"",.""'''' .... MARABTIN: 25 Bu Sdèra; Bu 1tFèttah el-Fuàcher Sn."
135,68,1,"14 Zuèia, Bu Amùd . . Ulàd esc-Scech sn",locality,sn,199,610,284,30,1,Bu Amùd,agedabia,Al Wahat,LY0105,"14 Zuèia, Bu Amùd . . Ulàd esc-Scech sn."
135,68,1,"Sàniet el-Rimàra, Aleiàn ez-Zuèia sn",locality,sn,202,582,245,40,1,,,,,"Sàniet el-Rimàra, Aleiàn ez-Zuèia sn."
135,68,1,ez-Zòra. el-Fergiàn. sn,locality,sn,7,28,12,1,1,,,,,ez-Zòra. el-Fergiàn. sn.
135,68,1,ALTRI CENSITI,quarter,,39,129,73,1,1,,,,,ALTRI CENSITI.
135,68,1,(1) ·1 ~ -,locality,,3,20,9,,1,,,,,(1) ·1 :~: -
135,68,1,EZ-ZUETìNA,locality,,376,1503,701,30,1,ez- Zuetìna,agedabia,Al Wahat,LY0105,EZ-ZUETìNA
135,68,1,Oens. 1931 (*) ·293,census_1931,,73,,114,,0,,,,,Oens. 1931 (*) ·293
135,68,1,I TRIBÙ EL-MAGÀRBA Argùb el-Halib er-Raedàt. sn,locality,sn,37,151,79,2,1,Argùb el-Halìb,agedabia,Al Wahat,LY0105,"I TRIBÙ EL-MAGÀRBA : Argùb el-Halib er-Raedàt. sn,"
135,68,1,l TRIBÙ EL-AUAGRìR Sdèidi sn,locality,sn,14,53,23,,1,,,,,l TRIBÙ EL-AUAGRìR: Sdèidi sn.
135,68,1,4 Caserma Turca TRIBÙ EL-ÒRFA et-Torsc -,locality,sn,11,49,18,,1,Caserma Turca,agedabia,Al Wahat,LY0105,4 Caserma Turca TRIBÙ EL-ÒRFA: et-Torsc sn. -
135,68,1,"MARABTIN Caserma Turca, Sidi",locality,,8,22,12,,1,Caserma Turca,agedabia,Al Wahat,LY0105,"MARABTIN: Caserma Turca, Sidi"
135,68,1,"Frag, el-Gelulia el-Gabàil ·1 ~~",locality,,284,1147,528,26,1,,,,,"Frag, el-Gelulia el-Gabàil ·1 ~~:"
135,68,1,! Caserma Turca Msceitàt sn,locality,sn,12,52,27,1,1,Caserma Turca,agedabia,Al Wahat,LY0105,! Caserma Turca Msceitàt sn.
135,68,1,(1) ALTRI CENSITI. lO,quarter,st,,29,14,,1,,,,,(1) ALTRI CENSITI. st. lO
135,68,1,OASI DI ÀUGILA,locality,,348,1442,705,33,1,,,,,OASI DI ÀUGILA
135,68,1,Oens. 1931 (*),census_1931,,335,1463,726,,1,,,,,Oens. 1931 (*)
135,68,1,TRIBÙ EL-AuÀGILA st,locality,st,139,563,272,12,1,,,,,TRIBÙ EL-AuÀGILA : st.
135,68,1,es-Sùbcha. el-Hàti . st,locality,st,97,419,201,11,1,,,,,es-Sùbcha. el-Hàti . st.
135,68,1,es-Saràhna st,locality,st,55,230,117,3,1,,,,,es-Saràhna st.
135,68,1,(1) ez-Zagàghna st,locality,st,36,145,72,5,1,,,,,(1) ez-Zagàghna st.
135,68,1,MARABTIN et,locality,,13,60,,2,1,,,,,MARABTIN: et.
135,68,1,ez-Zuèia ALTRI OENSITI. st,locality,st,8,25,12,,1,,,,,ez-Zuèia ALTRI OENSITI. st.
135,68,1,,locality,,795,3031,1,23,1,,,,,
135,68,1,OASI DI GIÀLo • den~. '1931 .( *),locality,,105,2752,1529,,1,,,,,OASI DI GIÀLo • den~. '1931 .( *)
135,68,1,TRIBÙ EL-MAGIÀBRA el-Gzùza st,locality,st,88,307,168,,1,,,,,TRIBÙ EL-MAGIÀBRA: el-Gzùza st.
135,68,1,el-Alà)ga st,locality,st,75,294,158,,1,,,,,el-Alà)ga st.
135,68,1,es-Saadàt. st,locality,st,70,260,155,1,1,,,,,"es-Saadàt. st,"
135,68,1,el-Gueilàt . (l3,locality,st,,252,124,3,1,,,,,el-Gueilàt . st. (l3
135,68,1,en-Nseiràt st,locality,st,52,239,128,1,1,,,,,en-Nseiràt st.
135,68,1,ed-Dbùba. st,locality,st,46,188,97,3,1,,,,,ed-Dbùba. st.
135,68,1,el Chalàif . st,locality,st,57,171,102,,1,,,,,el :Chalàif . st.
135,68,1,(1) el-Hareibàt ],locality,st,43,160,84,,1,,,,,(1) el-Hareibàt st. ]
135,68,1,el-Rollll'àn st,locality,st,30,133,78,2,1,,,,,el-Rollll'àn st.
135,68,1,et-Tuàleb. st,locality,st,28,107,56,,1,,,,,et-Tuàleb. st.
135,68,1,el-Ifueidàt st,locality,st,21,100,52,4,1,,,,,el-Ifueidàt st.
135,68,1,el-Machàtra . st,locality,st,36,93,58,,1,,,,,el-Machàtra . st.
135,68,1,el-Baaràt Feiza st,locality,st,36,154,77,2,1,,,,,el-Baaràt Feiza st.
135,68,1,el-Baaràt Doma st,locality,st,20,65,35,3,1,,,,,el-Baaràt Doma st.
135,68,1,ALTRI CENSITI. 50R,quarter,st,126,,201,3,0,,,,,ALTRI CENSITI. st. 50R
135,68,1,GICHÈRRA,locality,,97,380,178,4,1,Gichèrra:,,,,GICHÈRRA ...
135,68,1,Oens. 1931 (*),census_1931,,73,248,117,,1,,,,,Oens. 1931 (*)
135,68,1,TRIBÙ EL-MAGIÀBRA el-Gueilàt . st,locality,st,11,57,28,,1,,,,,TRIBÙ EL-MAGIÀBRA: el-Gueilàt . st.
135,68,1,ed-Dbùba. st,locality,st,9,37,18,,1,,,,,ed-Dbùba. st.
135,68,1,TRIBÙ EL-AuÀGILA es. Saràhna . st,locality,st,11,37,15,,1,,,,,TRIBÙ EL-AuÀGILA: es. Saràhna . st.
135,68,1,(1) MARABTIN ez-Zuèia Sdèidi (Ghsèiri) st,locality,st,35,132,65,,1,,,,,(1) MARABTIN: ez-Zuèia : Sdèidi (Ghsèiri) st.
135,68,1,ez-Zuèia el-Giululàt (Fàcher) . . . . st,locality,st,14,53,25,,1,,,,,ez-Zuèia: el-Giululàt (Fàcher) . . . . st.
135,68,1,ez-Zuèia esc-Sciuà- gher (Àmer) st,locality,st,11,45,20,,1,,,,,ez-Zuèia: esc-Sciuà- gher (Àmer) st.
135,68,1,~)I ALTRI CENSITI. st,quarter,st,6,19,7,,1,,,,,~)I ALTRI CENSITI. st.
136,69,0,"34567 CIRCONDARIO DI BENGASI 115.626 57.916 27.839 Residenza di Bengasi (b) 10.287 37.945 18,427",subtotal,,,,,454,0,,,,,"34567 CIRCONDARIO DI BENGASI 115.626 57.916 27.839 Residenza di Bengasi (b) 10.287 37.945 18,427"
136,69,0,"BENGASI (Oentro urba,no) 8.978 32.833 16,004",locality,,,,,411,0,Bengasi,bengasi,Benghazi,LY0103,"BENGASI (Oentro urba,no) : 8.978 32.833 16,004"
136,69,0,Oens. 1931,census_1931,,9073,30686,14472,,1,,,,,Oens. 1931
136,69,0,QUARTIERI Sidi Belchèir st,quarter,st,,,618,,0,,,,,QUARTIERI: Sidi Belchèir st.
136,69,0,,locality,,310,1216,,30,1,,,,,
136,69,0,Sidi Ben ìsa . st,locality,st,522,1959,983,5,1,,,,,Sidi Ben ìsa . st.
136,69,0,Sidi Chreibìsc . st,locality,st,1557,5703,2860,24,1,,,,,Sidi Chreibìsc . st.
136,69,0,Sidi Daùd . . st,locality,st,1856,6020,2981,49,1,,,,,Sidi Daùd . . st.
136,69,0,Sidi ed-Dràui . st,locality,st,640,2449,1242,,1,,,,,Sidi ed-Dràui . st.
136,69,0,Sidi Ghreibil st,locality,st,,1863,932,6,1,,,,,Sidi Ghreibil st.
136,69,0,Sidi Husèin . ~~g,locality,st,,2413,1173,6,1,,,,,Sidi Husèin . st. ~~g
136,69,0,Sidi el-Uhèisci . st,locality,st,300,1349,703,3,1,,,,,Sidi el-Uhèisci . st.
136,69,0,es-Sàbri st,locality,st,1231,3737,1899,38,1,,,,,es-Sàbri st.
136,69,0,Sidi Sàlem st,locality,st,106,511,272,11,1,,,,,Sidi Sàlem st.
136,69,0,Sidi esc-Scerif . st,locality,st,594,2173,1072,5,1,,,,,Sidi esc-Scerif . st.
136,69,0,Sidi esc-Sciàb bi st,locality,st,141,622,323,3,1,,,,,Sidi esc-Sciàb bi st.
136,69,0,ALTRI CENSITI. st,quarter,st,571,2818,946,231,1,,,,,ALTRI CENSITI. st.
136,69,0,EL-CoÈFlA,locality,,869,3527,1662,17,1,,,,,EL-CoÈFlA
136,69,0,Oens. 1931 (*),census_1931,,435,1765,818,,1,,,,,Oens. 1931 (*)
136,69,0,el-Ooèfia st,locality,st,234,1020,477,13,1,,,,,el-Ooèfia st.
136,69,0,Casa Omràn st,locality,st,14,53,22,,1,Casa Omràn,bengasi,Benghazi,LY0103,Casa Omràn st.
136,69,0,I Casa Sciagaàbi st,locality,st,7,40,19,,1,Casa Sciagaàbi,bengasi,Benghazi,LY0103,I Casa Sciagaàbi st.
136,69,0,et-Tàma st,locality,st,148,587,281,,1,,,,,et-Tàma st.
136,69,0,Lète . st,locality,st,16,49,17,,1,,,,,Lète . st.
136,69,0,el-Mgarin . st,locality,st,11,40,17,,1,el- Mgarìn,bengasi,Benghazi,LY0103,el-Mgarin . st.
136,69,0,Sidi ChaJlfa . st,locality,st,302,1178,575,2,1,,,,,Sidi ChaJlfa . st.
136,69,0,Sidi Mansùr. st,locality,st,56,223,110,,1,,,,,Sidi Mansùr. st.
136,69,0,es-Slàui. . . . st,locality,st,30,129,56,,1,,,,,es-Slàui. . . . st.
136,69,0,Suàni el-Anèizi . st,locality,st,20,86,38,,1,Suàni el- Anèizi,bengasi,Benghazi,LY0103,. Suàni el-Anèizi . st.
136,69,0,Suàni el-Cadichi . st,locality,st,23,79,32,,1,Suàni el- Cadìchi,bengasi,Benghazi,LY0103,Suàni el-Cadichi . st.
136,69,0,Suàni Osmàn. st,locality,st,8,43,18,,1,Suàni Osmàn,bengasi,Benghazi,LY0103,Suàni Osmàn. st.
136,69,0,GUÀRSCIA 761,locality,,440,1585,,26,1,Guàrscia,bengasi,Benghazi,LY0103,"GUÀRSCIA 761,"
136,69,0,Guàrscia st,locality,st,153,511,243,17,1,Guàrscia,bengasi,Benghazi,LY0103,Guàrscia st.
136,69,0,Bu Àtni st,locality,st,40,130,60,,1,,,,,Bu Àtni st.
136,69,0,Bu Hariga st,locality,st,24,73,36,,1,Bu Hariga,bengasi,Benghazi,LY0103,Bu Hariga st.
136,69,0,el-Ohèrua . st,locality,st,6,16,9,,1,,,,,el-Ohèrua . st.
136,69,0,Chuèbia l,locality,st,64,229,111,9,1,,,,,Chuèbia st'l
136,69,0,ed- Dueis. st,locality,st,5,25,12,,1,,,,,ed- Dueis. st.
136,69,0,Ganfùda st,locality,st,78,320,158,,1,Ganfùda,,,,Ganfùda st.
136,69,0,Gariùnes st,locality,st,24,109,52,,1,Gariùnes,,,,Gariùnes st.
136,69,0,Mscllia . st,locality,st,39,147,69,,1,,,,,Mscllia . st.
136,69,0,st,locality,st,7,25,11,,1,,,,,st.
136,69,0,Il er-Rhàba . Residenza di Solùch 3_813' 14.129,subtotal,,,,6533,308,0,,,,,Il er-Rhàba . Residenza di Solùch 3_813' 14.129
136,69,0,SOLÙCH,locality,,818,3170,1328,39,1,Solùch,soluch,Benghazi,LY0103,SOLÙCH
136,69,0,Oens. 1931 (*),census_1931,,4491,17850,8305,,1,,,,,Oens. 1931 (*)
136,69,0,TRIBÙ EL-AUAGHiR Sdèidi,locality,,183,638,284,5,1,,,,,TRIBÙ EL-AUAGHiR : Sdèidi
136,69,0,Brahlm,locality,,18,55,22,1,1,,,,,Brahlm .
136,69,0,TRIBÙ EL-GIABÀRNA el-.A.reibàt,locality,,33,120,57,,1,,,,,TRIBÙ EL-GIABÀRNA: el-.A.reibàt .
136,69,0,TRIBÙ EL-MAGÀRBA Ulàd esc-Sciàmech Ali. . . . . . . st,locality,st,12,42,20,,1,,,,,TRIBÙ EL-MAGÀRBA : Ulàd esc-Sciàmech: Ali. . . . . . . st.
136,69,0,Ulàd eSC-SCiàmech ~ Nasr . . . . . t,locality,,9,38,17,,1,,,,,Ulàd eSC-SCiàmech:~ Nasr . . . . . t
136,69,0,Ulàd esc-Sciàmech s . Mansùr . . . . (1) TRIBÙ EL-ÒRFA et-Torsc st,locality,st,21,69,26,,1,,,,,Ulàd esc-Sciàmech: s . Mansùr . . . . (1) TRIBÙ EL-ÒRFA: et-Torsc st.
136,69,0,TRIBÙ EL-BRÀASA Tàmia I st,locality,st,17,53,25,,1,,,,,TRIBÙ EL-BRÀASA: Tàmia : I st.
136,69,0,Husèin. ÀILET FÀlD Bu Sceghèila st,locality,st,7,30,13,,1,,,,,Husèin. ÀILET FÀlD: Bu Sceghèila st.
136,69,0,MARABTlN I el-Fuàcher st,locality,st,2961,1082,457,25,0,,,,,MARABTlN : I el-Fuàcher st.
136,69,0,esc-Sceheibàt 1 i,locality,st,32,115,41,,1,,,,,esc-Sceheibàt st. 1 i
136,69,1,,locality,,,,,,0,,,,,
136,69,1,918 Segue SOLÙCH Ulàd esc-Scech el-Fuatir -,locality,st,16,56,29,,1,,,,,918 Segue: SOLÙCH Ulàd esc-Scech st. el-Fuatir st. -
136,69,1,el-Ghetaàn st,locality,st,14,42,19,1,1,,,,,el-Ghetaàn st.
136,69,1,el-Fergiàn. -,locality,st,7,39,23,,1,,,,,el-Fergiàn. st. -
136,69,1,Altri. st,locality,st,58,198,92,4,1,,,,,Altri. st.
136,69,1,MISURATINI • -,locality,st,11,57,29,,1,,,,,MISURATINI • st. -
136,69,1,(1) MISURATINI O O L O - GHLI • lO,locality,st,,47,30,,1,,,,,(1) MISURATINI O O L O - GHLI • st. lO
136,69,1,TRlPOLINI. st,locality,st,26,101,56,,1,,,,,TRlPOLINI. st.
136,69,1,TUNISINI st,locality,st,5,11,5,,1,,,,,TUNISINI st.
136,69,1,MAROCCHINI. st,locality,st,1,3,2,,1,,,,,MAROCCHINI. st.
136,69,1,ALTRI CENSITI. st,quarter,st,25,317,50,,1,,,,,"ALTRI CENSITI. st. ,"
136,69,1,GIARDiNA,locality,,584,2019,969,41,1,Giardìna,,,,GIARDiNA
136,69,1,,locality,,24,108,56,,1,,,,,
136,69,1,I TRIBÙ EL-AuAGHiR I Brahlm. st,locality,st,161,543,262,13,1,,,,,I TRIBÙ EL-AuAGHiR: I Brahlm. st.
136,69,1,Sdèidi st,locality,st,48,171,84,4,1,,,,,Sdèidi st.
136,69,1,I TRIBÙ EL-GIABÀRNA Giuàzi (el-Gelalàt). -,locality,st,18,64,33,,1,,,,,I TRIBÙ EL-GIABÀRNA: Giuàzi (el-Gelalàt). st. -
136,69,1,TRIBÙ EL-ÒRFA es-Salàtna I et-Torsc,locality,st,17,,,,0,,,,,TRIBÙ EL-ÒRFA : es-Salàtna : I st. et-Torsc
136,69,1,TRIBÙ EL-DÒRSA I gl!~ Abd 'el Gia~àdl st,locality,st,,34,17,,1,,,,,TRIBÙ EL-DÒRSA : I gl!~ Abd 'el:Gia~àdl st.
136,69,1,TRIBÙ EL-MAGÀRBA (1) Ulàd esc-Sciàmech (Ali) lO,locality,st,,32,15,,1,,,,,TRIBÙ EL-MAGÀRBA : (1) Ulàd esc-Sciàmech (Ali) st. lO
136,69,1,TRIBÙ EL-BRÀASA Husèin. Abd,locality,st,7,32,14,,1,,,,,TRIBÙ EL-BRÀASA : Husèin. st. Abd
136,69,1,MARABTIN es-Saèt,locality,st,157,552,264,,1,,,,,MARABTIN: st. es-Saèt. . .
136,69,1,esc-Sceheibàt st,locality,st,30,92,40,,1,,,,,esc-Sceheibàt st.
136,69,1,el-Ghetaàn st,locality,st,25,85,38,,1,,,,,el-Ghetaàn st.
136,69,1,esc-Sciòrfa st,locality,st,24,84,37,,1,,,,,esc-Sciòrfa st.
136,69,1,el-Fuatir st,locality,st,9,39,22,,1,,,,,el-Fuatir st.
136,69,1,Altri. st,locality,st,50,162,82,,1,,,,,Altri. st.
136,69,1,TRlPOLINl. st,locality,st,12,42,20,,1,,,,,TRlPOLINl. st.
136,69,1,MISURATINl • l,locality,st,,4,3,,1,,,,,st. MISURATINl • l
136,69,1,ALTRI CENSITI. st,quarter,st,8,25,13,,1,,,,,ALTRI CENSITI. st.
136,69,1,GHEMiNEB (Oamìnus),locality,,762,2942,1398,,1,,,,,GHEMiNEB (Oamìnus)
136,69,1,"Oe' "" '1931'(*)",census_1931,,287,1241,612,,1,,,,,". . . . Oe';"" •. '1931'(*)"
136,69,1,TRIBÙ EL-AUAGHiR 'st,locality,st,,,,4,0,,,,,TRIBÙ EL-AUAGHiR : 'st.
136,69,1,Mtàua,locality,,113,415,195,,1,,,,,Mtàua
136,69,1,Brahlm. lO,locality,st,63,231,110,,1,,,,,Brahlm. st. lO
136,69,1,Sdèidi' st,locality,st,33,132,57,3,1,,,,,Sdèidi' st.
136,69,1,TRIBÙ EL'ÒRFA et-Torsc I st,locality,st,74,251,118,,1,,,,,TRIBÙ EL'ÒRFA: et-Torsc : I st.
136,69,1,es-Salàtna TRIBÙ EL-MAGÀRBA Ulàdesc-Sciàmech Ali. . . . . . . st,locality,st,34,137,74,,1,,,,,es-Salàtna TRIBÙ EL-MAGÀRBA: Ulàdesc-Sciàmech: Ali. . . . . . . st.
136,69,1,(1) Ulàd eso-Sciàmech Nasr . lO,locality,st,,38,11,,1,,,,,(1) Ulàd eso-Sciàmech: Nasr . st. lO
136,69,1,er-Raedàt. st,locality,st,15,51,23,,1,,,,,er-Raedàt. st.
136,69,1,TRIBÙ EL-GlABÀRNA Giuàzi Gemèla . st,locality,st,23,77,36,,1,,,,,TRIBÙ EL-GlABÀRNA: Giuàzi: Gemèla . st.
136,69,1,el-.A.reibàt . 1 -,locality,st,1,6,2,,1,,,,,el-.A.reibàt . st. 1 -
136,69,1,,locality,,,,17,,0,,,,,
136,69,1,TRIBÙ EL-AuÀGlLA st,locality,st,5,34,,,1,,,,,TRIBÙ EL-AuÀGlLA: st.
136,69,1,MARABTIN el-Fergiàn. st,locality,st,,258,121,5,1,,,,,MARABTIN: el-Fergiàn. st.
136,69,1,el-Ghetaàn st,locality,st,48,164,73,,1,,,,,el-Ghetaàn st.
136,69,1,Msceitàt -=1,locality,st,27,109,49,,1,,,,,Msceitàt st. -=1
136,69,1,,locality,,1,,,,0,,,,,
137,70,0,1----~1~-----1-----~2-----1~3,locality,,,,,7,0,,,,,1----~1~-----1-----~2-----1~3
137,70,0,Segue GHEMÌNES Ulàd esc-Scebc. . . st,locality,st,13,59,30,,1,,,,,Segue: GHEMÌNES Ulàd esc-Scebc. . . st.
137,70,0,Gariàn et-Tuabrìa lO,locality,st,,52,27,,1,,,,,Gariàn: et-Tuabrìa st. lO
137,70,0,ez-Zuèia st,locality,st,11,40,16,,1,,,,,ez-Zuèia st.
137,70,0,el-Fuatir st,locality,st,11,39,16,,1,,,,,el-Fuatir st.
137,70,0,(1) Altri. st,locality,st,6,37,19,,1,,,,,(1) Altri. st.
137,70,0,TRIPOLINI. st,locality,st,,535,,,1,,,,,TRIPOLINI. st.
137,70,0,,locality,,131,,265,6,0,,,,,
137,70,0,MlSuRATINI • st,locality,st,11,52,26,1,1,,,,,MlSuRATINI • st.
137,70,0,MISURATINI COLOGHLI st,locality,st,34,124,65,,1,,,,,MISURATINI COLOGHLI st.
137,70,0,ALTRI CENSITI. st,quarter,st,27,101,48,,1,,,,,ALTRI CENSITI. st.
137,70,0,SìDI ÀHMED EL-MAGRÙN,locality,,1320,4721,2217,166,1,,,,,SìDI ÀHMED EL-MAGRÙN
137,70,0,Oens. 1931 (') 4.75J,census_1931,,2620,10069,,,1,,,,,Oens. 1931 (') 4.75J
137,70,0,I TRIBÙ EL-AUAGHÌR Mtàua st,locality,st,310,1021,485,,1,,,,,I TRIBÙ EL-AUAGHÌR : Mtàua st.
137,70,0,Brabìm. st,locality,st,137,498,253,,1,,,,,Brabìm. st.
137,70,0,Sdèidi st,locality,st,75,250,105,,1,,,,,Sdèidi st.
137,70,0,Altri. _,locality,st,8,25,12,,1,,,,,Altri. st. _
137,70,0,TRIBÙ EL-BRÀ.A.8A Tàmia • . . st,locality,st,131,410,195,48,1,,,,,TRIBÙ EL-BRÀ.A.8A : Tàmia • . . st.
137,70,0,Ulàd Ramèd st,locality,st,34,126,58,8,1,,,,,'Ulàd Ramèd st.
137,70,0,Husèin. st,locality,st,31,126,56,,1,,,,,Husèin. st.
137,70,0,et-Tlùab st,locality,st,31,109,50,,1,,,,,et-Tlùab st.
137,70,0,el-Arif st,locality,st,18,67,32,,1,,,,,el-Arif st.
137,70,0,el-Giuèifi R -,locality,st,,26,13,,1,,,,,el-Giuèifi st. R -
137,70,0,Abd st,locality,st,8,24,11,,1,,,,,Abd st.
137,70,0,el-Masaìd . st,locality,st,5,24,9,,1,,,,,el-Masaìd . st.
137,70,0,Altri. st,locality,st,3,15,6,,1,,,,,Altri. st.
137,70,0,TRIBÙ ED-DòRSA es-Sreirìgb st,locality,st,36,153,60,,1,,,,,TRIBÙ ED-DòRSA: es-Sreirìgb st.
137,70,0,Sciaèb • . . st,locality,st,18,74,37,,1,,,,,Sciaèb • . . st.
137,70,0,esc-Scilmàni . st,locality,st,14,56,26,,1,,,,,esc-Scilmàni . st.
137,70,0,Ulàd Abd el-GlauM st,locality,st,20,53,27,,1,,,,,Ulàd Abd el-GlauM st.
137,70,0,Mobàmmed. st,locality,st,11,52,22,,1,,,,,Mobàmmed. st.
137,70,0,el-Bltràgla st,locality,st,7,35,19,,1,,,,,el-Bltràgla st.
137,70,0,(1) Aàdel lO,locality,st,,31,16,,1,,,,,(1) Aàdel st. lO
137,70,0,UlàdMansùr st,locality,st,4,16,7,2,1,,,,,UlàdMansùr st.
137,70,0,TRIBÙ EL-GIABÀRNA Giuàzi Gemèla st,locality,st,40,149,76,5,1,,,,,TRIBÙ EL-GIABÀRNA: Giuàzi: Gemèla st.
137,70,0,el-Agbìb st,locality,st,27,93,40,,1,,,,,• el-Agbìb st.
137,70,0,el-Gbìsa st,locality,st,4,19,6,2,1,,,,,• el-Gbìsa st.
137,70,0,el-Areibàt. st,locality,st,40,150,70,2,1,,,,,el-Areibàt. st.
137,70,0,TRIBÙ EL-MAGÀRBA er-Raedàt. st,locality,st,6,27,9,,1,,,,,TRIBÙ EL-MAGÀRBA: er-Raedàt. st.
137,70,0,MARABTIN el-Msceitàt lO,locality,st,96,342,160,,1,,,,,MARABTIN: el-Msceitàt st. lO
137,70,0,es-Soot • st,locality,st,79,318,144,2,1,,,,,es-Soot • st.
137,70,0,el-Agàil. st,locality,st,17,73,41,,1,,,,,el-Agàil. st.
137,70,0,Ulàd esc-Scecb. st,locality,st,20,69,35,,1,,,,,Ulàd esc-Scecb. st.
137,70,0,el-Fuàcber lO,locality,st,,55,23,,1,,,,,el-Fuàcber st. lO
137,70,0,el-Alàuna. lO -,locality,st,,42,16,,1,,,,,el-Alàuna. st. lO -
137,70,0,Altri. st,locality,st,28,101,49,,1,,,,,Altri. st.
137,70,0,TRIPOLINI. l,locality,st,,5,2,,1,,,,,TRIPOLINI. st. l
137,70,0,MlSURATINI • st,locality,st,1,5,2,,1,,,,,MlSURATINI • st.
137,70,0,~ I TUNISINI st,locality,st,3,9,5,,1,,,,,~ I TUNISINI st.
137,70,0,ALTRI CENSITI. -,quarter,st,19,73,40,,1,,,,,ALTRI CENSITI. st. -
137,70,0,SUÀNI ET-TERRìA,locality,,329,1277,621,13,1,Suàni eta Terrìa,,,,SUÀNI ET-TERRìA.
137,70,0,O~n~. i931 '('i,census_1931,,588,2120,1100,,1,,,,,O~n~. i931 '('i
137,70,0,TRIBÙ EL-MAGÀRBA er-Raedàt . . . st,locality,st,85,354,168,3,1,,,,,TRIBÙ EL-MAGÀRBA: er-Raedàt.. . . . st.
137,70,0,Ulàd esc-Sciàmecb. st,locality,st,29,103,48,5,1,,,,,Ulàd esc-Sciàmecb. st.
137,70,0,TRIBÙ EL-AUAGHìR (1) Brabìm. st,locality,st,57,210,109,1,1,,,,,TRIBÙ EL-AUAGHìR : (1) Brabìm. st.
137,70,0,Sdèidi st,locality,st,12,48,24,,1,,,,,Sdèidi st.
137,70,0,Mtàua -,locality,st,14,48,24,,1,,,,,Mtàua st. -
137,70,0,TRIBÙ EL-BRÀ.A.8A Abd st,locality,st,23,871,42,,1,,,,,TRIBÙ EL-BRÀ.A.8A : Abd st.
137,70,1,,locality,,,,,,0,,,,,
137,70,1,"Segue SU.iNI, ET-TERRìA TRIBÙ EL-ÒRFA et Torsc st",locality,st,16,50,24,,1,,,,,"Segue: SU.iNI, ET-TERRìA TRIBÙ EL-ÒRFA: et Torsc st."
137,70,1,MARABTIN (1) el-Masamir sI,locality,,16,73,29,,1,,,,,MARABTIN: (1) el-Masamir sI;.
137,70,1,el-Gbetaàn lO,locality,st,3,,4,,0,,,,,el-Gbetaàn st. lO
137,70,1,MISURATINI COLOGHLI st,locality,st,32,140,69,,1,,,,,MISURATINI COLOGHLI st.
137,70,1,,locality,,,,,2,0,,,,,
137,70,1,TRIPOLINI. st,locality,st,25,101,54,,1,,,,,TRIPOLINI. st.
137,70,1,l ALTRI CENSITI. st,quarter,st,17,53,26,,1,,,,,l ALTRI CENSITI. st.
137,70,1,Residenza di '.ròera (b) 2.B79,subtotal,,1526,5842,,1511,1,,,,,• Residenza di '.ròera (b) 2.B79
137,70,1,TÒCRA (Teuchìra) st,locality,st,224,894,435,11,1,Teuchìra,,,,TÒCRA (Teuchìra) st.
137,70,1,62 BENÌNA. st,locality,st,122,499,256,7,1,,,,,62 BENÌNA. st.
137,70,1,13 BÈRSIS . . . st,locality,st,191,687,327,45,1,Bèrsis,tocra,Marj,LY0102,13 BÈRSIS . . . st.
137,70,1,7 Bu GIARRÀR . . . . st,locality,st,122,446,,,1,,,,,7 Bu GIARRÀR . . . . st.
137,70,1,,locality,,,,223,8,0,,,,,
137,70,1,DRIÀNA(Hadrianopolis) st,locality,st,518,2063,1018,31,1,Hadrianòpolis,tocra,Marj,LY0102,DRIÀNA(Hadrianopolis) st.
