pdf_page,printed_page,block,label,row_kind,dwelling,famiglie,present_mf,present_f,absent_mf,is_consistent,locality_it,circoscrizione_it,shabiya_en,shabiya_pcode,label_printed
140,73,1,esc-Scelàuia . st,locality,st,5,,,,0,,,,,esc-Scelàuia . st.
140,73,1,MARTÙBA,locality,,698,308,150,2222,0,Martùba,derna,Derna,LY0101,MARTÙBA
140,73,1,TRIBU EL-ABEIDÀT,locality,,,18,9,461,0,,,,,TRIBU EL-ABEIDÀT :
140,73,1,Ghèits st,locality,st,124,,,,0,,,,,Ghèits st.
140,73,1,Bu Giàzia st,locality,st,111,131,63,268,1,,,,,Bu Giàzia st.
140,73,1,,locality,,,,,366,0,,,,,
140,73,1,el-Auàcla. . . . . st,locality,st,86,,,,0,,,,,el-Auàcla. . . . . st.
140,73,1,Mansùr Fàiza. . . t st,locality,,,,,226,0,,,,,Mansùr Fàiza. . . t st
140,73,1,Mansùr Abd el-Gàder\,locality,,59,,,,0,,,,,Mansùr Abd el-Gàder\ .
140,73,1,Mzèin . st,locality,st,12,29,13,20,1,,,,,Mzèin . st.
140,73,1,,locality,,13,15,8,20,1,,,,,
140,73,1,Lamèilet st,locality,st,,,,13,0,,,,,Lamèilet st.
140,73,1,Bu Dàui st,locality,st,5,4,2,,0,,,,,Bu Dàui st.
140,73,1,(l) MARABTIN esc-Scelàuia . st,locality,st,84,6,21,261,0,,,,,(l) MARABTIN: esc-Scelàuia . st.
140,73,1,el-Hùta. st,locality,st,55,,,187,0,,,,,el-Hùta. st.
140,73,1,el-Auàma. st,locality,st,39,34,181,105,0,,,,,el-Auàma. st.
140,73,1,el-Gabàil lO,locality,st,29,22,,79,0,,,,,el-Gabàil st. lO
140,73,1,,locality,,,13,7,77,1,,,,,
140,73,1,el-Masamir st,locality,st,29,,,,0,,,,,el-Masamir st.
140,73,1,el-Mnèfa lO,locality,st,,,,53,0,,,,,el-Mnèfa st. lO
140,73,1,,locality,,,,,41,0,,,,,
140,73,1,esc-Sciuàer st,locality,st,16,,,,0,,,,,esc-Sciuàer st.
140,73,1,Altri. st,locality,st,19,14,9,45,0,,,,,Altri. st.
140,73,1,MISURATINI • st,locality,st,1,4,2,,1,,,,,MISURATINI • st.
140,73,1,ALTRI CENSITI. st,quarter,st,6,18,7,,1,,,,,ALTRI CENSITI. st.
141,74,0,1------ c1- - - - - I - - - - - - c2-----I-s-.-· -4 - - -5 - - -6 -,locality,,,,,7,0,,,,,1------:c1- - - - - I - - - - - - :c2-----I-s-.-· -4 - - -5 - - -6 -
141,74,0,UMM ER-RZÈM,locality,,387,1224,362,606,1,Umm er-Rzèm,derna,Derna,LY0101,UMM ER-RZÈM
141,74,0,TRIBÙ EL-ABEIDÀT Mzèin st,locality,st,97,239,125,116,1,,,,,TRIBÙ EL-ABEIDÀT: Mzèin st.
141,74,0,Abd el-Crim st,locality,st,79,139,62,122,1,,,,,Abd el-Crim st.
141,74,0,Mansùr Abd el-Gàder st,locality,st,40,53,23,73,1,,,,,Mansùr Abd el-Gàder st.
141,74,0,Gàbes st,locality,st,28,34,18,72,1,,,,,Gàbes st.
141,74,0,Rfad. st,locality,st,21,49,26,,1,,,,,Rfad. st.
141,74,0,(l) Embàrca st,locality,st,20,22,12,30,1,,,,,(l) Embàrca st.
141,74,0,Ghèits lO,locality,st,3,4,2,,1,,,,,Ghèits st. lO
141,74,0,"MARABTIN el-Auà,ma . st",locality,st,49,46,21,122,0,,,,,"MARABTIN: el-Auà,ma . st."
141,74,0,el-Ghetaàn . . . . st,locality,st,11,26,15,,1,,,,,el-Ghetaàn . . . . st.
141,74,0,"el-Hùta, el-Masamir st",locality,st,22,61,33,24,1,,,,,"el-Hùta, el-Masamir st."
141,74,0,ALTRI OENSITI. st,locality,st,17,551,25,4,1,,,,,ALTRI OENSITI. st.
141,74,0,CmCONDARIO DI TÒBRUCH 3.425 17.475,locality,,,,5617,1142,0,Tòbruch,tobruch,Butnan,LY0104,CmCONDARIO DI TÒBRUCH 3.425 17.475
141,74,0,Residenza di Tòbruoh,subtotal,,2192,8199,3808,287,1,,,,,Residenza di Tòbruoh
141,74,0,TÒBRUOH (AntipYTUOS),locality,,560,2579,1143,,1,,,,,TÒBRUOH (AntipYTUOS)
141,74,0,,locality,,,,,18,0,,,,,
141,74,0,,locality,,466,2026,941,,1,,,,,
141,74,0,I QUARTIERE URBANO (b),locality,st,526,2123,1076,18,1,,,,,st. I QUARTIERE URBANO (b)
141,74,0,ALTRI OENSITI. st,locality,st,34,456,67,,1,,,,,ALTRI OENSITI. st.
141,74,0,AOROMA,locality,,584,2198,1032,149,1,,,,,AOROMA.
141,74,0,TRIBÙ EL-ABEIDÀT el-Auàcla. sn,locality,sn,151,607,285,29,1,,,,,TRIBÙ EL-ABEIDÀT : el-Auàcla. sn.
141,74,0,Ghèits sn,locality,sn,82,287,147,31,1,,,,,Ghèits sn.
141,74,0,Mèriem. sn,locality,sn,52,176,86,17,1,,,,,Mèriem. sn.
141,74,0,Sciahin • sn,locality,sn,49,165,73,,1,,,,,Sciahin • sn.
141,74,0,,locality,,,,,27,0,,,,,
141,74,0,Feid '43,locality,sn,27,87,,2,1,,,,,Feid sn. '43
141,74,0,(l) Rfad. sn,locality,sn,20,80,36,2,1,,,,,(l) Rfad. sn.
141,74,0,Abèid sn,locality,sn,12,41,21,,1,,,,,Abèid sn.
141,74,0,MARABTIN el-Mnèfa sn,locality,sn,140,,257,,0,,,,,MARABTIN: el-Mnèfa sn.
141,74,0,,locality,,,575,,22,1,,,,,
141,74,0,el-Gabàil sn,locality,sn,39,131,59,14,1,,,,,el-Gabàil sn.
141,74,0,ALTRI OENSITI. st,locality,st,12,49,25,,1,,,,,ALTRI OENSITI. st.
141,74,0,AIN EL-GAZÀLA,locality,,91,289,149,40,1,,,,,AIN EL-GAZÀLA.
141,74,0,TRIBÙ EL-ABEIDÀT ~ Ghèits Giàber. sn,locality,sn,26,77,36,,1,,,,,TRIBÙ EL-ABEIDÀT : ~ Ghèits Giàber. sn.
141,74,0,Ghèits Cadem . sn,locality,sn,17,52,28,,1,,,,,Ghèits Cadem . sn.
141,74,0,Adàl. sn,locality,sn,15,44,26,9,1,,,,,Adàl. sn.
141,74,0,(1) Lamèilet lO,locality,sn,,43,16,5,1,,,,,(1) Lamèilet •. sn. lO
141,74,0,Ghèits Sgaier sn,locality,sn,13,34,20,8,1,,,,,Ghèits Sgaier sn.
141,74,0,~ MARABTIN el-Ghetaàn lO,locality,sn,,39,23,4,1,,,,,~ MARABTIN: el-Ghetaàn Sn. lO
141,74,0,EL-HATiA,locality,,957,3133,1484,80,1,el- Hatìa,tobruch,Butnan,LY0104,EL-HATiA
141,74,0,TRIBÙ EL-ABEIDÀT Mèriem . . . . . . lO,locality,sn,112,355,180,,1,,,,,TRIBÙ EL-ABEIDÀT: Mèriem . . . . . . sn. lO
141,74,0,Ghèits Eu Mogàta. sn,locality,sn,88,245,120,8,1,,,,,Ghèits Eu Mogàta. sn.
141,74,0,Alàlga • . . . . . sn,locality,sn,21,60,27,6,1,,,,,Alàlga • . . . . . sn.
141,74,0,Mansùr Fàiza . sn,locality,sn,8,50,29,3,1,,,,,Mansùr Fàiza . sn.
141,74,0,Mzèin sn,locality,sn,18,42,24,4,1,,,,,Mzèin sn.
141,74,0,AILET FÀID . sn,locality,sn,19,49,28,2,1,,,,,AILET FÀID . sn.
141,74,0,MARABTIN (1) el-Ghetaàn sn,locality,sn,223,811,366,14,1,,,,,MARABTIN: (1) el-Ghetaàn sn.
141,74,0,el-Mnèfa sn,locality,sn,162,573,271,13,1,,,,,el-Mnèfa sn.
141,74,0,esc-Sciuàer sn,locality,sn,65,216,100,5,1,,,,,esc-Sciuàer sn.
141,74,0,Homar . . '48,locality,sn,,140,68,6,1,,,,,Homar . . sn. '48
141,74,0,el-Auàma. sn,locality,sn,33,102,45,2,1,,,,,el-Auàma. sn.
141,74,0,et-Taràchi 54,locality,sn,34,99,,3,1,,,,,"et-Taràchi sn. 54,"
141,74,0,Giaràrra . sn,locality,sn,25,73,35,1,1,,,,,Giaràrra . sn.
141,74,0,el-Habbùn sn,locality,sn,12,41,19,,1,,,,,el-Habbùn sn.
141,74,0,ALTRI OENSITI. sn,locality,sn,89,277,118,3,1,,,,,ALTRI OENSITI. sn.
141,74,0,Residenza di Porto Bardia,subtotal,,1233,9276,1809,,1,,,,,Residenza di Porto Bardia
141,74,0,EL-GEBÈIL,locality,,585,3438,1058,136,1,,,,,EL-GEBÈIL.
141,74,0,Cens i9 U '(Oi,census_1931,,105,2972,177,,1,,,,,Cens: i9:U '(Oi
141,74,0,QUARTIERE URBANO st,locality,st,43,180,90,2,1,,,,,QUARTIERE URBANO st.
141,74,0,"TRIBÙ EL-ABEIDÀT Porto Bardia, Bardia Ghèits . st",locality,st,8,28,14,1,1,Porto Bardìa,porto bardia,Butnan,LY0104,"TRIBÙ EL-ABEIDÀT : Porto Bardia, Bardia Ghèits . st."
141,74,0,Mèriem. st,locality,st,7,22,12,,1,,,,,Mèriem. st.
141,74,0,Altri. st,locality,st,11,37,23,,1,,,,,Altri. st.
141,74,0,TRIBÙ EL-MAGÀRBA st,locality,st,17,57,23,,1,,,,,TRIBÙ EL-MAGÀRBA st.
141,74,1,,locality,,,,,,0,,,,,
141,74,1,Seuue EL-GEBÈIL MARARTIN el-Ghetaàn st,locality,st,201,746,375,67,1,,,,,Seuue: EL-GEBÈIL MARARTIN: el-Ghetaàn st.
141,74,1,el-Habbùn st,locality,st,87,398,183,19,1,,,,,el-Habbùn st.
141,74,1,esc-Sciuàer st,locality,st,34,133,72,7,1,,,,,esc-Sciuàer st.
141,74,1,es-Sneinàt st,locality,st,28,105,48,8,1,,,,,es-Sneinàt st.
141,74,1,"19 Porto Bardla, Bardia el-Mnèfa st",locality,st,21,87,38,6,1,,,,,"19 Porto Bardla, Bardia el-Mnèfa st."
141,74,1,Giaràrra st,locality,st,23,82,31,7,1,,,,,Giaràrra st.
141,74,1,Altri. st,locality,st,21,72,37,4,1,,,,,Altri. st.
141,74,1,ISRAELITI. st,quarter,st,15,45,14,,1,,,,,ISRAELITI. st.
141,74,1,ALTRI CENSITI. st,quarter,st,34,1298,51,,1,,,,,ALTRI CENSITI. st.
141,74,1,14 Amsèat. I ALTRI OENSITI. st,locality,st,35,148,47,,1,,,,,14 Amsèat. I ALTRI OENSITI. st.
141,74,1,ZONA LITORANEA,locality,,543,4952,581,719,1,,,,,ZONA LITORANEA .
141,74,1,TRIBÙ EL-ABEIDÀT st,locality,st,29,83,41,7,1,,,,,TRIBÙ EL-ABEIDÀT: st.
141,74,1,Mèriem. sn,locality,sn,3,,4,1,0,,,,,Mèriem. sn.
141,74,1,lO MARABTIN I Gasr Gàmbut • j st,locality,st,22,84,41,,1,Gasr Gàmbut,,,,lO MARABTIN: I Gasr Gàmbut • j st.
141,74,1,el-Ghetaàn . sn,locality,sn,30,102,45,3,1,,,,,el-Ghetaàn . sn.
141,74,1,n,locality,n,18,14,6,68,0,,,,,n.
141,74,1,j st,locality,st,32,60,31,44,1,,,,,j st.
141,74,1,el-Mnèfa . lO,locality,sn,,16,7,26,1,,,,,el-Mnèfa . sn. lO
141,74,1,n,locality,n,5,2,,13,0,,,,,n.
141,74,1,ALTRI CENSITI. st,quarter,st,6,21,11,,1,,,,,ALTRI CENSITI. st.
141,74,1,II TRIBÙ EL-ABEIDÀT st,locality,st,,,72,103,0,,,,,II TRIBÙ EL-ABEIDÀT: st.
141,74,1,Mansùr,locality,,62,147,,,1,,,,,Mansùr.
141,74,1,Ghèits . st,locality,st,63,80,37,125,1,,,,,Ghèits . st.
141,74,1,Bu Dàui st,locality,st,30,,29,48,0,,,,,Bu Dàui st.
141,74,1,,locality,,,52,,,1,,,,,
141,74,1,Mèriem. st,locality,st,33,96,54,7,1,,,,,Mèriem. st.
141,74,1,Sciahin. st,locality,st,16,41,19,11,1,,,,,Sciahin. st.
141,74,1,5 Màrsa Lucch MARABTIN esc-Sciuàer st,locality,st,125,306,149,122,1,Màrsa Lucch,porto bardia,Butnan,LY0104,5 Màrsa Lucch MARABTIN: esc-Sciuàer st.
141,74,1,"( el-Mnèfa, st",locality,st,49,47,23,141,0,,,,,"( el-Mnèfa, st."
141,74,1,ALTRI CENSITI. st,quarter,st,7,608,12,,1,,,,,ALTRI CENSITI. st ..
141,74,1,Gianzùr ALTRI CENSITI. st,quarter,st,1,761,,,1,Gianzùr,,,,Gianzùr ALTRI CENSITI. st.
141,74,1,ALTRI OENSITI. st,locality,st,,963,,,1,,,,,ALTRI OENSITI. st.
141,74,1,Màrsa el-Aora. ALTRI CENSITI. st,quarter,st,1,1459,,,1,Màrsa el- Aora,porto bardia,Butnan,LY0104,; Màrsa el-Aora. ALTRI CENSITI. st.
141,74,1,Ras Azzàz ALTRI CENSITI. . . . st,quarter,st,84,776,136,,1,,,,,Ras Azzàz ALTRI CENSITI. . . . st.
141,74,1,OASI DI GIARABÙB. Censo 1931 (O),census_1931,,65,279,112,,1,,,,,OASI DI GIARABÙB. Censo 1931 (O)
141,74,1,ALTRI OENSITI. st,locality,st,21,110,34,,1,,,,,ALTRI OENSITI. st.
141,74,1,Bm ESO-SOEFÈRZEN. TERRITORIO MILITARE DEL SUD 12.056 48.376 24.632,subtotal,,,,,739,0,,,,,Bm ESO-SOEFÈRZEN. TERRITORIO MILITARE DEL SUD 12.056 48.376 24.632
141,74,1,SOTTOZONA MILITARE DI BRACa 4.280 17.203,locality,,,,8524,177,0,,,,,SOTTOZONA MILITARE DI BRACa 4.280 17.203
141,74,1,Mudiria di Wri (U Mi esc-Sciàti occidentale),locality,,555,2293,1127,59,1,,,,,Mudiria di Wri (U Mi esc-Sciàti occidentale)
141,74,1,lO,locality,,130,542,287,,1,,,,,lO
141,74,1,ÈDRI Censo 1931 (*),census_1931,,120,408,201,,1,,,,,ÈDRI Censo 1931 (*)
141,74,1,Ulàd Zàid st,locality,st,37,158,85,1,1,,,,,Ulàd Zàid st.
141,74,1,ez-Zgbinda . st,locality,st,26,106,49,1,1,,,,,ez-Zgbinda . st.
141,74,1,Ulàd Slemàn st,locality,st,28,92,54,1,1,,,,,Ulàd Slemàn st.
141,74,1,elcMatàtra s·t,locality,,8,39,19,1,1,,,,,elcMatàtra s·t.
141,74,1,Tuàt. st,locality,st,6,25,18,,1,,,,,Tuàt. st.
141,74,1,855 Èdri. Tuàregh st,locality,st,5,24,14,,1,,,,,855 Èdri. Tuàregh st.
141,74,1,ez-Zintàn . .~,locality,sn,3,13,,1,1,,,,,ez-Zintàn . sn. .~
141,74,1,el-Magàrha sn,locality,sn,4,13,,2,1,,,,,el-Magàrha sn. ..
141,74,1,ALTRI OENSITI. st,locality,st,13,72,34,3,1,,,,,ALTRI OENSITI. st.
141,74,1,HATÌET ÈDRI,locality,,86,303,,23,1,Hatìet Èdri,edri,Wadi al Shatii,LY0318,HATÌET ÈDRI
141,74,1,,locality,,,,138,,0,,,,,
141,74,1,ez-Zuàid sn,locality,sn,77,266,1,21,1,,,,,ez-Zuàid sn.
141,74,1,ez-Zintàn. sn,locality,sn,6,27,,,1,,,,,ez-Zintàn. sn.
141,74,1,~lj Hatlet Èdri . 1~1 ALTRI OENSITI. lO,locality,sn,3,,,2,0,,,,,~lj Hatlet Èdri . 1~1 ALTRI OENSITI. sn. lO
142,75,0,S 3j,locality,,,,,,0,,,,,S 3j
142,75,0,"I TMISSÀN, ZAGÙBA. - Segue EL-MAHARÙGA",locality,,82,363,158,,1,Tmissàn,edri,Wadi al Shatii,LY0318,"I TMISSÀN, ZAGÙBA. - Segue: EL-MAHARÙGA"
142,75,0,Oens. 1931 (') 51 251128 es-Sùsa . st,census_1931,st,,,,31,0,,,,,Oens. 1931 (') 51 251128 es-Sùsa . st.
142,75,0,Tmissàn . . . esc-Sciabin st,locality,st,51,237,105,23,1,Tmissàn,edri,Wadi al Shatii,LY0318,Tmissàn . . . st. esc-Sciabin st.
142,75,0,Tmissàn Denà el-Fghih. ed-Dahailia st,locality,st,24,96,38,20,1,Tmissàn,edri,Wadi al Shatii,LY0318,Tmissàn Denà el-Fghih. st. ed-Dahailia st.
142,75,0,el-Labàt st,locality,st,,,,23,0,,,,,el-Labàt st.
142,75,0,Zagùba. el-Misciàscia. el-Maràa st,locality,n,7,30,15,24,1,,,,,Zagùba. el-Misciàscia. n. el-Maràa st.
142,75,0,~ Maharùghet el~Aiùn. el-Acuàm . st,locality,st,,,,8,0,Maharùghet el~Aiùn,brach,Wadi al Shatii,LY0318,~ Maharùghet el~Aiùn. el-Acuàm . st .
142,75,0,UENZERÌOH. er-Rghebàt . . . . st,locality,st,257,1085,544,4,1,,,,,UENZERÌOH. er-Rghebàt . . . . st.
142,75,0,Oens. 1931 (') el-Magàrhael-Ghèria sn,census_1931,sn,190,863,403,5,1,,,,,Oens. 1931 (') el-Magàrhael-Ghèria sn.
142,75,0,el-Guàida. ALTRI CENSITI. st,quarter,st,139,556,284,2,1,,,,,el-Guàida. st. ALTRI CENSITI. st.
142,75,0,l Fazàzna st,locality,st,107,472,235,,1,,,,,l Fazàzna st.
142,75,0,Ulàd Bu Sef ~I AGÀR (el-Gasr),locality,n,4,20,6,127,1,,,,,Ulàd Bu Sef n. ~I AGÀR (el-Gasr) .
142,75,0,ez-Zintàn. lO Oens. 1931 (0),census_1931,sn,2,,4,82,0,,,,,ez-Zintàn. sn. lO Oens. 1931 (0)
142,75,0,"U,mori""'. Rabaia. sn",locality,sn,,,293,,0,,,,,"U,mori""'. Rabaia. sn."
142,75,0,Ulàd Fadl st,locality,st,,,,72,0,,,,,Ulàd Fadl st.
142,75,0,esc-Sciòrfa st,locality,st,1,,75,33,0,,,,,esc-Sciòrfa st.
142,75,0,es-Sahca Ulàd Nassan ·1,locality,sn,2,11,7,9,1,,,,,es-Sahca Sn. Ulàd Nassan ·1::
142,75,0,Ulàd Bu Sef st,locality,st,,,,7,0,,,,,Ulàd Bu Sef st.
142,75,0,EI-Hasàuna . st,locality,st,,,,3,0,,,,,EI-Hasàuna . st.
142,75,0,ALTRI OENSITI. st,locality,st,,,,3,0,,,,,ALTRI OENSITI. st.
142,75,0,Mudiria di Bèrghin (U àài ese-Sciàti centrale),locality,,922,3511,1721,,1,Bèrghin,berghin,Wadi al Shatii,LY0318,Mudiria di Bèrghin (U àài ese-Sciàti centrale)
142,75,0,GHEGÀM,locality,,,,,102,0,Ghegàm,brach,Wadi al Shatii,LY0318,GHEGÀM
142,75,0,Oens. 1931 (0) lO 1 BÈRGIDN. el-Hasàuna st,census_1931,st,260,1053,505,381,1,,,,,Oens. 1931 (0) lO 1 BÈRGIDN. el-Hasàuna st.
142,75,0,Oens. 1931 (0) ~ el-Asciach. st,census_1931,st,225,1006,507,121,1,,,,,Oens. 1931 (0) ~ el-Asciach. st.
142,75,0,M à r a i . st,locality,st,,,,6,0,,,,,M à r a i . st.
142,75,0,( el-Otmàn . esc-Sciòrfa . lO,locality,st,205,817,402,,1,,,,,( el-Otmàn . st. esc-Sciòrfa . st. lO
142,75,0,) Ulàd Bu Sef . _ Ghegàm Ulàd·Bu Sef st,locality,n,16,75,37,9,1,,,,,) Ulàd Bu Sef n. . _ Ghegàm Ulàd·Bu Sef st.
142,75,0,Bèrghin Fazàzna J Baramàt . . . . . st,locality,st,38,156,66,6,1,Bèrghin,berghin,Wadi al Shatii,LY0318,Bèrghin Fazàzna st. J Baramàt . . . . . st.
142,75,0,I ALTRI OENSITI. r el-Magàrha el-Gran. st,locality,st,,,,5,0,,,,,I ALTRI OENSITI. st. r el-Magàrha el-Gran. st.
142,75,0,l -,locality,,,5,,,1,,,,,l -
142,75,0,I ALTRI OENSITI. st,locality,st,,,,16,0,,,,,I ALTRI OENSITI. st.
142,75,0,HATiET BÈRGHIN,locality,,147,550,277,,1,Hatìet Bèrghin,berghin,Wadi al Shatii,LY0318,HATiET BÈRGHIN •
142,75,0,Oens. 1931 ('),census_1931,,106,518,272,,1,,,,,Oens. 1931 (')
142,75,0,TAMZÀuA,locality,,,,,262,0,Tamzàua,brach,Wadi al Shatii,LY0318,TAMZÀuA.
142,75,0,l ez-Zuàid Oens. i931'(0),census_1931,st,100,338,175,135,1,,,,,l ez-Zuàid st. Oens. i931'(0)
142,75,0,Hatiet Bèrghin Fazàzna st,locality,st,26,114,54,,1,,,,,Hatiet Bèrghin Fazàzna st.
142,75,0,Ulàd Bu Sef . el-Hasàuna. st,locality,st,21,98,48,139,1,,,,,Ulàd Bu Sef st. . el-Hasàuna. st.
142,75,0,Bughni . st,locality,st,,,,36,0,,,,,", Bughni . st."
142,75,0,I Fazàzna . . . . el-Magàrha st,locality,st,128,497,250,27,1,,,,,I Fazàzna . . . . st. el-Magàrha st.
142,75,0,GÒTTA Oens. 1931 (0) 3 Tamzàua el-Fògha st,census_1931,st,,,,16,0,,,,,GÒTTA Oens. 1931 (0) 3 Tamzàua el-Fògha st.
142,75,0,,locality,,82,401,218,,1,,,,,
142,75,0,el-Ghèdia . st,locality,st,,,,6,0,,,,,el-Ghèdia . st.
142,75,0,EL-GÒLLA ~ E\sc-Sciòrfa st,locality,st,59,211,102,6,1,,,,,EL-GÒLLA ~ E\sc-Sciòrfa st.
142,75,0,i es-Sahca l ALTRI OENSITI. st,locality,st,32,109,48,32,1,,,,,i es-Sahca st. l ALTRI OENSITI. st.
142,75,0,el-GÒlla. Ulàd. Bu Sef st,locality,st,27,102,54,,1,,,,,el-GÒlla. Ulàd. Bu Sef st.
142,75,0,EZ-ZUÈIA,locality,,,,,160,0,ez- Zuèia,brach,Wadi al Shatii,LY0318,EZ-ZUÈIA
142,75,0,TARÙT. Oens. 1931 (.),census_1931,,112,402,178,90,1,,,,,TARÙT. Oens. 1931 (.)
142,75,0,Oens. 1931 (0) el-Magàrlia st,census_1931,st,108,396,185,57,1,,,,,Oens. 1931 (0) el-Magàrlia st.
142,75,0,el-Hasàuna Ulàd Brahim st,locality,st,84,309,131,23,1,,,,,el-Hasàuna st. Ulàd Brahim st.
142,75,0,Tarùt Fazàzna el-Maduia. st,locality,st,28,93,47,19,1,,,,,Tarùt Fazàzna st. el-Maduia. st.
142,75,0,et-Teiàb st,locality,st,,,,19,0,,,,,et-Teiàb st.
142,75,0,ED-DuÈSA Fazàzna Ulàd Abd «)r R ah,locality,st,43,140,78,,1,,,,,"ED-DuÈSA Fazàzna st. Ulàd Abd «)r:R:ah,."
142,75,0,"Oens. 1931 (') ~.ZoM"" màn at",census_1931,,30,109,60,13,1,,,,,"Oens. 1931 (') :: ~.ZoM"" màn at."
142,75,0,l/ ez-Zueiàt . lO EL-GÒRDA Ulàd Ali st,locality,st,173,658,331,7,1,,,,,l/ ez-Zueiàt . st. lO EL-GÒRDA Ulàd Ali st.
142,75,0,Oens. 1931 (.) ed -Dahailia . st,census_1931,st,111,425,216,2,1,,,,,Oens. 1931 (.) ed -Dahailia . st.
142,75,0,Ulàd Abd Allah. st,locality,st,,,,4,0,,,,,Ulàd Abd Allah. st.
142,75,0,l el-Hasàuna st,locality,st,132,500,241,,1,,,,,l el-Hasàuna st.
142,75,0,eI-Gòrda Fazàzna 4J \ ALTRI OENSITI. st,locality,st,,158,90,6,1,,,,,eI-Gòrda Fazàzna st. 4J \ ALTRI OENSITI. st.
142,75,0,"ZELUÀZ, GASR EL-SOENENÀT",locality,,,,,243,0,,,,,"ZELUÀZ, GASR EL-SOENENÀT"
142,75,0,Oens. 1931 (O),census_1931,,,,,153,0,,,,,Oens. 1931 (O)
142,75,0,Mudiria di Draoh (U àài esc-Smàti orientale) st,locality,st,1959,7803,3918,147,1,,,,,Mudiria di Draoh (U àài esc-Smàti orientale) st.
142,75,0,l t~ !e~i~~ st,locality,st,,,,27,0,,,,,l :t~:!e~i~~ st.
142,75,0,"Zeluàz, Gasr el-Scene- el Ghèdia . . st",locality,st,,,,35,0,,,,,"Zeluàz, Gasr el-Scene- el:Ghèdia . . st."
142,75,0,nàt . . . . . . . Àllet es-Sud st,locality,st,,,,12,0,,,,,nàt . . . . . . . Àllet es-Sud st.
142,75,0,BRAOH. Ibnà Ben Meschin . st,locality,st,316,1236,640,6,1,,,,,BRAOH. Ibnà Ben Meschin . st.
142,75,0,Oens. 1931 (') 1. qu,census_1931,,346,,778,,0,,,,,Oens. 1931 (') 1. qu
142,75,0,ALTRI OENSITI. st,locality,st,,,,16,0,,,,,ALTRI OENSITI. st.
142,75,0,QUARTIERI ez-Zàvia GHIRA,quarter,st,85,339,176,178,1,,,,,QUARTIERI: ez-Zàvia st. GHIRA.
142,75,0,eI-Gasr . l,locality,st,68,272,143,,1,,,,,eI-Gasr . st. l
142,75,0,el-Afia Ghira st,locality,st,58,200,118,36,1,,,,,el-Afia st. Ghira st.
142,75,0,eI-MsàUa 3 Ghira .1 st,locality,st,39,135,69,71,1,,,,,eI-MsàUa st. 3 Ghira .1 st.
142,75,0,el-Magàrha l sn,locality,sn,,,,71,0,,,,,el-Magàrha l sn.
142,75,0,ALTRI OENSITI. st,locality,st,66,290,134,,1,,,,,ALTRI OENSITI. st.
142,75,0,I DÈBOEB,locality,,,,649,35,0,,,,,I DÈBOEB
142,75,0,EL-MAHARÙGA Oens. i931 .( 0)/,census_1931,,350,1308,,19,1,,,,,EL-MAHARÙGA Oens. i931 .( 0)/
142,75,0,Oens. 1931 ('),census_1931,,297,1234,654,,1,,,,,Oens. 1931 (')
142,75,0,"lO Gimaila. - Dèbdeb,. el-Magàrha . . . sn",locality,st,57,213,96,14,1,,,,,"st. lO Gimaila. st. - Dèbdeb,. el-Magàrha . . . sn."
142,75,0,Heinida UlàdFadl st,locality,st,55,184,85,11,1,,,,,Heinida st. UlàdFadl st.
142,75,0,Mahamda . st,locality,st,24,106,52,,1,,,,,Mahamda . st.
142,75,0,el-Fògha st,locality,st,19,78,39,,1,,,,,el-Fògha st.
142,75,0,el-Hmedàt ESO'OffiDA,locality,st,12,43,23,48,1,,,,,el-Hmedàt st. ESO'OffiDA
142,75,0,"_h"" W.B~.I el-Baràgla . . . . Oens. 1931(°)",census_1931,st,,,20,41,0,,,,,"_h"" W.B~.I el-Baràgla . . . . st. Oens. 1931(°)"
142,75,0,,locality,,11,35,,,1,,,,,
142,75,0,el-Magàrhael-Ghèria Ulàd Fadl st,locality,sn,7,27,12,36,1,,,,,el-Magàrhael-Ghèria sn. Ulàd Fadl st.
142,75,0,el-Gbarin. . - Esc'chida. l ez-Zlùca st,locality,st,6,22,13,12,1,,,,,el-Gbarin. . st. - Esc'chida. l ez-Zlùca st.
142,75,0,Ulàd Bu Sei st,locality,st,6,21,12,,1,,,,,Ulàd Bu Sei st.
142,75,0,ALTRI OENSITI. - BRAOH-TRIBù NOMADI I el-Magàrha n,locality,st,13,41,26,138,1,,,,,ALTRI OENSITI. st. - BRAOH-TRIBù NOMADI I el-Magàrha n.
142,75,1,ij,locality,,,,,,0,,,,,ij
142,75,1,,locality,,108,49,,,0,,,,,
142,75,1,,locality,,96,50,,,0,,,,,
142,75,1,,locality,,85,37,,,0,,,,,
142,75,1,,locality,,79,39,,,0,,,,,
142,75,1,,locality,,73,40,,,0,,,,,
142,75,1,,locality,,48,26,,,0,,,,,
142,75,1,,locality,,22,16,,,0,,,,,
142,75,1,,locality,,15,7,,,0,,,,,
142,75,1,,locality,,12,7,,,0,,,,,
142,75,1,,locality,,477,250,7,,0,,,,,
142,75,1,,locality,,323,170,,,0,,,,,
142,75,1,,locality,,272,139,2,,0,,,,,
142,75,1,,locality,,112,63,4,,0,,,,,
142,75,1,,locality,,32,19,,,0,,,,,
142,75,1,,locality,,25,12,,,0,,,,,
142,75,1,,locality,,13,6,,,0,,,,,
142,75,1,,locality,,23,11,1,,0,,,,,
142,75,1,,locality,,408,210,1,,0,,,,,
