table_no,sheet,band,cell,text
46,9,2,0,اسم المحلات
46,9,2,1,الاخرى
46,9,3,0,Education
46,9,3,1,Health & social work
46,9,3,2,Social &Population related services
46,9,3,3,Personal & household services
46,9,4,0,ذكور male
46,9,4,1,إناث female
46,9,4,2,المجموع total
46,9,4,3,ذكور male
46,9,4,4,إناث female
46,9,4,5,المجموع total
46,9,4,6,ذكور male
46,9,4,7,إناث female
46,9,4,8,المجموع total
46,9,4,9,ذكور male
46,9,4,10,إناث female
46,9,4,11,المجموع total
46,10,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
46,10,1,0,المنظمات والهيئات الدولية والاقليمية والسفارات
46,10,1,1,انشطة غير مبينة وغير واضحة التوصيف
46,10,1,2,المتعطلون لم يسبق لهم العمل
46,10,1,3,المجموع الكلي
46,10,2,0,اسم المحلات
46,10,2,1,والقنصليات الاجنبية
46,10,3,0,Forign Orginizations
46,10,3,1,Activities not adequately defined
46,10,3,2,Seeking work for first time
46,10,3,3,Grand total
46,10,4,0,ذكور male
46,10,4,1,إناث female
46,10,4,2,المجموع total
46,10,4,3,ذكور male
46,10,4,4,إناث female
46,10,4,5,المجموع total
46,10,4,6,ذكور male
46,10,4,7,إناث female
46,10,4,8,المجموع total
46,10,4,9,ذكور male
46,10,4,10,إناث female
46,10,4,11,المجموع total
46,11,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
46,11,1,0,الزراعة والصيد
46,11,1,1,صيد الاسماك
46,11,1,2,التعدين وإستغلال المحاجر ) ويشمل إستخراج النفط
46,11,1,3,الصناعات التحويلية
46,11,2,0,اسم المحلات
46,11,2,1,والغاز (
46,11,3,0,Agriculture & Hunting
46,11,3,1,Fishing
46,11,3,2,Mining & Quarrying
46,11,3,3,Manufacturing
46,11,4,0,ذكور male
46,11,4,1,إناث female
46,11,4,2,المجموع total
46,11,4,3,ذكور male
46,11,4,4,إناث female
46,11,4,5,المجموع total
46,11,4,6,ذكور male
46,11,4,7,إناث female
46,11,4,8,المجموع total
46,11,4,9,ذكور male
46,11,4,10,إناث female
46,11,4,11,المجموع total
46,12,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
46,12,1,0,تجارة الجملة والتجزئة واصلاح المركبات ذات
46,12,2,0,اسم المحلات
46,12,2,1,الكهرباء والغاز والمياه
46,12,2,2,التشييد والبناء
46,12,2,3,المحركات والدرجات النارية والسلع الشخصية
46,12,2,4,الفنادق والمطاعم والمقاهي
46,12,3,0,والمنزلية
46,12,4,0,"Electrcity, Gas & Water"
46,12,4,1,Construction
46,12,4,2,Wholesale & retail trade
46,12,4,3,Hotels & restaurants
46,12,5,0,ذكور male
46,12,5,1,إناث female
46,12,5,2,المجموع total
46,12,5,3,ذكور male
46,12,5,4,إناث female
46,12,5,5,المجموع total
46,12,5,6,ذكور male
46,12,5,7,إناث female
46,12,5,8,المجموع total
46,12,5,9,ذكور male
46,12,5,10,إناث female
46,12,5,11,المجموع total
46,13,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
46,13,1,0,النقل والتخزين والمواصلات
46,13,1,1,الوساطة المالية
46,13,1,2,أنشطة العقارات
46,13,1,3,الادارة العامة والدفاع والضمان الاجتماعي الاجباري
46,13,2,0,اسم المحلات
46,13,2,1,"& Transport, communication"
46,13,2,2,Administration of the state & other
46,13,3,0,storage
46,13,3,1,Financil coordinating
46,13,3,2,real estate Activities
46,13,3,3,services
46,13,4,0,ذكور male
46,13,4,1,إناث female
46,13,4,2,المجموع total
46,13,4,3,ذكور male
46,13,4,4,إناث female
46,13,4,5,المجموع total
46,13,4,6,ذكور male
46,13,4,7,إناث female
46,13,4,8,المجموع total
46,13,4,9,ذكور male
46,13,4,10,إناث female
46,13,4,11,المجموع total
46,14,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
46,14,1,0,التعليم
46,14,1,1,الصحة والعمل الاجتماعي
46,14,1,2,خدمات المجتمع والخدمات الاجتماعية والشخصية
46,14,1,3,خدمات افراد الخدمة المنزلية الخاصة بالأسر
46,14,2,0,اسم المحلات
46,14,2,1,الاخرى
46,14,3,0,Education
46,14,3,1,Health & social work
46,14,3,2,Social &Population related services
46,14,3,3,Personal & household services
46,14,4,0,ذكور male
46,14,4,1,إناث female
46,14,4,2,المجموع total
46,14,4,3,ذكور male
46,14,4,4,إناث female
46,14,4,5,المجموع total
46,14,4,6,ذكور male
46,14,4,7,إناث female
46,14,4,8,المجموع total
46,14,4,9,ذكور male
46,14,4,10,إناث female
46,14,4,11,المجموع total
46,15,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
46,15,1,0,المنظمات والهيئات الدولية والاقليمية والسفارات
46,15,1,1,انشطة غير مبينة وغير واضحة التوصيف
46,15,1,2,المتعطلون لم يسبق لهم العمل
46,15,1,3,المجموع الكلي
46,15,2,0,اسم المحلات
46,15,2,1,والقنصليات الاجنبية
46,15,3,0,Forign Orginizations
46,15,3,1,Activities not adequately defined
46,15,3,2,Seeking work for first time
46,15,3,3,Grand total
46,15,4,0,ذكور male
46,15,4,1,إناث female
46,15,4,2,المجموع total
46,15,4,3,ذكور male
46,15,4,4,إناث female
46,15,4,5,المجموع total
46,15,4,6,ذكور male
46,15,4,7,إناث female
46,15,4,8,المجموع total
46,15,4,9,ذكور male
46,15,4,10,إناث female
46,15,4,11,المجموع total
47,1,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,1,1,0,اسم المحلات
47,1,1,1,الزراعة والصيد
47,1,1,2,صيد الاسماك
47,1,1,3,التعدين وإستغلال المحاجر
47,1,1,4,)
47,1,1,5,الصناعات التحويلية
47,1,2,0,Agriculture & Hunting
47,1,2,1,Fishing
47,1,2,2,& Mining
47,1,2,3,Manufacturing
47,1,3,0,ذكور male
47,1,3,1,إناث female
47,1,3,2,المجموع total
47,1,3,3,ذكور male
47,1,3,4,إناث female
47,1,3,5,المجموع total
47,1,3,6,ذكور male
47,1,3,7,إناث female
47,1,3,8,المجموع total
47,1,3,9,ذكور male
47,1,3,10,إناث female
47,1,3,11,المجموع total
47,2,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,2,1,0,اسم المحلات
47,2,1,1,الكهرباء والغاز والمياه
47,2,1,2,التشييد والبناء
47,2,1,3,تجارة الجملة والتجزئة واصلاح المركبات ذات المحركات
47,2,1,4,الفنادق والمطاعم والمقاهي
47,2,2,0,"Electrcity, Gas & Water"
47,2,2,1,Construction
47,2,2,2,Wh olesale & re tail t rade
47,2,2,3,Hotels & restaurants
47,2,3,0,ذكور male
47,2,3,1,إناث female
47,2,3,2,المجموع total
47,2,3,3,ذكور male
47,2,3,4,إناث female
47,2,3,5,المجموع total
47,2,3,6,ذكور male
47,2,3,7,إناث female
47,2,3,8,المجموع total
47,2,3,9,ذكور male
47,2,3,10,إناث female
47,2,3,11,المجموع total
47,3,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,3,1,0,اسم المحلات
47,3,1,1,النقل والتخزين والمواصلات
47,3,1,2,الوساطة المالية
47,3,1,3,أنشطة العقارات
47,3,1,4,الادارة العامة والدفاع والضمان الاجتماعي الاجباري
47,3,2,0,"Transport, communication & storage"
47,3,2,1,Financil coordinating
47,3,2,2,real estate Activities
47,3,2,3,Administration of the state & other
47,3,3,0,ذكور male
47,3,3,1,إناث female
47,3,3,2,المجموع total
47,3,3,3,ذكور male
47,3,3,4,إناث female
47,3,3,5,المجموع total
47,3,3,6,ذكور male
47,3,3,7,إناث female
47,3,3,8,المجموع total
47,3,3,9,ذكور male
47,3,3,10,إناث female
47,3,3,11,المجموع total
47,4,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,4,1,0,اسم المحلات
47,4,1,1,التعليم
47,4,1,2,الصحة والعمل الاجتماعي
47,4,1,3,خدمات المجتمع والخدمات الاجتماعية والشخصية الاخرى
47,4,1,4,خدمات افراد الخدمة المنزلية الخاصة بالأسر
47,4,2,0,Education
47,4,2,1,Health & social work
47,4,2,2,Social &Population related services
47,4,2,3,Personal & household services
47,4,3,0,ذكور male
47,4,3,1,إناث female
47,4,3,2,المجموع total
47,4,3,3,ذكور male
47,4,3,4,إناث female
47,4,3,5,المجموع total
47,4,3,6,ذكور male
47,4,3,7,إناث female
47,4,3,8,المجموع total
47,4,3,9,ذكور male
47,4,3,10,إناث female
47,4,3,11,المجموع total
47,5,0,0,أقسام النشاط
47,5,1,0,اسم المحلات
47,5,1,1,المنظمات
47,5,1,2,انشطة غير مبينة
47,5,1,3,المتعطلون لم يسبق لهم العمل
47,5,1,4,المجموع الكلي
47,5,2,0,Forign Orginizatio ns
47,5,2,1,Activities not adequately define d
47,5,2,2,Seeking work for first time
47,5,2,3,Grand total
47,5,3,0,ذكور male
47,5,3,1,إناث female
47,5,3,2,المجموع total
47,5,3,3,ذكور male
47,5,3,4,إناث female
47,5,3,5,المجموع total
47,5,3,6,ذكور male
47,5,3,7,إناث female
47,5,3,8,المجموع total
47,5,3,9,ذكور male
47,5,3,10,إناث female
47,5,3,11,المجموع total
47,6,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,6,1,0,الزراعة والصيد
47,6,1,1,صيد الاسماك
47,6,1,2,التعدين وإستغلال المحاجر ) ويشمل إستخراج النفط
47,6,1,3,الصناعات التحويلية
47,6,2,0,اسم المحلات
47,6,2,1,والغاز (
47,6,3,0,Agriculture & Hunting
47,6,3,1,Fishing
47,6,3,2,Mining & Quarrying
47,6,3,3,Manufacturing
47,6,4,0,ذكور male
47,6,4,1,إناث female
47,6,4,2,المجموع total
47,6,4,3,ذكور male
47,6,4,4,إناث female
47,6,4,5,المجموع total
47,6,4,6,ذكور male
47,6,4,7,إناث female
47,6,4,8,المجموع total
47,6,4,9,ذكور male
47,6,4,10,إناث female
47,6,4,11,المجموع total
47,7,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,7,1,0,الكهرباء والغاز والمياه
47,7,1,1,التشييد والبناء
47,7,1,2,تجارة الجملة والتجزئة واصلاح المركبات ذات
47,7,1,3,الفنادق والمطاعم والمقاهي
47,7,2,0,اسم المحلات
47,7,2,1,المحركات والدرجات النارية والسلع الشخصية والمنزلية
47,7,3,0,"Electrcity, Gas & Water"
47,7,3,1,Construction
47,7,3,2,Wholesale & retail trade
47,7,3,3,Hotels & restaurants
47,7,4,0,ذكور male
47,7,4,1,إناث female
47,7,4,2,المجموع total
47,7,4,3,ذكور male
47,7,4,4,إناث female
47,7,4,5,المجموع total
47,7,4,6,ذكور male
47,7,4,7,إناث female
47,7,4,8,المجموع total
47,7,4,9,ذكور male
47,7,4,10,إناث female
47,7,4,11,المجموع total
47,8,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,8,1,0,النقل والتخزين والمواصلات
47,8,1,1,الوساطة المالية
47,8,1,2,أنشطة العقارات
47,8,1,3,الادارة العامة والدفاع والضمان الاجتماعي الاجباري
47,8,2,0,اسم المحلات
47,8,2,1,Administration of the state & other
47,8,3,0,"Transport, communication & storage"
47,8,3,1,Financil coordinating
47,8,3,2,real estate Activities
47,8,3,3,services
47,8,4,0,ذكور male
47,8,4,1,إناث female
47,8,4,2,المجموع total
47,8,4,3,ذكور male
47,8,4,4,إناث female
47,8,4,5,المجموع total
47,8,4,6,ذكور male
47,8,4,7,إناث female
47,8,4,8,المجموع total
47,8,4,9,ذكور male
47,8,4,10,إناث female
47,8,4,11,المجموع total
47,9,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,9,1,0,التعليم
47,9,1,1,الصحة والعمل الاجتماعي
47,9,1,2,خدمات المجتمع والخدمات الاجتماعية والشخصية
47,9,1,3,خدمات افراد الخدمة المنزلية الخاصة بالأسر
47,9,2,0,اسم المحلات
47,9,2,1,الاخرى
47,9,3,0,Education
47,9,3,1,Health & social work
47,9,3,2,Social &Population related services
47,9,3,3,Personal & household services
47,9,4,0,ذكور male
47,9,4,1,إناث female
47,9,4,2,المجموع total
47,9,4,3,ذكور male
47,9,4,4,إناث female
47,9,4,5,المجموع total
47,9,4,6,ذكور male
47,9,4,7,إناث female
47,9,4,8,المجموع total
47,9,4,9,ذكور male
47,9,4,10,إناث female
47,9,4,11,المجموع total
47,10,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,10,1,0,المنظمات والهيئات الدولية والاقليمية والسفارات
47,10,1,1,انشطة غير مبينة وغير واضحة التوصيف
47,10,1,2,المتعطلون لم يسبق لهم العمل
47,10,1,3,المجموع الكلي
47,10,2,0,اسم المحلات
47,10,2,1,والقنصليات الاجنبية
47,10,3,0,Forign Orginizations
47,10,3,1,Activities not adequately defined
47,10,3,2,Seeking work for first time
47,10,3,3,Grand total
47,10,4,0,ذكور male
47,10,4,1,إناث female
47,10,4,2,المجموع total
47,10,4,3,ذكور male
47,10,4,4,إناث female
47,10,4,5,المجموع total
47,10,4,6,ذكور male
47,10,4,7,إناث female
47,10,4,8,المجموع total
47,10,4,9,ذكور male
47,10,4,10,إناث female
47,10,4,11,المجموع total
47,12,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,12,1,0,الكهرباء والغاز والمياه
47,12,1,1,التشييد والبناء
47,12,1,2,تجارة الجملة والتجزئة واصلاح المركبات ذات
47,12,1,3,الفنادق والمطاعم والمقاهي
47,12,2,0,اسم المحلات
47,12,2,1,المحركات والدرجات النارية والسلع الشخصية والمنزلية
47,12,3,0,"Electrcity, Gas & Water"
47,12,3,1,Construction
47,12,3,2,Wholesale & retail trade
47,12,3,3,Hotels & restaurants
47,12,4,0,ذكور male
47,12,4,1,إناث female
47,12,4,2,المجموع total
47,12,4,3,ذكور male
47,12,4,4,إناث female
47,12,4,5,المجموع total
47,12,4,6,ذكور male
47,12,4,7,إناث female
47,12,4,8,المجموع total
47,12,4,9,ذكور male
47,12,4,10,إناث female
47,12,4,11,المجموع total
47,13,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,13,1,0,النقل والتخزين والمواصلات
47,13,1,1,الوساطة المالية
47,13,1,2,أنشطة العقارات
47,13,1,3,الادارة العامة والدفاع والضمان الاجتماعي الاجباري
47,13,2,0,اسم المحلات
47,13,2,1,Administration of the state & other
47,13,3,0,"Transport, communication & storage"
47,13,3,1,Financil coordinating
47,13,3,2,real estate Activities
47,13,3,3,services
47,13,4,0,ذكور male
47,13,4,1,إناث female
47,13,4,2,المجموع total
47,13,4,3,ذكور male
47,13,4,4,إناث female
47,13,4,5,المجموع total
47,13,4,6,ذكور male
47,13,4,7,إناث female
47,13,4,8,المجموع total
47,13,4,9,ذكور male
47,13,4,10,إناث female
47,13,4,11,المجموع total
47,14,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,14,1,0,التعليم
47,14,1,1,الصحة والعمل الاجتماعي
47,14,1,2,خدمات المجتمع والخدمات الاجتماعية والشخصية
47,14,1,3,خدمات افراد الخدمة المنزلية الخاصة بالأسر
47,14,2,0,اسم المحلات
47,14,2,1,الاخرى
47,14,3,0,Education
47,14,3,1,Health & social work
47,14,3,2,Social &Population related services
47,14,3,3,Personal & household services
47,14,4,0,ذكور male
47,14,4,1,إناث female
47,14,4,2,المجموع total
47,14,4,3,ذكور male
47,14,4,4,إناث female
47,14,4,5,المجموع total
47,14,4,6,ذكور male
47,14,4,7,إناث female
47,14,4,8,المجموع total
47,14,4,9,ذكور male
47,14,4,10,إناث female
47,14,4,11,المجموع total
47,15,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
47,15,1,0,المنظمات والهيئات الدولية والاقليمية والسفارات
47,15,1,1,انشطة غير مبينة وغير واضحة التوصيف
47,15,1,2,المتعطلون لم يسبق لهم العمل
47,15,1,3,المجموع الكلي
47,15,2,0,اسم المحلات
47,15,2,1,والقنصليات الاجنبية
47,15,3,0,Forign Orginizations
47,15,3,1,Activities not adequately defined
47,15,3,2,Seeking work for first time
47,15,3,3,Grand total
47,15,4,0,ذكور male
47,15,4,1,إناث female
47,15,4,2,المجموع total
47,15,4,3,ذكور male
47,15,4,4,إناث female
47,15,4,5,المجموع total
47,15,4,6,ذكور male
47,15,4,7,إناث female
47,15,4,8,المجموع total
47,15,4,9,ذكور male
47,15,4,10,إناث female
47,15,4,11,المجموع total
48,1,0,0,ليبيون Libyan
48,1,0,1,غير ليبيين Non-Libyan
48,1,0,2,المجموع الكلي Grand total
48,1,1,0,أبواب وأقسام النشاط الإقتصادي
48,1,1,1,ذكور male إناث female مجموع Total ذكور male إناث female مجموع Total
48,1,1,2,ذكور male إناث female
48,1,1,3,مجموع Total
48,1,1,4,Division & Sections Economic Activity
48,2,0,0,ليبيون Libyan
48,2,0,1,غير ليبيين Non-Libyan
48,2,0,2,المجموع الكلي Grand total
48,2,1,0,أبواب وأقسام النشاط الإقتصادي
48,2,1,1,Division & Sections Economic Activity
48,2,2,0,ذكور male إناث female مجموع Total ذكور male إناث female مجموع Total
48,2,2,1,ذكور male إناث female
48,2,2,2,مجموع Total
48,3,0,0,ليبيون Libyan
48,3,0,1,غير ليبيين Non-Libyan
48,3,0,2,المجموع الكلي Grand total
48,3,1,0,أبواب وأقسام النشاط الإقتصادي
48,3,1,1,ذكور male إناث female مجموع Total ذكور male إناث female مجموع Total
48,3,1,2,ذكور male إناث female
48,3,1,3,مجموع Total
48,3,1,4,Division & Sections Economic Activity
49,1,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
49,1,1,0,فئات العمر
49,1,2,0,الزراعة والصيد
49,1,2,1,صيد الاسماك
49,1,2,2,التعدين وإستغلال المحاجر ) ويشمل إستخراج النفط والغاز (
49,1,2,3,الصناعات التحويلية
49,1,3,0,Agriculture & Hunting
49,1,3,1,Fishing
49,1,3,2,Mining & Quarrying
49,1,3,3,Manufacturing
49,1,4,0,Age Group
49,1,4,1,المجموع
49,1,4,2,المجموع
49,1,5,0,ذكور male إناث female
49,1,5,1,total
49,1,5,2,ذكور male إناث female
49,1,5,3,total
49,1,5,4,ذكور male
49,1,5,5,إناث female
49,1,5,6,المجموع total
49,1,5,7,ذكور male إناث female
49,1,5,8,المجموع total
49,2,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
49,2,1,0,فئات العمر
49,2,1,1,تجارة الجملة والتجزئة والخدمات المتعلقة بها وخدمات المطاعم
49,2,2,0,الكهرباء والغاز والمياه
49,2,2,1,التشييد والبناء
49,2,2,2,والمقاهي والفنادق
49,2,2,3,الفنادق والمطاعم والمقاهي
49,2,3,0,"Electrcity, Gas & Water"
49,2,3,1,Construction
49,2,3,2,Wholesale & retail trade
49,2,3,3,Hotels & restaurants
49,2,4,0,Age Group
49,2,4,1,ذكور male إناث female
49,2,4,2,المجموع
49,2,4,3,ذكور male إناث female
49,2,4,4,المجموع
49,2,4,5,ذكور male
49,2,4,6,إناث female
49,2,4,7,المجموع total
49,2,4,8,ذكور male إناث female
49,2,4,9,المجموع total
49,2,5,0,total
49,2,5,1,total
49,3,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
49,3,1,0,فئات العمر
49,3,2,0,النقل والتخزين والمواصلات
49,3,2,1,الوساطة المالية
49,3,2,2,أنشطة العقارات
49,3,2,3,الادارة العامة والدفاع والضمان الاجتماعي الاجباري
49,3,3,0,"& Transport, communication"
49,3,3,1,Financil coordinating
49,3,3,2,real estate Activities
49,3,3,3,Administration of the state & other
49,3,4,0,Age Group
49,3,4,1,storage
49,3,4,2,services
49,3,5,0,ذكور male إناث female
49,3,5,1,المجموع
49,3,5,2,ذكور male إناث female
49,3,5,3,المجموع
49,3,5,4,ذكور male
49,3,5,5,إناث female
49,3,5,6,المجموع total
49,3,5,7,ذكور male إناث female
49,3,5,8,المجموع total
49,3,6,0,total
49,3,6,1,total
49,4,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
49,4,1,0,فئات العمر
49,4,2,0,التعليم
49,4,2,1,الصحة والعمل الاجتماعي
49,4,2,2,خدمات المجتمع والخدمات الاجتماعية والشخصية الاخرى
49,4,2,3,خدمات افراد الخدمة المنزلية الخاصة بالأسر
49,4,3,0,Education
49,4,3,1,Health & social work
49,4,3,2,Social &Population related services
49,4,3,3,Personal & household services
49,4,4,0,Age Group
49,4,4,1,ذكور male إناث female
49,4,4,2,المجموع
49,4,4,3,ذكور male إناث female
49,4,4,4,المجموع
49,4,4,5,ذكور male
49,4,4,6,إناث female
49,4,4,7,المجموع total
49,4,4,8,ذكور male إناث female
49,4,4,9,المجموع total
49,4,5,0,total
49,4,5,1,total
49,5,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
49,5,1,0,فئات العمر
49,5,1,1,المنظمات والهيئات الدولية والاقليمية
49,5,2,0,والسفارات والقنصليات الاجنبية
49,5,2,1,انشطة غير مبينة وغير واضحة التوصيف
49,5,2,2,المتعطلون لم يسبق لهم العمل
49,5,2,3,المجموع الكلي
49,5,3,0,Forign Orginizations
49,5,3,1,Activities not adequately defined
49,5,3,2,Seeking work for first time
49,5,3,3,Grand total
49,5,4,0,Age Group
49,5,5,0,ذكور male إناث female
49,5,5,1,المجموع
49,5,5,2,ذكور male إناث female
49,5,5,3,المجموع
49,5,5,4,ذكور male
49,5,5,5,إناث female
49,5,5,6,المجموع total
49,5,5,7,ذكور male إناث female
49,5,5,8,المجموع total
49,5,6,0,total
49,5,6,1,total
50,1,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
50,1,1,0,فئات العمر
50,1,2,0,الزراعة والصيد
50,1,2,1,صيد الاسماك
50,1,2,2,التعدين وإستغلال المحاجر ) ويشمل إستخراج النفط والغاز (
50,1,2,3,الصناعات التحويلية
50,1,3,0,Agriculture & Hunting
50,1,3,1,Fishing
50,1,3,2,Mining & Quarrying
50,1,3,3,Manufacturing
50,1,4,0,Age Group
50,1,4,1,ذكور male إناث female
50,1,4,2,المجموع
50,1,4,3,ذكور male إناث female
50,1,4,4,المجموع
50,1,4,5,ذكور male
50,1,4,6,إناث female
50,1,4,7,المجموع total
50,1,4,8,ذكور male إناث female
50,1,4,9,المجموع total
50,1,5,0,total
50,1,5,1,total
50,2,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
50,2,1,0,فئات العمر
50,2,1,1,تجارة الجملة والتجزئة والخدمات المتعلقة بها وخدمات المطاعم
50,2,2,0,الكهرباء والغاز والمياه
50,2,2,1,التشييد والبناء
50,2,2,2,والمقاهي والفنادق
50,2,2,3,الفنادق والمطاعم والمقاهي
50,2,3,0,"Electrcity, Gas & Water"
50,2,3,1,Construction
50,2,3,2,Wholesale & retail trade
50,2,3,3,Hotels & restaurants
50,2,4,0,Age Group
50,2,4,1,ذكور male إناث female
50,2,4,2,المجموع
50,2,4,3,ذكور male إناث female
50,2,4,4,المجموع
50,2,4,5,ذكور male
50,2,4,6,إناث female
50,2,4,7,المجموع total
50,2,4,8,ذكور male إناث female
50,2,4,9,المجموع total
50,2,5,0,total
50,2,5,1,total
50,3,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
50,3,1,0,فئات العمر
50,3,2,0,النقل والتخزين والمواصلات
50,3,2,1,الوساطة المالية
50,3,2,2,أنشطة العقارات
50,3,2,3,الادارة العامة والدفاع والضمان الاجتماعي الاجباري
50,3,3,0,"& Transport, communication"
50,3,3,1,Financil coordinating
50,3,3,2,real estate Activities
50,3,3,3,Administration of the state & other
50,3,4,0,Age Group
50,3,4,1,storage
50,3,4,2,services
50,3,5,0,ذكور male إناث female
50,3,5,1,المجموع
50,3,5,2,ذكور male إناث female
50,3,5,3,المجموع
50,3,5,4,ذكور male
50,3,5,5,إناث female
50,3,5,6,المجموع total
50,3,5,7,ذكور male إناث female
50,3,5,8,المجموع total
50,3,6,0,total
50,3,6,1,total
50,4,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
50,4,1,0,فئات العمر
50,4,2,0,التعليم
50,4,2,1,الصحة والعمل الاجتماعي
50,4,2,2,خدمات المجتمع والخدمات الاجتماعية والشخصية الاخرى
50,4,2,3,خدمات افراد الخدمة المنزلية الخاصة بالأسر
50,4,3,0,Education
50,4,3,1,Health & social work
50,4,3,2,Social &Population related services
50,4,3,3,Personal & household services
50,4,4,0,Age Group
50,4,5,0,ذكور male إناث female
50,4,5,1,المجموع
50,4,5,2,ذكور male إناث female
50,4,5,3,المجموع
50,4,5,4,ذكور male
50,4,5,5,إناث female
50,4,5,6,المجموع total
50,4,5,7,ذكور male إناث female
50,4,5,8,المجموع total
50,4,6,0,total
50,4,6,1,total
50,5,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
50,5,1,0,فئات العمر
50,5,1,1,المنظمات والهيئات الدولية والاقليمية
50,5,2,0,والسفارات والقنصليات الاجنبية
50,5,2,1,انشطة غير مبينة وغير واضحة التوصيف
50,5,2,2,المتعطلون لم يسبق لهم العمل
50,5,2,3,المجموع الكلي
50,5,3,0,Forign Orginizations
50,5,3,1,Activities not adequately defined
50,5,3,2,Seeking work for first time
50,5,3,3,Grand total
50,5,4,0,Age Group
50,5,4,1,المجموع
50,5,4,2,المجموع
50,5,5,0,ذكور male إناث female
50,5,5,1,total
50,5,5,2,ذكور male إناث female
50,5,5,3,total
50,5,5,4,ذكور male
50,5,5,5,إناث female
50,5,5,6,المجموع total
50,5,5,7,ذكور male إناث female
50,5,5,8,المجموع total
51,1,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
51,1,1,0,الزراعة والصيد
51,1,1,1,صيد الاسماك
51,1,1,2,التعدين وإستغلال المحاجر
51,1,1,3,الصناعات التحويلية
51,1,2,0,الحالة التعليمية
51,1,2,1,) ويشمل إستخراج النفط والغاز (
51,1,2,2,Educational Status
51,1,3,0,Agriculture & Hunting
51,1,3,1,Fishing
51,1,3,2,Mining & Quarrying
51,1,3,3,Manufacturing
51,1,4,0,ذكور
51,1,4,1,إناث
51,1,4,2,المجموع
51,1,4,3,ذكور
51,1,4,4,إناث
51,1,4,5,المجموع
51,1,4,6,ذكور
51,1,4,7,إناث
51,1,4,8,المجموع
51,1,4,9,ذكور
51,1,4,10,إناث
51,1,4,11,المجموع
51,1,5,0,male
51,1,5,1,female
51,1,5,2,total
51,1,5,3,male
51,1,5,4,female
51,1,5,5,total
51,1,5,6,male
51,1,5,7,female
51,1,5,8,total
51,1,5,9,male
51,1,5,10,female
51,1,5,11,total
51,2,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
51,2,1,0,تجارة الجملة والتجزئة واصلاح المركبات
51,2,2,0,الكهرباء والغاز والمياه
51,2,2,1,التشييد والبناء
51,2,2,2,دات المحركات والدرجات النارية والسلع
51,2,2,3,الفنادق والمطاعم والمقاهي
51,2,3,0,الحالة التعليمية
51,2,3,1,الشخصية والمنزلية
51,2,3,2,Educational Status
51,2,4,0,"Electrcity, Gas & Water"
51,2,4,1,Construction
51,2,4,2,Wholesale & retail trade
51,2,4,3,Hotels & restaurants
51,2,5,0,ذكور
51,2,5,1,إناث
51,2,5,2,المجموع
51,2,5,3,ذكور
51,2,5,4,إناث
51,2,5,5,المجموع
51,2,5,6,ذكور
51,2,5,7,إناث
51,2,5,8,المجموع
51,2,5,9,ذكور
51,2,5,10,إناث
51,2,5,11,المجموع
51,2,6,0,male
51,2,6,1,female
51,2,6,2,total
51,2,6,3,male
51,2,6,4,female
51,2,6,5,total
51,2,6,6,male
51,2,6,7,female
51,2,6,8,total
51,2,6,9,male
51,2,6,10,female
51,2,6,11,total
51,3,0,0,أقسام النشاط الإقتصادي Division of Economic Activity
51,3,1,0,النقل والتخزين والمواصلات
51,3,1,1,الوساطة المالية
51,3,1,2,أنشطة العقارات
51,3,1,3,الادارة العامة والدفاع والضمان
51,3,2,0,الاجتماعي الاجباري
51,3,3,0,الحالة التعليمية
51,3,3,1,"Transport, communication"
51,3,3,2,Financial Coordinating
51,3,3,3,Real estate activities
51,3,3,4,Administration of the state
51,3,3,5,Educational Status
51,3,4,0,storage &
51,3,4,1,other services &
