table_no,sheet,band,cell,text
17,3,2,1,إناث female
17,3,2,2,مجموع total
17,3,2,3,ذكور male
17,3,2,4,إناث female
17,3,2,5,مجموع total
17,3,2,6,ذكور male
17,3,2,7,إناث female
17,3,2,8,مجموع total
17,4,0,0,الحالة التعليمية Educational Status
17,4,1,0,اسم المحلة
17,4,1,1,دكتوراة doctorate PH.D
17,4,1,2,غير ذلك Others
17,4,1,3,غير مبين unspecified
17,4,1,4,المجموع Total
17,4,2,0,ذكور male
17,4,2,1,إناث female
17,4,2,2,مجموع total
17,4,2,3,ذكور male
17,4,2,4,إناث female
17,4,2,5,مجموع total
17,4,2,6,ذكور male
17,4,2,7,إناث female
17,4,2,8,مجموع total
17,4,2,9,ذكور
17,4,2,10,male
17,4,2,11,إناث female
17,4,2,12,مجموع total
18,1,0,0,الحالة التعليمية Educational Status
18,1,1,0,اسم المحلة
18,1,1,1,أمي illiterate
18,1,1,2,دون الإبتدائية read & write
18,1,1,3,الشهادة الإبتدائية أو ما يعادلها Elmentary
18,1,2,0,ذكور male
18,1,2,1,إناث female
18,1,2,2,مجموع total
18,1,2,3,ذكور male
18,1,2,4,إناث female
18,1,2,5,مجموع total
18,1,2,6,ذكور male
18,1,2,7,إناث female
18,1,2,8,مجموع total
18,2,0,0,الحالة التعليمية Educational Status
18,2,1,0,اسم المحلة
18,2,1,1,الشهادة الاعدادية أو ما يعادلها preparatory
18,2,1,2,الشهادة الثانوية أو ما يعادلها secondary
18,2,1,3,شهادة فوق الثانوية ودون الجامعية intermediate diploma
18,2,2,0,ذكور male
18,2,2,1,إناث female
18,2,2,2,مجموع total
18,2,2,3,ذكور male
18,2,2,4,إناث female
18,2,2,5,مجموع total
18,2,2,6,ذكور male
18,2,2,7,إناث female
18,2,2,8,مجموع total
18,3,0,0,الحالة التعليمية Educational Status
18,3,1,0,اسم المحلة
18,3,1,1,مرحلة التعليم الجامعي bachelor cert
18,3,1,2,دبلوم دراسات عليا post graduate diploma
18,3,1,3,ماجستير master's degree
18,3,2,0,ذكور male
18,3,2,1,إناث female
18,3,2,2,مجموع total
18,3,2,3,ذكور male
18,3,2,4,إناث female
18,3,2,5,مجموع total
18,3,2,6,ذكور male
18,3,2,7,إناث female
18,3,2,8,مجموع total
18,4,0,0,الحالة التعليمية Educational Status
18,4,1,0,اسم المحلة
18,4,1,1,دكتوراة doctorate PH.D
18,4,1,2,غير ذلك Others
18,4,1,3,غير مبين unspecified
18,4,1,4,المجموع Total
18,4,2,0,ذكور male
18,4,2,1,إناث female
18,4,2,2,مجموع total
18,4,2,3,ذكور male
18,4,2,4,إناث female
18,4,2,5,مجموع total
18,4,2,6,ذكور male
18,4,2,7,إناث female
18,4,2,8,مجموع total
18,4,2,9,ذكور male
18,4,2,10,إناث female
18,4,2,11,مجموع total
19,1,0,0,الحالة التعليمية
19,1,0,1,نوع التجمع
19,1,0,2,ليبيون libyan
19,1,0,3,غير ليبيين Non-libyan
19,1,0,4,المجموع Total
19,1,0,5,Urban/Rur
19,1,0,6,Educational Status
19,1,1,0,السكاني
19,1,1,1,ذكور male
19,1,1,2,إناث femal
19,1,1,3,مجموع total
19,1,1,4,ذكور male
19,1,1,5,إناث femal
19,1,1,6,مجموع total
19,1,1,7,ذكور male
19,1,1,8,إناث femal
19,1,1,9,مجموع total
19,1,1,10,a
20,1,0,0,فئات العمر Age Groups
20,1,1,0,الحالة التعليمية
20,1,1,1,الجنس
20,1,1,2,غ ي ر مب ي ن
20,1,1,3,Sex
20,1,1,4,Educationl
20,1,2,0,المجموع
20,1,2,1,Status
20,1,3,0,10 ـ 14
20,1,3,1,15 ـ 19
20,1,3,2,20 ـ 24
20,1,3,3,25 ـ 29
20,1,3,4,30 ـ 34
20,1,3,5,35 ـ 39
20,1,3,6,40 ـ 44
20,1,3,7,45 ـ 49
20,1,3,8,50 ـ 54
20,1,3,9,55 ـ 59
20,1,3,10,60+
20,1,3,11,un s p e c i fie
20,1,3,12,total
20,1,4,0,d
20,2,0,0,فئات العمر Age Groups
20,2,1,0,الحالة التعليمية
20,2,1,1,الجنس
20,2,1,2,Sex
20,2,1,3,Educationl
20,2,2,0,غير مبين
20,2,2,1,المجموع
20,2,2,2,Status
20,2,3,0,10 ـ 14
20,2,3,1,15 ـ 19
20,2,3,2,20 ـ 24
20,2,3,3,25 ـ 29
20,2,3,4,30 ـ 34
20,2,3,5,35 ـ 39
20,2,3,6,40 ـ 44
20,2,3,7,45 ـ 49
20,2,3,8,50 ـ 54
20,2,3,9,55 ـ 59
20,2,3,10,60+
20,2,3,11,unspecifie
20,2,3,12,total
20,2,4,0,d
21,1,0,0,الحالة الزواجيـــــــــــــــة Martial Status
21,1,1,0,اسم المحلة
21,1,1,1,لم يسبق له أو لها الزواج Never married
21,1,1,2,متزوج أو متزوجة Married
21,1,1,3,مطلق أو مطلقة Divorced
21,1,2,0,ذكور male
21,1,2,1,إناث female
21,1,2,2,المجموع Total
21,1,2,3,ذكور male
21,1,2,4,إناث female
21,1,2,5,المجموع Total
21,1,2,6,ذكور male
21,1,2,7,إناث female
21,1,2,8,المجموع Total
21,2,0,0,الحالة الزواجيـــــــــــــــة Martial Status
21,2,1,0,اسم المحلة
21,2,1,1,أرمل أو أرمله Widowed
21,2,1,2,غير مبين unspecified
21,2,1,3,المجموع الكلي Grand total
21,2,2,0,ذكور male
21,2,2,1,إناث female
21,2,2,2,المجموع Total
21,2,2,3,ذكور male
21,2,2,4,إناث female
21,2,2,5,المجموع Total
21,2,2,6,ذكور male
21,2,2,7,إناث female
21,2,2,8,المجموع Total
22,1,0,0,الحالة الزواجيـــــــــــــــة Martial Status
22,1,1,0,اسم المحلة
22,1,1,1,لم يسبق له أو لها الزواج Never married
22,1,1,2,متزوج أو متزوجة Married
22,1,1,3,مطلق أو مطلقة Divorced
22,1,2,0,ذكور male
22,1,2,1,إناث female
22,1,2,2,المجموع Total
22,1,2,3,ذكور male
22,1,2,4,إناث female
22,1,2,5,المجموع Total
22,1,2,6,ذكور male
22,1,2,7,إناث female
22,1,2,8,المجموع Total
22,2,0,0,الحالة الزواجيـــــــــــــــة Martial Status
22,2,1,0,اسم المحلة
22,2,1,1,أرمل أو أرمله Widowed
22,2,1,2,غير مبين unspecified
22,2,1,3,المجموع الكلي Grand total
22,2,2,0,ذكور male
22,2,2,1,إناث female
22,2,2,2,المجموع Total
22,2,2,3,ذكور male
22,2,2,4,إناث female
22,2,2,5,المجموع Total
22,2,2,6,ذكور male
22,2,2,7,إناث female
22,2,2,8,المجموع Total
23,1,0,0,فئات العمر
23,1,0,1,الحالة الزواجيـــــــــــــــة Martial Status
23,1,1,0,age groups
23,1,1,1,لم يسبق له أو لها الزواج Never married
23,1,1,2,متزوج أو متزوجة Married
23,1,1,3,مطلق أو مطلقة Divorced
23,1,2,0,ذكور male
23,1,2,1,إناث female
23,1,2,2,المجموع Total
23,1,2,3,ذكور male
23,1,2,4,إناث female
23,1,2,5,المجموع Total
23,1,2,6,ذكور male
23,1,2,7,إناث female
23,1,2,8,المجموع Total
23,2,0,0,فئات العمر
23,2,0,1,الحالة الزواجيـــــــــــــــة Martial Status
23,2,1,0,age groups
23,2,1,1,أرمل أو أرمله Widowed
23,2,1,2,غير مبين unspecified
23,2,1,3,المجموع الكلي Grand total
23,2,2,0,ذكور male
23,2,2,1,إناث female
23,2,2,2,المجموع Total
23,2,2,3,ذكور male
23,2,2,4,إناث female
23,2,2,5,المجموع Total
23,2,2,6,ذكور male
23,2,2,7,إناث female
23,2,2,8,المجموع Total
24,1,0,0,فئات العمر
24,1,0,1,الحالة الزواجيـــــــــــــــة Martial Status
24,1,1,0,age groups
24,1,1,1,لم يسبق له أو لها الزواج single
24,1,1,2,متزوج أو متزوجة Married
24,1,1,3,مطلق أو مطلقة Divorced
24,1,2,0,ذكور male
24,1,2,1,إناث female
24,1,2,2,المجموع Total
24,1,2,3,ذكور male
24,1,2,4,إناث female
24,1,2,5,المجموع Total
24,1,2,6,ذكور male
24,1,2,7,إناث female
24,1,2,8,المجموع Total
24,2,0,0,فئات العمر
24,2,0,1,الحالة الزواجيـــــــــــــــة Martial Status
24,2,1,0,age groups
24,2,1,1,أرمل أو أرمله Widowed
24,2,1,2,غير مبين unspecified
24,2,1,3,المجموع الكلي Grand total
24,2,2,0,ذكور male
24,2,2,1,إناث female
24,2,2,2,المجموع Total
24,2,2,3,ذكور male
24,2,2,4,إناث female
24,2,2,5,المجموع Total
24,2,2,6,ذكور male
24,2,2,7,إناث female
24,2,2,8,المجموع Total
24,4,0,0,الحالة التعليمية Educational Status
24,4,1,0,اسم المحلة
24,4,1,1,دكتوراة doctorate PH.D
24,4,1,2,غير ذلك Others
24,4,1,3,غير مبين
24,4,1,4,unspecified
24,4,1,5,المجموع Total
24,4,2,0,ذكور male
24,4,2,1,إناث female
24,4,2,2,مجموع total
24,4,2,3,ذكور male
24,4,2,4,إناث female
24,4,2,5,مجموع total
24,4,2,6,ذكور male
24,4,2,7,إناث female
24,4,2,8,مجموع total
24,4,2,9,ذكور male
24,4,2,10,إناث female
24,4,2,11,مجموع total
25,1,0,0,الحالة الزواجيـــــــــــــــة Martial Status
25,1,0,1,aruR/nbarU
25,1,1,0,الحالة التعليمية
25,1,1,1,نوع التجمع
25,1,1,2,لم يسبق له أو لها الزواج Never married
25,1,1,3,متزوج أو متزوجة Married
25,1,1,4,مطلق أو مطلقة Divorced
25,1,1,5,Educational Status
25,1,2,0,السكاني
25,1,3,0,ذكور male
25,1,3,1,إناث female
25,1,3,2,المجموع Total
25,1,3,3,ذكور male
25,1,3,4,إناث female
25,1,3,5,المجموع Total
25,1,3,6,ذكور male
25,1,3,7,إناث female
25,1,3,8,المجموع Total
25,1,3,9,l
25,2,0,0,الحالة الزواجيـــــــــــــــة Martial Status
25,2,0,1,ruR/nbarU
25,2,1,0,الحالة التعليمية
25,2,1,1,نوع التجمع
25,2,1,2,أرمل أو أرمله Widowed
25,2,1,3,غير مبين unspecified
25,2,1,4,المجموع الكلي grand total
25,2,1,5,Educational Status
25,2,2,0,السكاني
25,2,3,0,ذكور male
25,2,3,1,إناث female
25,2,3,2,المجموع Total
25,2,3,3,ذكور male
25,2,3,4,إناث female
25,2,3,5,المجموع Total
25,2,3,6,ذكور male
25,2,3,7,إناث female
25,2,3,8,المجموع Total
25,2,3,9,la
26,1,0,0,عدد الزوجات في العصمة Married males with indicated No. of wives
26,1,1,0,اسم المحلة
26,1,1,1,متزوج بزوجة واحدة one wife
26,1,1,2,متزوج بزوجتين two wives
26,1,1,3,متزوج بثلاث زوجات
26,1,1,4,three wives
26,1,1,5,متزوج بأربع زوجات four wives
26,1,1,6,المجموع Total
26,1,2,0,عدد .No
26,1,2,1,%
26,1,2,2,عدد .No
26,1,2,3,%
26,1,2,4,عدد .No
26,1,2,5,%
26,1,2,6,عدد .No
26,1,2,7,%
26,1,2,8,عدد .No
26,1,2,9,%
26,2,0,0,عدد الزوجات في العصمة Married males with indicated No. of wives
26,2,1,0,اسم المحلة
26,2,1,1,متزوج بزوجة واحدة one wife
26,2,1,2,متزوج بزوجتين two wives
26,2,1,3,متزوج بثلاث زوجات
26,2,1,4,three
26,2,1,5,متزوج بأربع زوجات four wives
26,2,1,6,المجموع Total
26,2,2,0,عدد .No
26,2,2,1,%
26,2,2,2,عدد .No
26,2,2,3,%
26,2,2,4,عدد .i es No
26,2,2,5,%
26,2,2,6,عدد .No
26,2,2,7,%
26,2,2,8,عدد .No
26,2,2,9,%
27,1,0,0,فئات العمر
27,1,0,1,عدد الزوجات في العصمة Married males with indicated No. of wives
27,1,1,0,age groups
27,1,1,1,متزوج بزوجة واحدة one wife
27,1,1,2,متزوج بزوجتين two wives
27,1,1,3,متزوج بثلاث زوجات three wives
27,1,1,4,متزوج بأربع زوجات four wives
27,1,1,5,المجموع Total
27,1,2,0,عدد .No
27,1,2,1,%
27,1,2,2,عدد .No
27,1,2,3,%
27,1,2,4,عدد .No
27,1,2,5,%
27,1,2,6,عدد .No
27,1,2,7,%
27,1,2,8,عدد .No
27,1,2,9,%
28,1,0,0,عدد الزوجات في العصمة Married males with indicated No. of wives
28,1,0,1,aruR/nbarU
28,1,1,0,الحالة التعليمية
28,1,1,1,نوع التجمع
28,1,1,2,متزوج بزوجة واحدة one wife
28,1,1,3,متزوج بزوجتين two wives
28,1,1,4,متزوج بثلاث زوجات
28,1,1,5,متزوج بأربع زوجات
28,1,1,6,المجموع Total
28,1,1,7,l
28,1,1,8,Shabia
28,1,2,0,السكاني
28,1,2,1,three wives
28,1,2,2,four wives
28,1,3,0,عدد .No
28,1,3,1,%
28,1,3,2,عدد .No
28,1,3,3,%
28,1,3,4,عدد .No
28,1,3,5,%
28,1,3,6,عدد .No
28,1,3,7,%
28,1,3,8,عدد .No
28,1,3,9,%
28,2,0,0,الحالة الزواجيـــــــــــــــة Martial Status
28,2,0,1,laruR/nbarU
28,2,1,0,الحالة التعليمية
28,2,1,1,نوع التجمع
28,2,1,2,أرمل أو أرمله Widowed
28,2,1,3,غير مبين unspecified
28,2,1,4,المجموع الكلي grand total
28,2,1,5,Educational Status
28,2,2,0,السكاني
28,2,3,0,ذكور male
28,2,3,1,إناث female
28,2,3,2,المجموع Total
28,2,3,3,ذكور male
28,2,3,4,إناث female
28,2,3,5,المجموع Total
28,2,3,6,ذكور male
28,2,3,7,إناث female
28,2,3,8,المجموع Total
29,1,0,0,توزيعات القوة البشرية Man Power Distribution
29,1,1,0,اسم المحلة
29,1,1,1,يعمل Employed
29,1,1,2,يبحث عن عمل وسبق له العمل
29,1,1,3,seeking work يبحث عن عمل لأول مرة
29,1,1,4,seeking work for
29,1,1,5,مجموع النشطين إقتصاديا
29,1,1,6,Total of
29,1,2,0,ذكور male
29,1,2,1,إناث female
29,1,2,2,المجموع total
29,1,2,3,ذكور male
29,1,2,4,إنا ث female
29,1,2,5,المجموع total
29,1,2,6,ذكور male
29,1,2,7,إناث fe male
29,1,2,8,المجموع total
29,1,2,9,ذكور male
29,1,2,10,إناث femal e
29,1,2,11,المجموع total
29,2,0,0,توزيعات القوة البشرية Man Power Distribution
29,2,1,0,اسم المحلة
29,2,1,1,ربة بيت تعمل House wife work
29,2,1,2,ربة بيت متفرغة لأعمال المنزل House wife
29,2,1,3,طالب متفرغ للدراسة Student
29,2,1,4,متقاعد أو متقاعدة Retired
29,2,2,0,ذكور male
29,2,2,1,إناث female
29,2,2,2,المجموع total
29,2,2,3,ذكور male
29,2,2,4,إناث female
29,2,2,5,المجموع total
29,2,2,6,ذكور male
29,2,2,7,إناث female
29,2,2,8,المجموع total
29,2,2,9,ذكور male
29,2,2,10,إناث female
29,2,2,11,المجموع total
29,3,0,0,توزيعات القوة البشرية Man Power Distribution
29,3,1,0,اسم المحلة
29,3,1,1,غير قادر على العمل Disabled
29,3,1,2,أخرى others
29,3,1,3,مجموع غير النشطين إقتصادياٌ
29,3,1,4,Total of
29,3,1,5,المجموع الكلى Grand total
29,3,2,0,ذكور male
29,3,2,1,إناث female
29,3,2,2,المجموع total
29,3,2,3,ذكور male
29,3,2,4,إناث female
29,3,2,5,المجموع total
29,3,2,6,ذكور male
29,3,2,7,إناث fema le
29,3,2,8,المجموع total
29,3,2,9,ذكور male
29,3,2,10,إناث female
29,3,2,11,المجموع total
30,1,0,0,توزيعات القوة البشرية Man Power Distribution
30,1,1,0,اسم المحلة
30,1,1,1,يعمل Employed
30,1,1,2,يبحث عن عمل وسبق له العمل
30,1,1,3,seeking work
30,1,1,4,يبحث عن عمل لأول مرة
30,1,1,5,seeking work
30,1,1,6,مجموع النشطين إقتصاديا
30,1,1,7,Total of
30,1,2,0,ذكور male
30,1,2,1,إناث female
30,1,2,2,المجموع total
30,1,2,3,ذكور male
30,1,2,4,إناث female
30,1,2,5,المجموع total
30,1,2,6,ذكور male
30,1,2,7,إنا ث f ema le
30,1,2,8,المجموع total
30,1,2,9,ذكور male
30,1,2,10,إناث fema le
30,1,2,11,المجموع total
30,2,0,0,توزيعات القوة البشرية Man Power Distribution
30,2,1,0,اسم المحلة
30,2,1,1,ربة بيت تعمل House wife work
30,2,1,2,ربة بيت متفرغة لأعمال المنزل House wife
30,2,1,3,طالب متفرغ للدراسة Student
30,2,1,4,متقاعد أو متقاعدة Retired
30,2,2,0,ذكور male
30,2,2,1,إناث female
30,2,2,2,المجموع total
30,2,2,3,ذكور male
30,2,2,4,إناث female
30,2,2,5,المجموع total
30,2,2,6,ذكور male
30,2,2,7,إناث female
30,2,2,8,المجموع total
30,2,2,9,ذكور male
30,2,2,10,إناث female
30,2,2,11,المجموع total
30,3,0,0,توزيعات القوة البشرية Man Power Distribution
30,3,1,0,اسم المحلة
30,3,1,1,غير قادر على العمل Disabled
30,3,1,2,أخرى others
30,3,1,3,مجموع غير النشطين إقتصادياٌ
30,3,1,4,Total of
30,3,1,5,المجموع الكلى Grand total
30,3,2,0,ذكور male
30,3,2,1,إناث female
30,3,2,2,المجموع total
30,3,2,3,ذكور male
30,3,2,4,إناث female
30,3,2,5,المجموع total
30,3,2,6,ذكور male
30,3,2,7,إنا ث female
30,3,2,8,المجموع total
30,3,2,9,ذكور male
30,3,2,10,إناث female
30,3,2,11,المجموع total
31,1,0,0,توزيعات القوة البشرية Man Power Distribution
31,1,1,0,فئات العمر
31,1,1,1,يبحث عن عمل وسبق له العمل
31,1,1,2,seeking
31,1,1,3,يبحث عن عمل لأول مرة
31,1,1,4,مجموع النشطين إقتصاديا
31,1,1,5,Total
31,1,2,0,Age groups
31,1,2,1,يعمل Employed
31,1,2,2,work with previous work
31,1,2,3,seeking work for the first time
31,1,2,4,of Economic Activity
31,1,3,0,ذكور male
31,1,3,1,إناث female
31,1,3,2,المجموع total
31,1,3,3,ذكور male
31,1,3,4,إناث female
31,1,3,5,المجموع total
31,1,3,6,ذكور male
31,1,3,7,إناث female
31,1,3,8,المجموع total
31,1,3,9,ذكور male
31,1,3,10,إناث female
31,1,3,11,المجموع total
31,2,0,0,توزيعات القوة البشرية Man Power Distribution
31,2,1,0,فئات العمر
31,2,1,1,ربة بيت تعمل House wife work
31,2,1,2,ربة بيت متفرغة لأعمال المنزل House wife
31,2,1,3,طالب متفرغ للدراسة Student
31,2,1,4,متقاعد أو متقاعدة Retired
31,2,2,0,Age groups
31,2,3,0,ذكور male
31,2,3,1,إناث female
31,2,3,2,المجموع total
31,2,3,3,ذكور male
31,2,3,4,إناث female
31,2,3,5,المجموع total
31,2,3,6,ذكور male
31,2,3,7,إناث female
31,2,3,8,المجموع total
31,2,3,9,ذكور male
31,2,3,10,إناث female
31,2,3,11,المجموع total
31,3,0,0,توزيعات القوة البشرية Man Power Distribution
31,3,1,0,فئات العمر
31,3,1,1,غير قادر على العمل Disabled
31,3,1,2,أخرى others
31,3,1,3,مجموع غير النشطين إقتصادياٌ
31,3,1,4,Total
31,3,1,5,المجموع الكلى Grand total
31,3,2,0,Age groups
31,3,2,1,of Economic in Active
31,3,3,0,ذكور male
31,3,3,1,إناث female
31,3,3,2,المجموع total
