mahalla_id,mahalla_ar,mahalla_key,shabiya_ar,shabiya_en,shabiya_gadm_name,shabiya_codab_pcode,name_unique_nationally,name_unique_in_shabiya,codab_place_pcode,codab_place_en,codab_place_ar,match_method,baladiya_2013,baladiya_source,census_persons_2006,census_households_2006
Jafara-005,سيدي عبد اللطيف,سيديعبداللطيف,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,10900,2189
Jafara-006,جنزور الوسط,جنزورالوسط,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,29551,5929
Jafara-007,وادي الهيرة,واديالهيره,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,2003,402
Jafara-008,الشرقية \العزيزية,شرقيه\العزيزيه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,9508,1749
Jafara-009,الغربية \العزيزية,غربيه\العزيزيه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,5599,994
Jafara-010,بئر الجديد,بئرالجديد,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,8676,1549
Jafara-011,الساعدية,ساعديه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,8132,1482
Jafara-012,العامرية,عامريه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,10862,2006
Jafara-013,السواني,سواني,الجفارة,Jafara,Al Jifarah,LY0212,0,1,,,,unmatched,,not_established,23079,4600
Jafara-014,النجيلة,نجيله,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,14565,2615
Jafara-015,جامع التوغار,جامعالتوغار,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,8941,1514
Jafara-016,الماية,مايه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,LY021208,Al Maya,الماية,codab_gazetteer_same_shabiya,,not_established,11594,2253
Jafara-017,الطويبية,طويبيه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,5207,997
Jafara-018,الطينة,طينه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,6360,1153
Jafara-019,المعمورة,معموره,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,6423,1275
Jafara-020,قرقوزة,قرقوزه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,14163,2407
Jafara-021,الزهراء,زهراء,الجفارة,Jafara,Al Jifarah,LY0212,0,1,LY021209,Azzahra,الزهراء,codab_gazetteer_same_shabiya,,not_established,20966,3919
Jafara-022,الناصرية,ناصريه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,16887,2993
Jafara-023,المطار,مطار,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,18006,3156
Jafara-024,سوق السبت,سوقالسبت,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,16100,2874
Jafara-025,العوانين,عوانين,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,14937,2825
Jafara-026,ردود الزاوية,ردودالزاويه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,18296,3502
Jafara-027,خويلد,خويلد,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,4341,819
Jafara-028,بئر التوتة,بئرالتوته,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,14346,2690
Jafara-029,ابو عائشة,ابوعائشه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,1641,252
Jafara-030,بئر دياب,بئردياب,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,9092,1690
Jafara-031,بئر الطوبة,بئرالطوبه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,3273,419
Jafara-032,سيدي السائح,سيديالسائح,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,4038,664
Jafara-033,الغلالبة,غلالبه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,3810,601
Jafara-034,امسيحل,امسيحل,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,8412,1286
Jafara-035,ابو الريش,ابوالريش,الجفارة,Jafara,Al Jifarah,LY0212,0,1,,,,unmatched,,not_established,5886,1080
Jafara-036,سيدي جابر,سيديجابر,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,2380,341
Jafara-037,اولاد ابو عائشة,اولادابوعائشه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,1511,259
Jafara-038,اولاد احمد,اولاداحمد,الجفارة,Jafara,Al Jifarah,LY0212,0,1,,,,unmatched,,not_established,1688,300
Jafara-039,بن عطية,بنعطيه,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,7560,1164
Jafara-040,ابو عرقوب,ابوعرقوب,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,7284,1207
Jafara-041,اولاد مرغم,اولادمرغم,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,2847,495
Jafara-042,سيدي الجيلاني,سيديالجيلاني,الجفارة,Jafara,Al Jifarah,LY0212,1,1,,,,unmatched,,not_established,6737,1063
Jufra-001,هون الشمالية,هونالشماليه,الجفرة,Jufra,Al Jufrah,LY0317,1,1,,,,unmatched,,not_established,9688,1801
Jufra-002,هون الجنوبية,هونالجنوبيه,الجفرة,Jufra,Al Jufrah,LY0317,1,1,,,,unmatched,,not_established,10255,2032
Jufra-003,ودان الشمالية,ودانالشماليه,الجفرة,Jufra,Al Jufrah,LY0317,1,1,,,,unmatched,,not_established,4688,944
Jufra-004,ودان الجنوبية,ودانالجنوبيه,الجفرة,Jufra,Al Jufrah,LY0317,1,1,,,,unmatched,,not_established,8286,1507
Jufra-005,سوكنة المركز,سوكنهالمركز,الجفرة,Jufra,Al Jufrah,LY0317,1,1,,,,unmatched,,not_established,9859,1713
Jufra-006,الفقهاء,فقهاء,الجفرة,Jufra,Al Jufrah,LY0317,1,1,,,,unmatched,,not_established,1128,194
Jufra-007,زلة المركز,زلهالمركز,الجفرة,Jufra,Al Jufrah,LY0317,1,1,,,,unmatched,,not_established,8188,1483
Zawiya-001,جود دائم,جوددائم,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,12284,2382
Zawiya-002,سيدي عيسى,سيديعيسي,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,31896,5867
Zawiya-003,ضى الهلال,ضيالهلال,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,10131,1967
Zawiya-004,سيدي نصر,سيدينصر,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,11261,2146
Zawiya-005,بن سباع,بنسباع,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,5685,1034
Zawiya-006,بحر السماح,بحرالسماح,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,8282,1608
Zawiya-007,الحي القديم,حيالقديم,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,3483,700
Zawiya-008,الولاني,ولاني,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,9403,1756
Zawiya-009,المقطع,مقطع,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,7974,1623
Zawiya-010,جامع الحاجة,جامعالحاجه,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,8435,1578
Zawiya-011,جامع القمودي,جامعالقمودي,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,12411,2548
Zawiya-012,الفاسي,فاسي,الزاوية,Zawiya,Az Zawiyah,LY0213,0,1,,,,unmatched,,not_established,7389,1278
Zawiya-013,الحاج عبيد,حاجعبيد,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,7390,1388
Zawiya-014,بن شعيب,بنشعيب,الزاوية,Zawiya,Az Zawiyah,LY0213,0,1,,,,unmatched,,not_established,1892,426
Zawiya-015,الزاوية الجنوبية,زاويهالجنوبيه,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,2099,350
Zawiya-016,الزاوية الشرقية,زاويهالشرقيه,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,5629,1019
Zawiya-017,الصابرية \الشرقية,صابريه\الشرقيه,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,10074,1769
Zawiya-018,الصابرية \الغربية,صابريه\الغربيه,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,5975,1136
Zawiya-019,الحرشة,حرشه,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,8424,1566
Zawiya-020,الطيانية,طيانيه,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,9486,1674
Zawiya-021,الرابطة,رابطه,الزاوية,Zawiya,Az Zawiyah,LY0213,0,1,,,,unmatched,,not_established,9658,1735
Zawiya-022,المطردالشرقية,مطردالشرقيه,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,6791,1416
Zawiya-023,المطرد الغربية,مطردالغربيه,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,4927,1011
Zawiya-024,بئر الغنم المركز,بئرالغنمالمركز,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,3414,596
Zawiya-025,بئر الغنم الشرقية,بئرالغنمالشرقيه,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,2949,556
Zawiya-026,عطاف,عطاف,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,5634,1128
Zawiya-027,ابو الهلال,ابوالهلال,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,13805,2583
Zawiya-028,الشاطئ,شاطئ,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,7517,1497
Zawiya-029,ابو الريش,ابوالريش,الزاوية,Zawiya,Az Zawiyah,LY0213,0,1,,,,unmatched,,not_established,10120,1902
Zawiya-030,زكري,زكري,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,5300,1020
Zawiya-031,مخلوف,مخلوف,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,11837,2274
Zawiya-032,العين,عين,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,8734,1553
Zawiya-033,السوق \ ابو عيسى,سوق\ابوعيسي,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,2021,386
Zawiya-034,الراقوبة,راقوبه,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,2454,508
Zawiya-035,الخضراء,خضراء,الزاوية,Zawiya,Az Zawiyah,LY0213,0,1,,,,unmatched,,not_established,10881,2015
Zawiya-036,العموري,عموري,الزاوية,Zawiya,Az Zawiyah,LY0213,1,1,,,,unmatched,,not_established,4992,978
Wadi al Shatii-001,قيرة,قيره,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,5712,845
Wadi al Shatii-002,اشكدة,اشكده,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,2422,397
Wadi al Shatii-003,زلواز,زلواز,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,3108,523
Wadi al Shatii-004,الزوية,زويه,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,3334,521
Wadi al Shatii-005,القصر,قصر,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,0,1,,,,unmatched,,not_established,4252,689
Wadi al Shatii-006,الزاوية,زاويه,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,0,1,,,,unmatched,,not_established,4664,881
Wadi al Shatii-007,المصلي,مصلي,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,1950,379
Wadi al Shatii-008,العافية,عافيه,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,2358,381
Wadi al Shatii-009,اقار,اقار,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,3945,632
Wadi al Shatii-010,تامزاوة,تامزاوه,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,6049,1006
Wadi al Shatii-011,القرضة,قرضه,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,0,1,,,,unmatched,,not_established,4465,859
Wadi al Shatii-012,الديسة,ديسه,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,1306,198
Wadi al Shatii-013,تاروت,تاروت,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,2273,387
Wadi al Shatii-014,محروقة,محروقه,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,4888,956
Wadi al Shatii-015,العيون,عيون,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,1892,382
Wadi al Shatii-016,برقن,برقن,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,4818,821
Wadi al Shatii-017,ابو قدقود,ابوقدقود,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,1769,305
Wadi al Shatii-018,الزهراء,زهراء,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,0,1,,,,unmatched,,not_established,1646,258
Wadi al Shatii-019,ادري,ادري,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,3834,669
Wadi al Shatii-020,المنصورة,منصوره,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,0,1,,,,unmatched,,not_established,1594,240
Wadi al Shatii-021,تمسان,تمسان,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,2707,446
Wadi al Shatii-022,ونزريك,ونزريك,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,4206,712
Wadi al Shatii-023,ققم,ققم,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,2381,381
Wadi al Shatii-024,قطة,قطه,وادي الشاطئ,Wadi al Shatii,Wadi ash Shati',LY0318,1,1,,,,unmatched,,not_established,2990,520
Kufra-001,الجوف,جوف,الكفرة,Kufra,Al Kufrah,LY0107,1,1,,,,unmatched,,not_established,34349,5774
Kufra-002,الهواري,هواري,الكفرة,Kufra,Al Kufrah,LY0107,1,1,,,,unmatched,,not_established,1766,307
Kufra-003,الطلاب,طلاب,الكفرة,Kufra,Al Kufrah,LY0107,1,1,,,,unmatched,,not_established,356,37
Kufra-004,ربيانة,ربيانه,الكفرة,Kufra,Al Kufrah,LY0107,1,1,,,,unmatched,,not_established,1491,215
Kufra-005,بزيمة,بزيمه,الكفرة,Kufra,Al Kufrah,LY0107,1,1,,,,unmatched,,not_established,3766,593
Kufra-006,تازربو,تازربو,الكفرة,Kufra,Al Kufrah,LY0107,1,1,LY010702,Tazirbu,تازربو,codab_gazetteer_same_shabiya,,not_established,6600,1046
Marj-001,المرج الغربية,مرجالغربيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,30020,4543
Marj-002,المرج الشرقية,مرجالشرقيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,32575,4652
Marj-003,العويلية الشرقية,عويليهالشرقيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,6121,840
Marj-004,العويلية الغربية,عويليهالغربيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,2952,281
Marj-005,فرزوغة,فرزوغه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,3494,412
Marj-006,سيدي ابو زيد,سيديابوزيد,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,2396,259
Marj-007,جردس الجنوبية,جردسالجنوبيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,5505,862
Marj-008,جردس الشمالية,جردسالشماليه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,1651,261
Marj-009,البنية,بنيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,1790,267
Marj-010,تاكنس الغربية,تاكنسالغربيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,2731,289
Marj-011,تاكنس الشرقية,تاكنسالشرقيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,4934,646
Marj-012,البياضة الشرقية,بياضهالشرقيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,5538,664
Marj-013,البياضة الغربية,بياضهالغربيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,2330,270
Marj-014,الجهاد,جهاد,المرج,Marj,Al Marj,LY0102,0,1,,,,unmatched,,not_established,7106,793
Marj-015,الزحف الاخضر الشرقية,زحفالاخضرالشرقيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,4925,666
Marj-016,الزحف الاخضر الغربية,زحفالاخضرالغربيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,3015,382
Marj-017,الابيار الجديدة,ابيارالجديده,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,9942,1511
Marj-018,الردماني,ردماني,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,13739,1927
Marj-019,ابو مريم,ابومريم,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,3520,487
Marj-020,قبر جيرة,قبرجيره,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,1841,233
Marj-021,المليطانية,مليطانيه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,3019,454
Marj-022,ابراهيم ابو راس,ابراهيمابوراس,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,600,89
Marj-023,سيدي مهيوس,سيديمهيوس,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,1861,275
Marj-024,العقورية المركز,عقوريهالمركز,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,10280,1469
Marj-025,المبنى,مبني,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,2696,356
Marj-026,برسس,برسس,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,3010,386
Marj-027,بوجرار,بوجرار,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,1205,162
Marj-028,اردانو,اردانو,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,220,23
Marj-029,دريانة,دريانه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,6170,801
Marj-030,سيدي أسويكر,سيدياسويكر,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,1112,177
Marj-031,الرجمة,رجمه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,3182,457
Marj-032,الحمدة,حمده,المرج,Marj,Al Marj,LY0102,0,1,,,,unmatched,,not_established,1913,256
Marj-033,الابيارالقديمة,ابيارالقديمه,المرج,Marj,Al Marj,LY0102,1,1,,,,unmatched,,not_established,3138,476
Murqub-001,البلدية,بلديه,المرقب,Murqub,Al Marqab,LY0210,0,0,,,,unmatched,,not_established,7103,1398
Murqub-002,بن جحا,بنجحا,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,14684,2654
Murqub-003,المرقب,مرقب,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,6499,1164
Murqub-004,سيلين,سيلين,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,10905,1863
Murqub-005,لبدة,لبده,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,13920,2437
Murqub-006,الجحاوات,جحاوات,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,5875,995
Murqub-007,الحمام,حمام,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,8182,1386
Murqub-008,سيدي خليفة,سيديخليفه,المرقب,Murqub,Al Marqab,LY0210,0,1,,,,unmatched,,not_established,10884,1844
Murqub-009,المعقولة,معقوله,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,12231,2213
Murqub-010,الوادي,وادي,المرقب,Murqub,Al Marqab,LY0210,0,0,,,,unmatched,,not_established,13521,2211
Murqub-011,بندار,بندار,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,12246,2133
Murqub-012,كعام\الخمس,كعام\الخمس,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,17530,3103
Murqub-013,قوقاس,قوقاس,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,6289,1161
Murqub-014,غنيمة,غنيمه,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,4244,709
Murqub-015,السوق,سوق,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,7784,1357
Murqub-016,القلعة,قلعه,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,5855,1082
Murqub-017,الاشراف,اشراف,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,6698,1228
Murqub-018,وادي أوعينى,وادياوعيني,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,3298,458
Murqub-019,الدوكالي,دوكالي,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,3122,402
Murqub-020,المسيد,مسيد,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,2811,494
Murqub-021,الفاسي,فاسي,المرقب,Murqub,Al Marqab,LY0210,0,1,,,,unmatched,,not_established,50,454
Murqub-022,قصر الجديد,قصرالجديد,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,4827,911
Murqub-023,بن ناصر,بنناصر,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,8764,1365
Murqub-024,سم الديس,سمالديس,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,3661,609
Murqub-025,الخشش,خشش,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,1735,218
Murqub-026,القطارة,قطاره,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,4684,654
Murqub-027,المعطن,معطن,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,6146,856
Murqub-028,الوادي,وادي,المرقب,Murqub,Al Marqab,LY0210,0,0,,,,unmatched,,not_established,562,81
Murqub-029,الاكوام,اكوام,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,9934,1711
Murqub-030,سيدي احميد,سيدياحميد,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,9137,1714
Murqub-031,الشرشارة,شرشاره,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,3573,550
Murqub-032,البلدية,بلديه,المرقب,Murqub,Al Marqab,LY0210,0,0,,,,unmatched,,not_established,11561,2095
Murqub-033,الشقيقة,شقيقه,المرقب,Murqub,Al Marqab,LY0210,0,1,,,,unmatched,,not_established,4655,863
Murqub-034,دوغة,دوغه,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,4803,869
Murqub-035,الابيار,ابيار,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,5252,860
Murqub-036,ترغلات,ترغلات,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,6996,1192
Murqub-037,القصيعة,قصيعه,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,7427,1219
Murqub-038,سيدي معمر,سيديمعمر,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,9091,1534
Murqub-039,الفرجان,فرجان,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,10800,1796
Murqub-040,اولادعلي,اولادعلي,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,5923,865
Murqub-041,الشمالية سيدي الصيد,شماليهسيديالصيد,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,8017,1384
Murqub-042,الجنوبية سيدي الصيد,جنوبيهسيديالصيد,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,3978,664
Murqub-043,الشويرف,شويرف,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,2212,323
Murqub-044,جبل معروف,جبلمعروف,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,2242,415
Murqub-045,بئر معتوق,بئرمعتوق,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,3968,642
Murqub-046,سوق الاحد,سوقالاحد,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,3416,635
Murqub-047,سوق الجمعة,سوقالجمعه,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,6024,1169
Murqub-048,ترغت,ترغت,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,4412,818
Murqub-049,الكراوة,كراوه,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,14129,2437
Murqub-050,الشرقية القرابوللي,شرقيهالقرابوللي,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,5819,997
Murqub-051,الرواجح,رواجح,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,5763,1035
Murqub-052,العطايا,عطايا,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,9427,1681
Murqub-053,القويعة,قويعه,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,5358,1013
Murqub-054,الخوالق,خوالق,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,3328,607
Murqub-055,العلوص,علوص,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,13977,2612
Murqub-056,الاخيار المركز,اخيارالمركز,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,16708,2698
Murqub-057,الاخيار الغربية,اخيارالغربيه,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,8455,1264
