centre_code,centre_name,mahalla_ar,city_ar,baladiya_ar,read_by,source_document,source_sha256
32038,مفتاح الماجري,الساحل الشق,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32039,مدرسة األمل,الساحل الشق,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32040,إبن سينا,الساحل الشق,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32041,إيراسا,الفتائح,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32042,النرص والتحدي,كرسة,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32043,االحرار,مرتوبة,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32044,شهداء القرقف,مرتوبة,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32045,األثرون,األثرون,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32046,الح الجديد,أم الرزم,درنة,ام الرزم,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32047,عمر المختار,أم الرزم,درنة,ام الرزم,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32048,ام احف ي,أم الرزم,درنة,ام الرزم,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32049,أبو الفرائس,أبو الفرائس,درنة,ام الرزم,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32050,خليج البمبة,البمبه,درنة,ام الرزم,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32051,التميم,التميم,درنة,ام الرزم,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32052,العزيات الثانوية,العزيات,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32053,المجاهد بوشعراية حمد الشلوى,باسس,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32054,مدرسة بشارة االعدادية,بشارة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32055,الخنساء,الساحل الشق,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32056,االنتصار,المغار,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32057,صقر قريش,القبة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32058,الشعلة,القبة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32059,عمر المختار,القبة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32060,فرج بوحويش,القبة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32061,دار السالم,الجبيلة,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
33001,الفتح االسالم,سوسه,سوسه,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33002,سوسة االساسية,سوسه,سوسه,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33003,المنصورة,المنصورة,المنصورة,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33004,فاطمة الزهراء,شحات القديمة,شحات,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33005,صالح الدين,شحات الجديدة,شحات,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33006,الشهيد الميار,شحات الجديدة,شحات,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33007,زيد بن ثابت,شحات الجديدة,شحات,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33008,نوري اسباق,شحات الجديدة,شحات,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33009,اقطيط موىس,الصفصاف,الصفصاف,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33010,يوسف الجيالن,قرنادة,قرنادة,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33011,االنتصار,الفائدية,الفائدية,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33012,الجيل الجديد,بلقس,بلقس,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33013,سليمان ادريس,أشنيشن,أشنيشن,شحات,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33014,الشورى,اسلنطه,اسلنطه,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33015,الزهراء,البيضاء,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33016,فتاة ليبيا,البيضاء الشقية,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33017,خالد بن الواليد,البيضاء الشقية,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33018,الفردوس,البيضاء الشقية,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33019,االرساء والمعراج,البيضاء الغربية,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33020,النهضة,البيضاء الغربية,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33021,القلعة / الوسيطة,البيضاء الغربية,الوسيطة,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33022,المجاهد دمحم بلقاسم,الجهاد,الجهاد,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33023,الخويمات,الخويمات,الخويمات,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33024,الزاوية القديمة,الزاوية القديمة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33025,الميدان,السوق القديم,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33026,النرص,السوق القديم,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33027,اليقظة,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33028,الخنساء,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33029,عمر بن الخطاب,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33030,رويفع االنصاري,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33031,عقبة بن نافع,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33032,االستقالل,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33033,وجدة,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33034,الحرية,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33035,شهداء البيضاء الجديدة,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33036,احفاد المختار,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33037,رابعة العدوية,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33038,ابن خلدون,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33039,نسيبة بنت كعب,الغريقة,البيضاء,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33040,الشهيد يىح العوام,الوسيطه,الوسيطة,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33041,انتفاضة 17 فرتاير,جردس الجراري,جردس الجراري,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33042,عمر المختار للبنات,عمر المختار,عمر المختار,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33043,شهداء الزاوية,قرص المقدم,قرص المقدم,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33044,عبدالرحيم بوبكر,قندولة,قندولة,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33045,عمر بن العزيز,ماسه,سيدي عبدالواحد,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33046,ماسه المشتكة,ماسه الجنوبية,ماسه,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33047,خولة بنت االزور,ماسه الشمالية,ماسه,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33048,المجاهد النارج,مراوة,مراوة,البيضاء,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33049,وردامة,وردامه,وردامه,وردامه,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33082,جادهللا النيان,اقفنطه,اقفنطه,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33083,عبد النر ب المزي ب,البياضة الشقية,البياضة,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33085,خليل جار هللا,البياضه الغربية,البياضة,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33086,الحمامة الشمالية,الحمامة,الحمامة,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33087,الحنية االساسية,الحنية,الحنية,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33088,شهداء اسدوس,الساحل,اسدوس,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33089,بالحديد,بالحديد,بالحديد,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33090,شهداء بطة,بطة,بطة,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33091,ابوبكر الكيش,بطة,بطة,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33092,زاوية أمبلو,بطة,بطة,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33093,سيدي نوح,بطة,بطة,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33094,ابوبكر الصديق,بوترابة,بوترابة,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
33095,شهداء زاوية العرقوب,زاوية العرقوب,زاوية العرقوب,الساحل,text,تحديث مراكز الاقتراع لسنة 2021,b964a64570177e93e87cb9e1037bb65eef305a20aa98a3709a7ca6a9cb10b1ac
