centre_code,centre_name,mahalla_ar,city_ar,baladiya_ar,read_by,source_document,source_sha256
24013,الخوارزم,القرضة,الشا,القرضة,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24014,الديسة,الديسة,الشا,القرضة,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24015,جبل الحساونة,تاروت,الشا,القرضة,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24016,شهداء القارة,محروقة,الشا,القرضة,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24017,شهداء ليبيا,العيون,الشا,القرضة,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24018,نارص,ققمم,الشا,القرضة,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24019,شهداء بوغرة,ح المشاشية,الشا,القرضة,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24020,الوحدة,ح القارة,الشا,القرضة,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24021,غزوة بدر الكرتي,برقن,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24022,ابو قدقود,ابوقدقود,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24023,خالد بن الوليد,قطة,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24024,االنتصار,عر ي المشاشية / قطة,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24025,القلة,القلة,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24026,عثمان بن عفان,ادري,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24027,التحرير,المنصورة,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24028,الشهيد عمر المختار,تمسان,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24029,شهداء فرتاير,ونزريك,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24030,الحطية,الحطية / ونزريك,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24031,القرضابية,ح العزمة / اقار,الشا,القرضة,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24032,الرسالة المحمدية,زلواز,الشا,براك,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24033,ال شوق,تمسان,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24034,النرص,برقن,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24035,ابوبكر الصديق,ونزريك,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24036,اليقظة,ادري,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24037,زيد بن تابث,القرضة,الشا,القرضة,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24038,النور,محروقة,الشا,القرضة,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24039,القادسية,براك,الشا,براك,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24040,طالئع الوحدة العربية,ابوغردقة,الشا,براك,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24041,ثانوية الزهراء,الزهراء,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24042,الوحدة العربية,قرص العرايسية,الشا,ادرى,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24043,خالد بن وليد,الشويرف الشقية,الشويرف,الشويرف,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
24044,ثانوية الشويرف,الشويرف الغربية,الشويرف,الشويرف,text,تحديث مراكز الاقتراع لسنة 2021 الشاطئ,cd0c9e022fcc8e755a064fed6dd413b6dae3d28d976afb1fdc803d4c6489f981
31001,مدرسة شهداء ع ي الغزالة,ع ي الغزالة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31002,مدرسة الفضيل بوعمر,القرضبة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31003,مدرسة الشهيد رجب بوحويش,بالخاثر,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31004,مدرسة المرصص,المرصص,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31005,مدرسة مو س اهويدي,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31006,مدرسة القدس,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31007,مدرسة الزهور,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31008,مدرسة اسامة بن زيد,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31009,مدرسة عمر المختار,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31010,مدرسة فاطمة الزهراء,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31011,مدرسة اسماء بنت اري ب بكر,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31012,مدرسة طربق الثانوية,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31013,مدرسة االنتصار,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31014,مدرسة الشيخ المربي,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31015,مدرسة ع ل بن اري ب طالب,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31016,مدرسة عطية لياس,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31017,مدرسة بدر الكربي,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31018,االمل,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31019,نسيبة بنت كعب,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31020,مدرسة خديجة الكربي,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31021,مدرسة صالح الحداد,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31022,مدرسة المنار,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31023,مدرسة المجد,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31024,مدرسة ابن خلدون,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31025,مدرسة صالح الدين,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31026,مدرسة الحرية,الجهاد,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31027,مدرسة الخليل مصط ف,الجهاد,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31028,مدرسة الفاروق,الجهاد,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31029,مدرسة الشعله,الجهاد,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31030,مدرسة الجهاد,الجهاد,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31031,مدرسة الشهيد بوعطيوة,الجهاد,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31032,مدرسة سليمان بوعلجية,باب الزيتون,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31033,مدرسة شهداء البوسب الثانوية,عمر المختار,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31034,مدرسة النسور,عمر المختار,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31035,مدرسة القعرة االعدادية,القعرة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31036,مدرسة سمرقند,كمبوت,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31037,مدرسة كمبوت الثانوية,كمبوت,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31038,مدرسة جبور,جبور,طربق,بب االشهب,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31039,مدرسة مر س لك,مر س لك,طربق,بب االشهب,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31040,مدرسة خالد بن الوليد,الربدى,طربق,امساعد,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31041,مدرسة قرص الجدي الثانوية,قرص الجدي,طربق,امساعد,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31042,مدرسة أم ركبة,أم ركبة,طربق,امساعد,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31043,مدرسة ابن سينا,الساحل,طربق,امساعد,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31044,مدرسة راس عزاز,رأس عزاز,طربق,امساعد,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31045,مدرسة عقبه بن نافع,شماس,طربق,امساعد,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31046,مدرسة بب االشهب,بب األشهب,طربق,بب االشهب,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31047,مدرسة بب االشهب الثانوية,بب األشهب,طربق,بب االشهب,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31048,مدرسة امساعد,امساعد,طربق,امساعد,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31049,مدرسة الطليعه,امساعد,طربق,امساعد,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31050,مدرسة الشعبه,الشعبة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31051,مدرسة الجغبوب,الجغبوب,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31052,مدرسة المجاهد حمزة,القعرة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31053,مدرسة قابس,كمبوت,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31054,مدرسة المالحة,المالحة,طربق,امساعد,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31055,مدرسة حفلس,كمبوت,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31056,مدرسة الشهيد الطيار,الجهاد,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31057,مدرسة الطرشه,عمر المختار,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31058,مدرسة النرص,الجهاد,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31059,مدرسة النهضة,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31060,مدرسة عثمان بن عفان,الجهاد,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31061,مدرسة القادسية,الجهاد,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31062,مدرسة ال بموك,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31063,مدرسة طالئع المستقبل,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31064,مدرسة االستقالل,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31065,مدرسة المجاهد كريم را ق,القعرة,القعرة,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31066,مدرسة عكرمة,عكرمة,عكرمة,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31067,مدرسة الفرين,بب االشهب,بب االشهب,بب االشهب,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31068,مدرسة الضاحية,المدينة,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31069,مدرسة جابر بن حيان,قرص الجدي,قرص الجدي,امساعد,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31070,مدرسة طيبة,باب الزيتون,طربق,طربق,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
31071,مدرسة المنست ب,المنست ب,طربق,امساعد,text,تحديث مراكز الاقتراع لسنة 2021 طبرق,89d7dfe111a977988a8ba07f0f7764f3922de4f2f19ff33999725d31048b242b
32001,الكرامة,القبة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32002,اإلخالص,القبة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32003,إبراهيم بكار,القبة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32004,أسماء للتعليم األساس,القبة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32005,أفريقيا للتعليم الثانوي,القبة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32006,بيت ثامر,بيت ثامر,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32007,عوض العبيدي,لملودة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32008,الفضيل بوعمر,الدبوسية,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32009,التقدم,األبرق,القبة,األبرق,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32010,االبرق األساسية,األبرق,القبة,األبرق,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32011,ادريس بوبنة,القيقب,القبة,القيقب,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32012,المجد,القيقب,القبة,القيقب,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32013,ترت,ترت,القبة,األبرق,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32014,شهداء المحجة,خوالن,القبة,األبرق,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32015,راس الهالل,رأس الهالل,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32016,مدرسة خالد ابن الوليد,سيدي خالد,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32017,شهداء الخرص,ع ي مارة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32018,ع ي مارة,ع ي مارة,القبة,القبة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32019,طارق بن زياد,الىل,القبة,األبرق,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32020,المخيل,المخيل,القبة,األبرق,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32021,النرص,البالد,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32022,مدرسة سليمان خاطر,الجبيلة,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32023,أحرار ليبيا,الجبيلة,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32024,الشهيد عبدالفتاح امهدى,الجبيلة,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32025,الصديق,الجبيلة,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32026,الشالل,المغار,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32027,الشهيد عل حسن الجابر,المغار,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32028,شهداء الجمعة,المغار,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32029,روضة الزهور,المغار,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32030,الضياء,المغار,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32031,أم المؤمن ي,المغار,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32032,فت ح الط تة,بومنصور,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32033,النهضة,بومنصور,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32034,الخلود,بومنصور,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32035,الحرية,بومنصور,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32036,شهداء الزنتان,بومنصور,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
32037,الزهراء,بومنصور,درنة,درنة,text,تحديث مراكز الاقتراع لسنة 2021 درنة,95f9484d4992396be35f2ff108a6ec95fd5acb7e10cffef086e419ab41e3c512
