edge_id,edge_schema,source_id,source_name,target_id,target_name,relationship,start_date,end_date,datasets
sa-pcct-78469bd0926111cf1f7803c8a7ba690dcee0431d,UnknownLink,NK-EVgfwq7wRSataR8jvaMgxC,Yadollah Badin,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-7fe9df5f8953b52af7c08dc1e0fd35e21fbb60fb,UnknownLink,NK-mXTqef7eyaz6aXerpCXT4N,TEKTER INVESTMENT COMPANY,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-82fc0879011b41cd06d8edc83b373a0f834f2eb7,UnknownLink,NK-6m4kWcVXGzAzayrS3chbSG,"ASHTARI, MAHMOOD",NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-838bebc5785668a9d914fc86036c11b55e92dbe4,UnknownLink,NK-4houE2UxgP2YYDWHtWDiXY,"AL-SALLABI, ALI MOHAMMED MOHAMMED",NK-3podLWzo9udm7yDeN2Qu8g,THE MUSLIM BROTHERHOOD,Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-894fdd5d9106c1ef6eecb025badc44e12cc0c3e9,UnknownLink,NK-FJsMeg3J67Hk3QxHqw4CpU,Al Hadha Exchange Co,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-8956268438d15eecc2ab58599c9ee70ce981bcdd,UnknownLink,NK-YSJstkRDhJjGHko6FdVx9Z,Meghdad Amini,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-8cb5c05038b4657a35b66b17ab1f9261f83e3487,UnknownLink,NK-kmGhw7uZkddTMsmNpLjk5Q,QESHM ZINC SMELTING AND REDUCTION COMPANY.,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-90028039c0dc4bc128b8225778a6d079fdd45c38,UnknownLink,NK-CWUnm8DJ9gotyVwJ8zHNbT,MEHR EQTESAD IRANIAN INVESTMENT COMPANY,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-926ae5a0692231e8cf3cc9674d90d4e119d29510,UnknownLink,NK-XWSyx9LtLfH8pe3JToRtnX,FEBRUARY 14 COALITION,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-929be1eb5aa15c1cea78fa9bb579bb5cd5289130,UnknownLink,NK-3MfQWRpv5SmXALt6gxHqFA,Mansur Ravankar,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-93fb91b6775920cd0baef337198912c1bd16736a,UnknownLink,NK-kTPfYus4sA6D9qKFnyuZBz,Hamrahan Pishro Tejarat Trading Company,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-94e292762d5fca026e452a927e3cdfa7e8c9b88b,UnknownLink,NK-btMzoFNBguMNzwMzJZtycP,Abdul Jalil Mallah,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-969dd5836273b620fe305e0000096e506b5b813d,UnknownLink,Q2385932,"AL-HARATI, MAHDI",NK-ncB6saL459UrpWpopB8bsR,AL QA'IDA,Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-970583ed42494ce046ada0ec4e648e2dba7b648d,UnknownLink,NK-bsdHmQ7Psay9MXYjPxL77Z,Ayatollah Ebrahimi,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-99f4497e11a5cc93ec387164c614ac54dc7a7b8c,UnknownLink,NK-dqAaENTGtNQ4anQuKLWc5u,ISLAMIC REVOLUTIONARY GUARD CORPS (IRGC)-QODS FORCE,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-9b7eb66244dee5f9c78f8c28fc92de44c78ad0fa,UnknownLink,NK-fnq9mAtrqxMRBQLYYh2PQZ,Sina Bank,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-9cbb062bb25766ad6c97d3b02c9b07fb10951b69,UnknownLink,NK-2MS7jsniKXBFQqiFLMF5Fm,AHMED ABD AL-JALEEL AL-HASNAWI,NK-ncB6saL459UrpWpopB8bsR,AL QA'IDA,Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-a1146261ce0d3e6dde7b94f72b53306d75dec004,UnknownLink,Q3790254,Rostam Qasemi,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-a40e45a301b82dfb1bc59b84ff5a556252f76dca,UnknownLink,Q135875169,Abdi Nasir Ali Mahamud,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-a64f713fe9df8cec37f93b4091a0d2691cdbd255,UnknownLink,NK-fnCbiJENHXpKRLjpQ87ehU,HAPPINESS I,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-a8b97abe5d08b2e1b000c0672abe473fe2bfec08,UnknownLink,NK-GochgB48DMGz8iNBKWBU8F,AL-SAADI ABDULLAH IBRAHIM BUKHAZEM,NK-ncB6saL459UrpWpopB8bsR,AL QA'IDA,Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-a9c4c63963d8c6a3893fb5e8b1346466fd9ba2dc,UnknownLink,NK-Lqx5ms4MCtwLX4VKSWHrzQ,SUSANGIRD,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-aae7ebb832348a358be28d9d1f732ca5697081b0,UnknownLink,NK-Jqt6zaFzFhL59DPnYZ8jU4,"AL-RAWI, TALIB' ALI HUSAYN AL-AHMED",NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-ae06a36f047bfa685ae57392dd7f24b31f548ee6,UnknownLink,NK-6DDzKQ58m43rkyGfX2rWmC,"AS'AD, HANI ABD-AL-MAJID MUHAMMAD",NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-b0c6568dd0649b9dd1ebeeaf542e3af085e672b9,UnknownLink,NK-BfsQqYjcYUVGWCSaULtUk4,Zanjan Acid Production Company,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-b27eab606f0baa97bdebd590e823859cf515fbb3,UnknownLink,NK-36BimqBDqNvZyXA6dxrZFu,Ansar Bank Brokerage Company,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-b32dfa0173ccd0229bdddebdf3f26778204b3718,UnknownLink,NK-Z46gvWWD6E8t6QYBRobqs6,ADOON GENERAL TRADING GIDA SANAYI VE TICARET ANONIM,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-b47391f37c3226c911cbb31176f08b5fb28cff66,UnknownLink,NK-SKhpBYjPpVkLzkXxcgBQzo,Morteza Hashemi,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-b9e06e0bff0e02739b77935d6944695152165e81,UnknownLink,NK-m5kKDYeGrDVJn5FzJswQes,"GHAEEMI, MORTEZA",NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-b9e2cba27f66f212fc1985fe7de9efe6856fb9a1,UnknownLink,NK-ZEjNY6NXEwD8X6q7n8jHzQ,ESFAHAN MOBARAKEH STEEL COMPANY,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-b9f3a794c60a8a4b70b64d1a52c861a8ebf6c52f,UnknownLink,NK-ZKuzJftmUCZAnHGA2jHUyt,PARSIAN CATALYST CHEMICAL COMPANY.,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-bb1195d7592f00da095bc9ce64c1372d3da319ce,UnknownLink,NK-mpMBjA6ckAihn7M6PKLQ2h,Alumix,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-be0ede28dab7f28f8dbb06c88fac435230e50b91,UnknownLink,NK-ABigoeCwt6BgNKAcYVy3Yd,Atlas Exchange,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-c16a7ec2bbc0287ebd904ab37bdc68fd596c4e66,UnknownLink,NK-RH2s4uxqZLpzrCgyKMJRcv,"GARANTI IHRACAT ITHALAT KUYU, MCULUK DIS TICARET LIMITED SIRKETI",NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-c1977564670493d9d9d0777ca2e0732414ab31d1,UnknownLink,NK-6dfFozPvWWsmPx2MUMseez,Technotar Engineering Company,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-c2595ff7969ba1718ec62cb303aa234371f95835,UnknownLink,NK-4mtWBti7Fkrh4ZC6pun7wu,Basij Resistance Force,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-c2795ec303a2566af871eb6d87ecf9b955e36200,UnknownLink,NK-GjAEVSCgQyfTMBxmrv7KXE,Ramezan Zirahi,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-c3074fad75e4f09a0e0d6cd452049cd238c2e330,UnknownLink,NK-cbNtrQxwNDNsp7MiTrZ99U,THE POPULAR RESISTANCE BRIGADES,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-c75bce18e30e2ef529fe4ba5af6a1fe38407add0,UnknownLink,NK-jRwdpfgCZ68SqqLVnRXJSx,MOAZ ABDALLA DAEL FOR IMPORT AND EXPORT,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-c7e6eaa31fbb9509e0f8506bffae314b1838e12d,UnknownLink,NK-cejRmnGjnhv7y27eX28fcC,Ali Qasir,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-c7fcbaed6a8b2e66905407869d755e6a8b29501d,UnknownLink,NK-43MRjWTRbdiZ6G9XVaTEux,ADOON GENERAL TRADING L.L.C,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-c90176c10923e6c314a7f1bd519693f819577344,UnknownLink,NK-k8zDypp6Yxa9uFfJNUK2cz,Sa'id Ahmad Muhammad Al-Jamal,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-d064122e579113883d3d6c959ed04412956093d2,UnknownLink,NK-FTCU4D7jhkFn5JCv3P9hHN,"AL-QHRIANY, AL-SADIQ ABD-ALRAHMAN ALI",NK-3podLWzo9udm7yDeN2Qu8g,THE MUSLIM BROTHERHOOD,Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-d4639bc598c7c6485156528510b47f8a1efc0dbe,UnknownLink,NK-VpyDLB6jumX44BTJTgVWeq,Konstantinos Stavridis,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-d67c6b18cb3ca4037368e2d975990a2109285a36,UnknownLink,NK-gi7rgpNBnXSGHkKQdiVs9r,Al-Qatirji Company,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-d6c4f80748786e27825859f0169013a08aef269e,UnknownLink,NK-SpaaQELqBC2epnosd5YWF2,BAHRAIN FREEDOM MOVEMENT,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-db2531f2e4d0aae5e22c48aad0bbf56212e6fe1c,UnknownLink,NK-X5iawSa5BbFxZuaTrSfTBr,Chiranjeev Kumar Singh,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-dbcf010a69b7afb1dce8fb6c391a0241fefca3ff,UnknownLink,NK-gE5hQj5gJZcLSZrgF2UNFD,Bandar Abbas Zinc Production Company,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-e2a7db729409622d1efd10eb4c34a085bc92459a,UnknownLink,sa-pcct-e48993cbbe4edd32bd447ad187b2fb953f555a6f,Yasmine,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-e589ec77aafebb35202c869e40f6c902908eed88,UnknownLink,NK-djnjH2kTpvZTffMRp6rRjE,Shamsollah Asadi,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-e89adf32c04b3d35d1d53c39b51f2bd8c18b75b6,UnknownLink,NK-DbY9gqAiqRKSZ4qWmbkaio,Hamed Abdollahi,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-e93b6279e080386caaa7a96aeda6efacec3f00b1,UnknownLink,NK-jVfHFouz7oC2dzNjSYKS4n,Africo 1 Off-Shore SAL,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-e982b795cfe0a85608630bfaaf24a8163041bfd4,UnknownLink,Q56253890,Ali Reza Tangsiri,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-e9b847504ee3ef1ce3fbaed0e8ae4d1517e40e77,UnknownLink,NK-m9deLWrfTFxHv3Xsg9iqFV,"AL-SALLABI, ISMAIL MOHAMMED MOHAMMED",NK-3podLWzo9udm7yDeN2Qu8g,THE MUSLIM BROTHERHOOD,Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-eb67927abca82dbf6b970348568f80fdf243ca37,UnknownLink,NK-biCGPDdQJzbuiywdUbZxFm,PERIDOT SHIPPING & TRADING LLC,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-f155adba27db66eeea7fdf9254ea3d411ea12523,UnknownLink,NK-d3EDp9jW6m6nP7dWxjETdo,AL ALAMIYAH EXPRESS COMPANY FOR EXCHANGE & REMITTANCE.,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-f41e5f78850e3e352d167001c7c4b82f190ca829,UnknownLink,NK-nuUyN5VYQfhE3iUj4Utrpv,Aurum Ship Management FZC,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-f871b30fb0c812d5926d7237abdd50bf8477f516,UnknownLink,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-fa686727236733d34fbda429e1ff8c50e82b0dd0,UnknownLink,Q65195624,Esmail Qaani,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-fd8c5450d4dce3a252e5eb1f5dc04e0c6a661bdf,UnknownLink,Q2506226,Mohammad Hejazi,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-fed384cc42ad1d8c658d0f0fa8617dee875799e6,UnknownLink,NK-TyDcXQ2tXNCuADMfhjnwSj,Mehr Bank,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
sa-pcct-ff7fc5796b254c128db865ce34383ab1bdf90a3c,UnknownLink,NK-NoUBNjMJBFxfyrV7Jp47oZ,Ali Ozma'i,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),Linked terrorist organization,,,sa_pcct_terrorism_list
us-fincen-0ba509397e217f5b1cb58cc9c05e32e8fd962895,UnknownLink,NK-g9otNs5vgss4kvR62bJiW7,Islamic Republic of Iran,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),,,,us_fincen_special_measures
us-fincen-3bb7cf8bc15796288fa7324966b410c41534f798,Ownership,NK-ipVrFZf7o3drYzB3jPB6tu,Islamic Revolutionary Guard Corps (IRGC),NK-erq4srWgDxJyq4SkyQa6by,Al-Huda Bank,control,,,us_fincen_special_measures
us-fincen-a97501b6c353bbb4878d5ca4a8f18af88b285e7a,Ownership,NK-AGB7JMjMcWy2wm99TBXcfv,Libyan Arab Foreign Bank,us-fincen-fc875ee0141d206259cad1178644150aa55f9b42,Infobank,,,,us_fincen_special_measures
us-fincen-ff2949c98ba07db14b62b155a8a70f563219b14c,UnknownLink,us-fincen-fc875ee0141d206259cad1178644150aa55f9b42,Infobank,NK-YWUBXpeFiTsiroWa7UqRUf,Central Bank of Libya,,,,us_fincen_special_measures
