record_ark,title,authors,publisher,publication_date,year,era,document_type,document_class,is_data_source,language,subjects,is_digitised,gallica_ark,gallica_url,catalogue_url,found_by,holding_institution
cb41750483g,"[Monnaie : Drachme, or, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0450,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750483g,Cyrénaïque,Bibliothèque nationale de France
cb417506982,"[Monnaie : Drachme, argent, Euhespéridès, Cyrénaïque]","Atelier monétaire antique (Euhespéridès, Cyrénaïque). Monétaire",,-0500--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417506982,Cyrénaïque,Bibliothèque nationale de France
cb41750456k,"[Monnaie : Didrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750456k,Cyrénaïque,Bibliothèque nationale de France
cb41750460t,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750460t,Cyrénaïque,Bibliothèque nationale de France
cb41750457x,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750457x,Cyrénaïque,Bibliothèque nationale de France
cb417504588,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504588,Cyrénaïque,Bibliothèque nationale de France
cb41750459m,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750459m,Cyrénaïque,Bibliothèque nationale de France
cb41750469x,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750469x,Cyrénaïque,Bibliothèque nationale de France
cb417504704,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504704,Cyrénaïque,Bibliothèque nationale de France
cb417504615,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504615,Cyrénaïque,Bibliothèque nationale de France
cb41750462h,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750462h,Cyrénaïque,Bibliothèque nationale de France
cb41750471g,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750471g,Cyrénaïque,Bibliothèque nationale de France
cb417504646,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504646,Cyrénaïque,Bibliothèque nationale de France
cb41750465j,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750465j,Cyrénaïque,Bibliothèque nationale de France
cb41750466w,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750466w,Cyrénaïque,Bibliothèque nationale de France
cb417504677,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504677,Cyrénaïque,Bibliothèque nationale de France
cb41750463v,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750463v,Cyrénaïque,Bibliothèque nationale de France
cb41750468k,"[Monnaie : Obole, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750468k,Cyrénaïque,Bibliothèque nationale de France
cb417504557,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504557,Cyrénaïque,Bibliothèque nationale de France
cb41750453j,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750453j,Cyrénaïque,Bibliothèque nationale de France
cb41750454w,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750454w,Cyrénaïque,Bibliothèque nationale de France
cb41750450h,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750450h,Cyrénaïque,Bibliothèque nationale de France
cb41750451v,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750451v,Cyrénaïque;Cirenaica,Bibliothèque nationale de France
cb417504526,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0525--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504526,Cyrénaïque,Bibliothèque nationale de France
cb418497227,"[Monnaie : Faux moderne. Obole, argent, atelier incertain, Cyrénaïque]",,,-0550--0030,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque ?,0,,,https://catalogue.bnf.fr/ark:/12148/cb418497227,Cyrénaïque,Bibliothèque nationale de France
cb41849474n,"[Monnaie : Faux moderne. Tétradrachme, argent, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0550--0030,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41849474n,Cyrénaïque,Bibliothèque nationale de France
cb41853142z,"[Monnaie : Tiers, bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0550--0030,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41853142z,Cyrénaïque,Bibliothèque nationale de France
cb417504437,"[Monnaie : Didrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504437,Cyrénaïque,Bibliothèque nationale de France
cb417504468,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504468,Cyrénaïque,Bibliothèque nationale de France
cb41750447m,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750447m,Cyrénaïque,Bibliothèque nationale de France
cb41750444k,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750444k,Cyrénaïque,Bibliothèque nationale de France
cb41750445x,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750445x,Cyrénaïque,Bibliothèque nationale de France
cb41748241q,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41748241q,Cyrénaïque,Bibliothèque nationale de France
cb417504499,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504499,Cyrénaïque,Bibliothèque nationale de France
cb417504406,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504406,Cyrénaïque,Bibliothèque nationale de France
cb41750441j,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750441j,Cyrénaïque,Bibliothèque nationale de France
cb41771521v,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41771521v,Cyrénaïque,Bibliothèque nationale de France
cb41750436z,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750436z,Cyrénaïque,Bibliothèque nationale de France
cb417504379,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504379,Cyrénaïque,Bibliothèque nationale de France
cb41750438n,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750438n,Cyrénaïque,Bibliothèque nationale de France
cb417504390,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504390,Cyrénaïque,Bibliothèque nationale de France
cb41750442w,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750442w,Cyrénaïque,Bibliothèque nationale de France
cb41750448z,"[Monnaie : Tétrobole, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0570--0480,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750448z,Cyrénaïque,Bibliothèque nationale de France
cb41750801d,"[Monnaie : Bronze, Cyrénaïque, Tibère]",Tibère (0042 av. J.-C.-0037 ; empereur romain). Autorité émettrice de monnaie,,0014-0037,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750801d,Cyrénaïque,Bibliothèque nationale de France
cb417508002,"[Monnaie : Bronze, Cyrénaïque, Tibère]",Tibère (0042 av. J.-C.-0037 ; empereur romain). Autorité émettrice de monnaie,,0014-0037,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417508002,Cyrénaïque,Bibliothèque nationale de France
cb41750802r,"[Monnaie : Bronze, Cyrénaïque, Tibère]",Tibère (0042 av. J.-C.-0037 ; empereur romain). Autorité émettrice de monnaie,,0014-0037,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750802r,Cyrénaïque,Bibliothèque nationale de France
cb417508033,"[Monnaie : Bronze, Cyrénaïque, Tibère]",Tibère (0042 av. J.-C.-0037 ; empereur romain). Autorité émettrice de monnaie,,0014-0037,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417508033,Cyrénaïque,Bibliothèque nationale de France
cb41750804f,"[Monnaie : Bronze, Cyrénaïque, Tibère]",Tibère (0042 av. J.-C.-0037 ; empereur romain). Autorité émettrice de monnaie,,0014-0037,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750804f,Cyrénaïque,Bibliothèque nationale de France
cb41750805s,"[Monnaie : Bronze, Cyrénaïque, Tibère]",Tibère (0042 av. J.-C.-0037 ; empereur romain). Autorité émettrice de monnaie,,0014-0037,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750805s,Cyrénaïque,Bibliothèque nationale de France
cb417508064,"[Monnaie : Bronze, Cyrénaïque, Tibère]",Tibère (0042 av. J.-C.-0037 ; empereur romain). Autorité émettrice de monnaie,,0014-0037,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417508064,Cyrénaïque,Bibliothèque nationale de France
cb41750807g,"[Monnaie : Bronze, Cyrénaïque, Tibère]",Tibère (0042 av. J.-C.-0037 ; empereur romain). Autorité émettrice de monnaie,,0014-0037,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750807g,Cyrénaïque,Bibliothèque nationale de France
cb41750798b,"[Monnaie : Bronze, Cyrénaïque, Tibère]",Tibère (0042 av. J.-C.-0037 ; empereur romain). Autorité émettrice de monnaie,,0014-0037,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750798b,Cyrénaïque,Bibliothèque nationale de France
cb41750808t,"[Monnaie : Bronze, Cyrénaïque, Tibère]",Tibère (0042 av. J.-C.-0037 ; empereur romain). Autorité émettrice de monnaie,,0014-0037,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750808t,Cyrénaïque,Bibliothèque nationale de France
cb41750799p,"[Monnaie : Bronze, Cyrénaïque, Tibère]",Tibère (0042 av. J.-C.-0037 ; empereur romain). Autorité émettrice de monnaie,,0014-0037,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750799p,Cyrénaïque,Bibliothèque nationale de France
