record_ark,title,authors,publisher,publication_date,year,era,document_type,document_class,is_data_source,language,subjects,is_digitised,gallica_ark,gallica_url,catalogue_url,found_by,holding_institution
cb438831180,De Koufra au Normandie-Niemen : 1940-1945 / Jean de Pange ; préface de Pierre Messmer,"Pange, Jean de (1917-1999). Auteur du texte",Éd. du Quotidien (Strasbourg),2014,2014,post_2011,texte imprimé,book,0,fre,Guerre mondiale (1939-1945) -- Opérations aériennes françaises; Forces aériennes françaises libres. Régiment Normandie-Niemen -- 1900-1945,0,,,https://catalogue.bnf.fr/ark:/12148/cb438831180,Koufra,Bibliothèque nationale de France
cb44676750f,Ethnoarchaeology of the Kel Tadrart Tuareg : Pastoralism and Resilience in Central Sahara,"Biagetti, Stefano. Auteur du texte",,2014,2014,post_2011,texte imprimé,book,0,eng,Touaregs (peuple berbère) -- Antiquités -- Libye; Ethnoarchéologie -- Libye; Fouilles archéologiques -- Libye; Nomades -- Libye; Nomades -- Sahara; Antiquités -- Libye,0,,,https://catalogue.bnf.fr/ark:/12148/cb44676750f,Libye,Bibliothèque nationale de France
cb43848357t,Gheddafi : una sfida dal deserto (Nuova ed. ampliata) Angelo Del Boca,"Del Boca, Angelo (1925-2021). Auteur du texte",Laterza (Roma),2014,2014,post_2011,texte imprimé,book,0,ita,"Qad̲d̲āfī, Muʿammar al- (1942-2011); Chefs d'État -- Libye",0,,,https://catalogue.bnf.fr/ark:/12148/cb43848357t,Libye,Bibliothèque nationale de France
cb443259072,"Gli ammutinati delle trincee : dalla guerra di Libia al Primo conflitto mondiale, 1911-1918 / Marco Rossi","Rossi, Marco (1956-.... ; historien). Auteur du texte","BFS edizioni, (Pisa)",2014,2014,post_2011,texte imprimé,book,0,ita,Guerre turco-italienne (1911-1912) -- Désertion; Guerre mondiale (1914-1918) -- Désertion -- Italie,0,,,https://catalogue.bnf.fr/ark:/12148/cb443259072,Libia,Bibliothèque nationale de France
cb438280071,"Going East--Going South : österreichisches Exil in Asien und Afrika / Margit Franz, Heimo Halbrainer (Hg.)","Franz, Margit. Éditeur scientifique; Halbrainer, Heimo (1963-....). Éditeur scientifique",Clio (Graz),2014,2014,post_2011,texte imprimé,book,0,ger,Juifs autrichiens -- Afrique -- 1900-1945; Juifs autrichiens -- Asie -- 1900-1945; Réfugiés juifs -- Afrique -- 1900-1945; Réfugiés juifs -- Asie -- 1900-1945,0,,,https://catalogue.bnf.fr/ark:/12148/cb438280071,Bengasi,Bibliothèque nationale de France
cb437477058,Jewish-Muslim relations and migration from Yemen to Palestine in the late nineteenth and twentieth centuries / by Ari Ariel,"Ariel, Ari (1971-....). Auteur du texte",Brill (Boston),2014,2014,post_2011,texte imprimé,book,0,eng,Juifs -- Migrations -- Yémen -- XIXe siècle; Juifs -- Migrations -- Yémen -- XXe siècle; Relations Juifs-Arabes -- XIXe siècle; Relations Juifs-Arabes -- XXe siècle; Juifs -- Palestine -- XIXe siècle; Juifs -- Palestine -- XXe siècle; Juifs -- Persécutions -- Yémen -- XXe siècle; Juifs -- Persécutions -- Libye -- XXe siècle,0,,,https://catalogue.bnf.fr/ark:/12148/cb437477058,Libye,Bibliothèque nationale de France
cb442536610,L'intervention en Libye : un consensus en relations internationales / Arnaud Siad,"Siad, Arnaud. Auteur du texte",l'Harmattan (Paris),2014,2014,post_2011,texte imprimé,book,0,fre,Nations Unies. Conseil de sécurité. Résolution 1973 (2011); Libye -- 2011 (Guerre civile) -- Participation étrangère,0,,,https://catalogue.bnf.fr/ark:/12148/cb442536610,Libye,Bibliothèque nationale de France
cb442245782,"L'intégration économique maghrébine : un destin obligé ? / sous la direction de Camille Sari et Abderrahmane Mebtoul ; avec les contributions de Boualem Aliouat, Achraf Ayadi, Chafik... [et al.]","Sari, Camille (1956-....). Directeur de publication; Mabtūl, ʿAbd al-Raḥmān. Directeur de publication; Institut euro-maghrébin d'études et de prospectives. Éditeur scientifique",l'Harmattan (Paris),2014,2014,post_2011,texte imprimé,book,0,fre,Conditions économiques -- Afrique du Nord -- 1960-....; Intégration économique -- Afrique du Nord -- 1990-2020,0,,,https://catalogue.bnf.fr/ark:/12148/cb442245782,Libye,Bibliothèque nationale de France
cb44284056m,La 132a Divisione Corazzata Ariete / David Zambon,"Zambon, David (1972-....). Auteur du texte",Caraktère presse & éditions (Aix-en-Provence),2014,2014,post_2011,texte imprimé,book,0,fre,Guerre mondiale (1939-1945) -- Histoire des unités -- Italie; Italie. Esercito. Divisione Corazzata Ariete (132a),0,,,https://catalogue.bnf.fr/ark:/12148/cb44284056m,Libye,Bibliothèque nationale de France
cb43883307w,"La Libye révolutionnaire dans le monde, 1969-2011 / Françoise Petitdemange","Petitdemange, Françoise (1954-....). Auteur du texte",Éd. Paroles vives (Romans-sur-Isère),2014,2014,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb43883307w,Libye,Bibliothèque nationale de France
cb44385356v,La guerra che non c'era : opinione pubblica e interventi militari italiani dall'Afghanistan alla Libia / Fabrizio Coticchia ; prefazione di Vittorio Emanuele Parsi,"Coticchia, Fabrizio. Auteur du texte",Università Bocconi editore (Milano),2014,2014,post_2011,texte imprimé,book,0,ita,Opinion publique -- Italie; Politique militaire -- Italie -- Opinion publique; Guerre d'Irak (2003-2011) -- Opinion publique italienne; Afghanistan -- 2001-.... (Guerre d'Afghanistan) -- Opinion publique italienne; Libye -- 2011 (Guerre civile) -- Opinion publique italienne,0,,,https://catalogue.bnf.fr/ark:/12148/cb44385356v,Libye;Libia,Bibliothèque nationale de France
cb43853098k,La rue des églises : il était une ville paisible : Tripoli au Liban-Nord / Khodr Heloui ; traduit de l'arabe par Dr Mahmoud Ziadeh et Dr Émilie Chammas Fiani ; préfaces du Dr Mahmoud Ziadeh et de Tarek Mitri,"Ḥilwī, H̱uḍr (1952-....). Auteur du texte",l'Harmattan (Paris),2014,2014,post_2011,texte imprimé,book,0,fre,Coexistence religieuse -- Liban -- 1945-1990; Moeurs et coutumes -- Tripoli (Liban) -- 1945-1990,0,,,https://catalogue.bnf.fr/ark:/12148/cb43853098k,Trablus,Bibliothèque nationale de France
cb44204094h,"La scoperta di Cirene : un secolo di scavi (1913-2013) / [dir. da] Mario Luni ; con contributi e schede di A. Abdussaid, ... [et al.]","Luni, Mario (1945-2014). Éditeur scientifique","""L'Erma"" di Bretschneider (Roma)",2014,2014,post_2011,texte imprimé,book,0,ita,Fouilles archéologiques -- Cyrène (Libye ; ville ancienne); Antiquités -- Cyrène (Libye ; ville ancienne),0,,,https://catalogue.bnf.fr/ark:/12148/cb44204094h,Cyrénaïque;Libye,Bibliothèque nationale de France
cb45056976c,"Le ""antiche monete della Cirenaica"" nella letteratura numismatica tra Ottocento e Novecento : genesi della nummologia della Pentapolitana Regio / Michele Asolati","Asolati, Michele. Auteur du texte","EUT Edizione Università di Trieste, (Trieste :)",2014,2014,post_2011,texte imprimé,book,0,ita,Numismatique -- Europe,0,,,https://catalogue.bnf.fr/ark:/12148/cb45056976c,Cyrénaïque;Cirenaica,Bibliothèque nationale de France
cb46589617c,Le Journal de l'énergie / directeur de publication Mathieu Eisinger ; journaliste responsable d'édition Martin Leers,Association citoyenne pour l'information indépendante sur l'énergie (Lyon). Éditeur scientifique,Association citoyenne pour l'information indépendante sur l'énergie (Lyon),2014,2014,post_2011,publication en série imprimée,serial,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb46589617c,Libye,Bibliothèque nationale de France
cb44495565r,"Le serment de Tobrouk / Bernard-Henri Levy, réal., scénario ; Marc Roussel, réal. ; Gilles Hertzog, scénario","Lévy, Bernard-Henri (1948-....). Réalisateur; Roussel, Marc (1957-....). Réalisateur",Orange studio [éd.] (Paris),2014,2014,post_2011,image animée,film,0,fre,Libye -- 2011 (Guerre civile),0,,,https://catalogue.bnf.fr/ark:/12148/cb44495565r,Libye,Bibliothèque nationale de France
cb44286584q,Maghrebscope / [responsable éditorial Mustapha Zentar],,Envoyés spéciaux sans frontières (Limoges),2014,2014,post_2011,publication en série imprimée,serial,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb44286584q,Libye,Bibliothèque nationale de France
cb437575602,Mon combat pour la liberté : les révelations de l'ex-chef de l'État libyen / Mohamed El Megarief ; avec la collaboration de Sihem Souid,"Muqaryaf, Muḥammad Yūsuf al- (1940-....). Auteur du texte",Cherche midi (Paris),2014,2014,post_2011,texte imprimé,book,0,fre,Politique et gouvernement -- Libye -- 2011-....; Libye -- 2011 (Guerre civile),0,,,https://catalogue.bnf.fr/ark:/12148/cb437575602,Libye,Bibliothèque nationale de France
cb44202979m,"Mort pour la Françafrique : un espion au coeur des réseaux islamistes / Robert Dulas, Marina Ladous, Jean-Philippe Leclaire","Dulas, Robert. Auteur du texte; Ladous, Marina. Auteur du texte; Leclaire, Jean-Philippe (1967-....). Auteur du texte",Stock (Paris),2014,2014,post_2011,texte imprimé,book,0,fre,"Marziali, Pierre (1963-2011) -- Assassinat; Espionnage français -- Libye -- 1990-2020",0,,,https://catalogue.bnf.fr/ark:/12148/cb44202979m,Libye,Bibliothèque nationale de France
cb450819298,Narrative of a ten year's residence at Tripoli (1816) (Facsimile ed.) Miss Tully ; edited by Francesca Saggini,"Tully, Miss. Auteur du texte",Routledge (London),2014,2014,post_2011,texte imprimé,book,0,eng,Tripoli (Liban),0,,,https://catalogue.bnf.fr/ark:/12148/cb450819298,Trablus,Bibliothèque nationale de France
cb44230512c,"Pétrole et corruption : le dossier Mi.Fo.Biali dans les relations italo-libyennes, 1969-1979 / Marion Morellato ; préface de Mario Vaudano","Morellato, Marion. Auteur du texte",ENS éditions (Lyon),2014,2014,post_2011,texte imprimé,book,0,fre,Corruption politique -- Italie -- 1970-....; Pétrole -- Industrie et commerce -- Pratiques déloyales -- 1970-....; Relations extérieures -- Italie -- Libye -- 1970-....; Relations extérieures -- Libye -- Italie -- 1970-....,0,,,https://catalogue.bnf.fr/ark:/12148/cb44230512c,Libye,Bibliothèque nationale de France
cb438414202,Révolte et reconstruction en Libye : le roi et le rebelle / Moncef Ouannes,"Ouannes, Moncef. Auteur du texte",l'Harmattan (Paris),2014,2014,post_2011,texte imprimé,book,0,fre,Libye -- 2011 (Guerre civile); Libye -- 2011-....,0,,,https://catalogue.bnf.fr/ark:/12148/cb438414202,Libye,Bibliothèque nationale de France
cb438949597,Sarkozy-Kadhafi : histoire secrète d'une trahison ([Nouvelle éd. avec une] préface inédite) Catherine Graciet,"Graciet, Catherine. Auteur du texte",Éd. Points (Paris),2014,2014,post_2011,texte imprimé,book,0,fre,"Sarkozy, Nicolas (1955-....); Relations extérieures -- France -- Libye -- 1990-2020; Relations extérieures -- Libye -- France -- 1990-2020",0,,,https://catalogue.bnf.fr/ark:/12148/cb438949597,Libye,Bibliothèque nationale de France
cb438960357,"Sepulkrale Hofarchitekturen im Hellenismus : Alexandria, Nea Paphos, Kyrene / von Anika Greve","Greve, Anika. Auteur du texte",Brepols (Turnhout),2014,2014,post_2011,texte imprimé,book,0,ger,Archéologie funéraire -- Alexandrie (Égypte); Archéologie funéraire -- Nea Paphos (Chypre ; ville ancienne); Archéologie funéraire -- Cyrène (Libye ; ville ancienne); Tombes -- Alexandrie (Égypte); Tombes -- Nea Paphos (Chypre ; ville ancienne); Tombes -- Cyrène (Libye ; ville ancienne); Civilisation hellénistique -- Méditerranée (région),0,,,https://catalogue.bnf.fr/ark:/12148/cb438960357,Libye,Bibliothèque nationale de France
cb44970714n,"Tapis rouge pour le fn. affaire tapie, bygmalion, chômage, affaire cahuzac, croissance zéro, libye, buisson, affaire des écoutes, dette 4,4%, chômage, valérie treirweiler : [dessin de presse] / Plantu",Plantu (1951-....). Dessinateur,,2014,2014,post_2011,image fixe,photograph,0,fre,"Sarko, Hollande, Marine Le Pen",1,,,https://catalogue.bnf.fr/ark:/12148/cb44970714n,Libye,Bibliothèque nationale de France
cb43828351b,Toppling Qaddafi : Libya and the limits of liberal intervention / Christopher S. Chivvis,"Chivvis, Christopher S.. Auteur du texte",Cambridge university press (Cambridge),2014,2014,post_2011,texte imprimé,book,0,eng,Politique et gouvernement -- Libye -- 2011-....; Libye -- 2011 (Guerre civile); Libye -- 2011 (Guerre civile) -- Participation étrangère; Organisation du traité de l'Atlantique Nord -- Forces armées -- Libye,0,,,https://catalogue.bnf.fr/ark:/12148/cb43828351b,Libye,Bibliothèque nationale de France
cb43866843f,Tripoli / Youssef Daoudi,"Daoudi, Youssef (1969-....). Auteur du texte",Glénat (Grenoble),2014,2014,post_2011,texte imprimé,book,0,fre,Guerre tripolitaine (1801-1805); États-Unis. Marine Corps -- 1789-1815,0,,,https://catalogue.bnf.fr/ark:/12148/cb43866843f,Tripolitaine;Libye,Bibliothèque nationale de France
cb43866276r,Tripoli de Barbarie : consuls de France et missionnaires / Dominique Rézeau,"Rézeau, Dominique (1947-....). Auteur du texte",les Éd. de la Régence (Saint-Gilles-Croix-de-Vie),2014,2014,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb43866276r,Tripoli de Barbarie,Bibliothèque nationale de France
cb43496299b,"Une jeunesse au Moyen-Orient, 1978-1984 / Riad Sattouf","Sattouf, Riad (1978-....). Auteur du texte",Allary (Paris),2014,2014,post_2011,texte imprimé,book,0,fre,"Sattouf, Riad (1978-....)",0,,,https://catalogue.bnf.fr/ark:/12148/cb43496299b,Libye,Bibliothèque nationale de France
cb438740371,"Voyages, déplacements et migrations : VIe Journée d'études nord-africaines... à l'Académie des inscriptions et belles-lettres, [Paris], le 30 mars 2012 / François Déroche et Michel Zink, éd. ; colloque organisé par l'Académie des inscriptions et belles-lettres et la Société d'études du Maghreb préhistoriques, antique et médiéval, SEMPAM",Journée d'études nord-africaines (06 ; 2012 ; Paris). Auteur du texte,Académie des inscriptions et belles-lettres (Paris),2014,2014,post_2011,texte imprimé,book,0,fre,Mobilité spatiale -- Afrique du Nord -- Jusqu'à 1500,0,,,https://catalogue.bnf.fr/ark:/12148/cb438740371,Libye,Bibliothèque nationale de France
cb443493022,"Yhwdey ʾAlg'iyryah wLwb / ʿwrkiym, Mošeh Ḥalamiyš, Mošeh ʿAmaʾr, Mwriys Rwmaniy","Hallamish, Mosheh (1937-....). Éditeur scientifique; Amar, Moshe (1946-....). Éditeur scientifique; Roumani, Maurice M.. Éditeur scientifique; Centre Aharon et Rachel Dahan pour la promotion de la culture et de la tradition sépharade (Ramat-Gan, Israël). Éditeur scientifique","ʾWniybersiyṭat Bar-ʾIylan, Merkaz Dahaʾn - haMerkaz ltarbwt, ḥebrah wḥiynwk bmwrešet Yahadwt Sparad ʿ""š ʾAharon wRaḥel Dahaʾn (Ramat-Gan)",2014,2014,post_2011,texte imprimé,book,0,heb,Juifs -- Algérie -- Histoire; Juifs -- Algérie -- Vie intellectuelle; Juifs -- Libye -- Histoire; Juifs -- Persécutions -- Libye -- XXe siècle; Juifs -- Vie intellectuelle -- Libye; Juifs -- Moeurs et coutumes -- Libye,0,,,https://catalogue.bnf.fr/ark:/12148/cb443493022,Libye,Bibliothèque nationale de France
cb43801710r,Éclipse sur l'Afrique : fallait-il tuer Kadhafi ? / Jean Ping,"Ping, Jean (1942-....). Auteur du texte",Michalon (Paris),2014,2014,post_2011,texte imprimé,book,0,fre,"Qad̲d̲āfī, Muʿammar al- (1942-2011); Crises politiques -- Afrique -- 1990-2020; Libye -- 2011 (Guerre civile) -- Participation étrangère; Union africaine",0,,,https://catalogue.bnf.fr/ark:/12148/cb43801710r,Libye,Bibliothèque nationale de France
cb44314622p,"""Envoyez les hélicos !"" / Pierre Verborg","Verborg, Pierre. Auteur du texte",Éditions du Rocher (Monaco),2015,2015,post_2011,texte imprimé,book,0,fre,France. Armée. Aviation légère de l'armée de terre -- 1990-2020,0,,,https://catalogue.bnf.fr/ark:/12148/cb44314622p,Libye,Bibliothèque nationale de France
cb44376484d,"""Pourquoi es-tu venu en France, papa ?"" : tu veux dire pourquoi j'ai quitté le Maroc ? / Youssef Chiheb ; préface de Chekib Abdessalam","Chiheb, Youssef (1960-....). Auteur du texte",AlfAbarre (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,Marocains -- France -- 1970-....; Émigration et immigration -- Maroc -- 1970-....,0,,,https://catalogue.bnf.fr/ark:/12148/cb44376484d,Libye,Bibliothèque nationale de France
cb443686022,Ad vitam aeternam / Aurore Selva,"Selva, Aurore (1979-....). Auteur du texte",Aurore Selva (Beaune),2015,2015,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb443686022,Libye,Bibliothèque nationale de France
cb45057931n,"Al-ʿunf al-siyāsī wa al-inqisām al-muǧtamaʿī wa al-tadaẖẖul al-ẖāriǧī fī Lībyā / [d. Ǧihād ʿAwdaẗ], Aḥmad ʿAlī Ibrāhīm","ʿAwdaẗ, Ǧihād. Auteur du texte; Ibrāhīm, Aḥmad ʿAlī. Auteur du texte",Al-Maktab al-ʿarabī lil-maʿārif (Al-Qāhiraẗ),2015,2015,post_2011,texte imprimé,book,0,ara,Violence politique -- Libye; Conditions sociales -- Libye; Politique et gouvernement -- Libye,0,,,https://catalogue.bnf.fr/ark:/12148/cb45057931n,Libye,Bibliothèque nationale de France
cb44504078s,Artes grammaticae in frammenti : i testi grammaticali latini e bilingui greco-latini su papiro : edizione commentata / Maria Chiara Scappaticcio,"Scappaticcio, Maria Chiara (1984-....). Auteur du texte",De Gruyter (Berlin),2015,2015,post_2011,texte imprimé,book,0,fre,Papyrus gréco-latins; Latin (langue) -- Grammaire; Grec (langue) -- Grammaire,0,,,https://catalogue.bnf.fr/ark:/12148/cb44504078s,Libia,Bibliothèque nationale de France
cb44311452b,Carnet d'une route de la soie ou L'invitation aux voyages ([Nouvelle éd.]) Paule et Arthur...,"David, Paule (1958-....). Auteur du texte; David, Arthur (1954-....). Auteur du texte",Artisans-voyageurs (Saint-Germain-des-Prés),2015,2015,post_2011,texte imprimé,book,0,fre,Cyclotourisme -- 1990-2020; Route de la soie,0,,,https://catalogue.bnf.fr/ark:/12148/cb44311452b,Libye,Bibliothèque nationale de France
cb44346520t,"D'Alep à Paris : les pérégrinations d'un jeune syrien au temps de Louis XIV / Hanna Dyâb ; récit traduit de l'arabe (Syrie) et annoté par Paule Fahmé-Thiéry, Bernard Heyberger et Jérôme Lentin","Diyāb, Ḥannā (1687-17..). Auteur du texte",Actes Sud / Sindbad (Arles),2015,2015,post_2011,texte imprimé,book,0,fre,Voyageurs arabes -- Et la France; Liban; Chypre; Égypte; Libye; Tunisie; Italie; France,0,,,https://catalogue.bnf.fr/ark:/12148/cb44346520t,Libye,Bibliothèque nationale de France
cb45341589q,"Dal cuneese alla Libia : 1911-1912, la guerra dimenticata / Elena Angeleri, Emanuele Forzinetti, Luca Martini ; introduzione, Sergio Soave","Angeleri, Elena. Auteur du texte; Forzinetti, Emanuele. Auteur du texte; Martini, Luca (19..-....). Auteur du texte",Araba fenice (Boves),2015,2015,post_2011,texte imprimé,book,0,ita,Guerre turco-italienne (1911-1912) -- Opérations militaires -- Libye; Soldats -- Cuneo (Italie) -- 1900-1945; Militaires italiens -- Libye -- 1900-1945,0,,,https://catalogue.bnf.fr/ark:/12148/cb45341589q,Libye;Libia,Bibliothèque nationale de France
cb452103116,"El retrato ovalado / Soleida Ríos, + 34 [autoras] ; [Unión de escritores y artistas de Cuba]","Ríos, Soleida (1950-....). Auteur du texte",Ediciones Unión (Ciudad de La Habana),2015,2015,post_2011,texte imprimé,book,0,spa,Persona (littérature),0,,,https://catalogue.bnf.fr/ark:/12148/cb452103116,Cirenaica,Bibliothèque nationale de France
cb45525694g,"Escale à Pajol / Mahamoud Ibrahim, réal. ; Yakoub Salah, participant","Ibrahim, Mahamoud. Réalisateur",Courts devant (Paris),2015,2015,post_2011,image animée,film,0,fre,Réfugiés -- Libye -- 2001-2025,0,,,https://catalogue.bnf.fr/ark:/12148/cb45525694g,Libye,Bibliothèque nationale de France
cb450213119,"Foudre : une légende en quatre saisons / Manuela Morgaine, réal., aut. ; Philippe Langlois, Emmanuel Hosseyn During, comp. ; Rodolphe Burger, William de Carvalho, Michaël Jasmin... [et al.], participants","Morgaine, Manuela (1962-....). Réalisateur","Shellac [éd., distrib.] (Marseille)",2015,2015,post_2011,image animée,film,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb450213119,Libye,Bibliothèque nationale de France
cb47449593b,"Glass of the Roman world / edited by Justine Bayley, Ian Freestone and Caroline Jackson","Bayley, Justine. Éditeur scientifique; Freestone, Ian C.. Éditeur scientifique; Jackson, Caroline M.. Éditeur scientifique",Oxbow books (Oxford),2015,2015,post_2011,texte imprimé,book,0,eng,Art du verre -- Conditions économiques -- Rome; Culture matérielle -- Rome; Verre -- Industrie et commerce -- Rome,0,,,https://catalogue.bnf.fr/ark:/12148/cb47449593b,Fezzan,Bibliothèque nationale de France
cb44422674t,Grandes oreilles et bras cassés / une enquête sous forme de récit de Jean-Marc Manach ; dessin et couleur de Nicoby,"Manach, Jean-Marc. Auteur du texte; Nicoby (1976-....). Auteur du texte",Futuropolis (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,Surveillance électronique -- Libye -- 1990-2020,0,,,https://catalogue.bnf.fr/ark:/12148/cb44422674t,Libye,Bibliothèque nationale de France
cb486303273,Histoire du Maghreb,,Éditions Bouchène (Saint-Denis),2015,2015,post_2011,publication en série imprimée,serial,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb486303273,Libye,Bibliothèque nationale de France
cb45192184t,"I ""dimenticati"" : da colonizzatori a profughi, gli italiani in Libia, 1943-1974 / Luigi Scoppola Iacopini","Scoppola Iacopini, Luigi. Auteur du texte","Editoriale Umbra, (Foligno)",2015,2015,post_2011,texte imprimé,book,0,ita,Italiens -- Libye -- XXe siècle,0,,,https://catalogue.bnf.fr/ark:/12148/cb45192184t,Libye;Libia,Bibliothèque nationale de France
cb44480140w,Il giubileo : una storia / Alberto Melloni,"Melloni, Alberto (1959-....). Auteur du texte",Editori Laterza (Roma),2015,2015,post_2011,texte imprimé,book,0,ita,Année sainte -- Histoire,0,,,https://catalogue.bnf.fr/ark:/12148/cb44480140w,Misurata,Bibliothèque nationale de France
cb45053365b,"Il tesoro di Misurata. Libia : produzione e circolazione monetaria nell'età di Costantino il Grande : convegno internazionale di studi. Roma, Istituto nazionale di studi romani - Onlus, 19-20 aprile 2012 : Atti / Salvatore Garraffo, Mario Mazza","Garraffo, Salvatore (1950-....). Auteur du texte; Mazza, Mario (1936-....). Auteur du texte",Edizioni del Prisma (Catania),2015,2015,post_2011,texte imprimé,book,0,ita,Numismatique -- Italie,0,,,https://catalogue.bnf.fr/ark:/12148/cb45053365b,Libia;Misurata,Bibliothèque nationale de France
cb444231709,Inventaire des choses certaines : anthologie bilingue italien-français / Joyce Lussu ; traduction de Marc Porcu,"Lussu, Joyce (1912-1998). Auteur du texte",la Passe du vent (Genouilleux),2015,2015,post_2011,texte imprimé,book,0,ita,,0,,,https://catalogue.bnf.fr/ark:/12148/cb444231709,Libye,Bibliothèque nationale de France
cb443735123,"Italia e Libia : un secolo di relazioni controverse (I edizione) a cura di Massimo Borgogni, Paolo Soave ; prefazione di Paul Richard Corner ; contributi di Saverio Battente...[et al.]","Borgogni, Massimo. Éditeur scientifique; Soave, Paolo. Éditeur scientifique",Aracne ed. (Roma),2015,2015,post_2011,texte imprimé,book,0,ita,Relations extérieures -- Italie -- Libye -- XXe siècle; Relations extérieures -- Italie -- Libye -- 1990-2020; Relations extérieures -- Libye -- Italie -- XXe siècle; Relations extérieures -- Libye -- Italie -- 1990-2020; Libye -- 1912-1951,0,,,https://catalogue.bnf.fr/ark:/12148/cb443735123,Libye;Libia,Bibliothèque nationale de France
cb443618038,Jours intranquilles en Libye / Emmanuel Rimbert,"Rimbert, Emmanuel. Auteur du texte",Équateurs (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,Libye -- 2011-....,0,,,https://catalogue.bnf.fr/ark:/12148/cb443618038,Libye,Bibliothèque nationale de France
cb444257050,L'anfiteatro di Sabratha e gli anfiteatri dell'Africa proconsolare / Gilberto Montali,"Montali, Gilberto. Auteur du texte","""l'Erma"" di Bretschneider (Rome)",2015,2015,post_2011,texte imprimé,book,0,ita,Amphithéâtres romains -- Afrique (province romaine); Sabratha (Libye ; ville ancienne) -- Amphithéâtre,0,,,https://catalogue.bnf.fr/ark:/12148/cb444257050,Libye,Bibliothèque nationale de France
cb44458121x,L'extraordinaire voyage du fakir qui était resté coincé dans une armoire Ikea : valise collector / Romain Puértolas,"Puértolas, Romain (1975-....). Auteur du texte",le Livre de poche (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb44458121x,Libye,Bibliothèque nationale de France
cb44469687p,La 2e division blindée Leclerc / Antoine Georges,"Georges, Antoine (19..-.... ; historien). Auteur du texte",Caraktère presse & éditions (Aix-en-Provence),2015,2015,post_2011,texte imprimé,book,0,fre,Guerre mondiale (1939-1945) -- Histoire des unités -- France; France. Armée. Division blindée (02),0,,,https://catalogue.bnf.fr/ark:/12148/cb44469687p,Koufra,Bibliothèque nationale de France
cb443852061,La Communauté économique maghrébine : une oeuvre à construire / Camille Sari,"Sari, Camille (1956-....). Auteur du texte",l'Harmattan (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,Conditions économiques -- Afrique du Nord -- 1960-....; Intégration économique -- Afrique du Nord -- 1990-2020,0,,,https://catalogue.bnf.fr/ark:/12148/cb443852061,Libye,Bibliothèque nationale de France
cb44415804q,La Libye de Kadhafi revisitée : 1982-1985 : un témoignage vécu / Maria Graeff-Wassink ; préface de Christian Graeff,"Graeff-Wassink, Maria (1927?-2022). Auteur du texte",Éditions Karthala (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,Politique et gouvernement -- Libye -- 1969-2011; Libye -- 1969-2011,0,,,https://catalogue.bnf.fr/ark:/12148/cb44415804q,Libye,Bibliothèque nationale de France
cb44360664p,"Le Maghreb dans son contexte international : comprendre les affaires, les usages et les mentalités au Maroc, en Algérie, en Tunisie et en Libye / Pierre Tuvi","Tuvi, Pierre. Auteur du texte",Dauphin (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,Gestion interculturelle -- Afrique du Nord -- 1990-2020; Négociations (affaires) -- Afrique du Nord -- 1990-2020; Savoir-vivre dans les affaires -- Afrique du Nord -- 1990-2020,0,,,https://catalogue.bnf.fr/ark:/12148/cb44360664p,Libye,Bibliothèque nationale de France
cb44378179g,Le grand Mourzouk / Ghislain de Diesbach ; illustrations de Philippe Jullian ; postface d'Hubert Juin,"Diesbach, Ghislain de (1931-2023). Auteur du texte",Via Romana (Versailles),2015,2015,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb44378179g,Mourzouk,Bibliothèque nationale de France
cb44268691b,"Le site néolithique d'Abou Tamsa, Cyrénaïque, Libye : apport à la Préhistoire du Nord-Est de l'Afrique / Élodie de Faucamberge","Faucamberge, Élodie de (1979-....). Auteur du texte",Riveneuve éditions (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,"Néolithique -- Cyrénaïque (Libye); Abū Tamsa, Grotte d' (Libye)",0,,,https://catalogue.bnf.fr/ark:/12148/cb44268691b,Cyrénaïque;Libye,Bibliothèque nationale de France
cb44355688p,Leclerc / Jean-Christophe Notin,"Notin, Jean-Christophe (1970-....). Auteur du texte",Perrin (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,"Leclerc de Hauteclocque, Philippe (1902-1947); France. Armée. Division blindée (02)",0,,,https://catalogue.bnf.fr/ark:/12148/cb44355688p,Koufra,Bibliothèque nationale de France
